CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-93466-1,os_iphone_widgets_on_mac_disable,Disable use of iPhone widgets on Mac,"iPhone widgets on Mac _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowiPhoneWidgetsOnMac</key>
<false/>
----

","CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #8b,AIOS-17-010850,,,,,CCI-000366,,
CCE-93431-5,os_limit_ad_tracking_enable,Enable Limit Ad Tracking,"Ad tracking and targeted ads _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling ad tracking ensures that applications and advertisers are unable to track users' interests and deliver targeted advertisements.
",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceLimitAdTracking</key>
<true/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-010500,,4.8,,ANNEX K,"CCI-000366
CCI-000370
CCI-001199",low,
CCE-93487-7,os_live_text_disable,Disable Live Text,"The user _MUST_ manually disable Settings/General/Language and Region/Live-Text.  
",Manual, ,,"This is implemented manually by the user.
",,,,,,,,,ANNEX K,,,
CCE-93488-5,os_mail_block_remote_content,Block remote content,"The user _MUST_ manually block remote content in Settings/Mail/Privacy/Block Remote Content.
",Manual, ,,"This is implemented manually by the user.
",,,,,,,,,ANNEX K,,,
CCE-93432-3,os_mail_maildrop_disable,Ensure Allow Mail Drop is set to Disabled,"Mail Drop _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>allowMailDrop</key>
<false/>
----

","AC-3
AC-20
CM-7
CM-7(1)
SC-07(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-011000,2.7.2 (level 2 - End-User Owned Devices)3.7.2 (level 2 - Institutionally-Owned Devices),3.3,,ANNEX D (Section 5.6.1 - Mail),"CCI-000366
CCI-000370
CCI-002314",medium,
CCE-93433-1,os_mail_move_messages_disable,Ensure Allow user to move messages from this account is set to Disabled,"Mail from institutionally configured mail accounts _MUST_ not be allowed to move to personaly mail accounts.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>PreventMove</key>
<false/>
----

","AC-21
CM-7
CM-7(1)
SC-4
SC-07(10)",,,FMT_SMF_EXT.1.1 #47,"AIOS-17-011400
AIOS-17-711400",2.7.1 (level 1 - End-User Owned Devices)3.7.1 (level 1 - Institutionally-Owned Devices),3.3,,ANNEX D (Section 5.6.1 - Mail),"CCI-000366
CCI-000370
CCI-000764",medium,
CCE-93489-3,os_marketplace_prevent,Prevent 3rd party marketplaces,"The iOS device _MUST_ be configured to prevent 3rd party market places to be installed.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowMarketplaceAppInstallation</key>
<false/>
----

",CM-11,,,,,,,,ANNEX K,,,
CCE-93434-9,os_modify_cellular_data_app_settings_disable,Ensure Allow modifying cellular data app settings is set to Disabled,"The ability to modify cellular data app settings _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAppCellularDataModification</key>
<false/>
----

","CM-7
CM-7(1)",,,,,3.2.1.18 (level 2 - Institutionally-Owned Devices),4.1,,,,,
CCE-93490-1,os_network_known_only,Only allow known networks,"The iOS device _MUST_ be configured to only allow known networks in case only trustworthy networks can be used. This can have a limitation on connectivity especially when devices are used in area with low or no network connectivity. 
",Configuration Profile, ,{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceWiFiToAllowedNetworksOnly</key>
<true/>
----

",,,,,,,,,ANNEX D (Section 5.7 - Interfaces),,,
CCE-93435-6,os_new_device_proximity_disable,Ensure Allow setting up new nearby devices is set to Disabled,"The setting up of new nearby devices _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowProximitySetupToNewDevice</key>
<false/>
----

","CM-6
CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-012800,3.2.1.28 (level 1 - Institutionally-Owned Devices),3.13,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93436-4,os_on_device_dictation_enforce,Ensure On Device Dictation is Enforced,"The device _MUST_ be configured for on device dictation.

By enforcing on device dictation this will mitigate the risk of unwanted data being sent to Apple.",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceOnDeviceOnlyDictation</key>
<true/>
----

","SI-11
AC-20
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-014400,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93437-2,os_on_device_translation_enforce,Ensure On Device Translation is Enforced,"The device _MUST_ be configured for on device translation.

By enforcing on device translation this will mitigate the risk of unwanted data being sent to Apple.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceOnDeviceOnlyTranslation</key>
<true/>
----

","SI-11
AC-20
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-014500,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93438-0,os_pairing_non_configurator_hosts_disable,Ensure Allow pairing with non-Configurator hosts is set to Disabled,"Host pairing with a non-Configurator host _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowHostPairing</key>
<false/>
----

","CM-6
CM-7
CM-7(1)",,,,,3.2.1.20 (level 2 - Institutionally-Owned Devices),4.8,,ANNEX K,,,
CCE-93439-8,os_password_autofill_disable,Disable Password Autofill,"Password Autofill _MUST_ be disabled. 

iOS allows users to save passwords and use the Password Autofill feature in Safari and compatible apps. To protect against malicious users gaining access to the device, this feature _MUST_ be disabled to prevent users from being prompted to save passwords in applications.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordAutoFill</key>
<false/>
----

","IA-5(13)
CM-7
CM-7(1)
IA-11
IA-5",,,FMT_SMF_EXT.1.1 #47,AIOS-17-012700,,,,,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93440-6,os_password_proximity_disable,Disable Proximity Based Password Sharing Requests,"Proximity based password sharing requests _MUST_ be disabled. 

The default behavior of iOS is to allow users to request passwords from other known devices (macOS and iOS). This feature _MUST_ be disabled to prevent passwords from being shared.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordProximityRequests</key>
<false/>
----

",IA-5,,,FMT_SMF_EXT.1.1 #47,AIOS-17-012900,3.2.1.29 (level 1 - Institutionally-Owned Devices),13.5,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93441-4,os_password_sharing_disable,Disable Password Sharing,"Password Sharing _MUST_ be disabled. 

The default behavior of iOS/iPadOS is to allow users to share a password over Airdrop between other macOS and iOS devices. This feature _MUST_ be disabled to prevent passwords from being shared.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordSharing</key>
<false/>
----

",IA-5,,,FMT_SMF_EXT.1.1 #47,AIOS-17-013000,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93442-2,os_personalized_advertising_disable,Disable Personalized Advertising,"Ad tracking and targeted ads _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling ad tracking ensures that applications and advertisers are unable to track users' interests and deliver targeted advertisements.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowApplePersonalizedAdvertising</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,,,2.2.1.5 (level 1 - End-User Owned Devices)3.2.1.11 (level 1 - Institutionally-Owned Devices),4.8,,ANNEX K,,,
CCE-93491-9,os_predictive_keyboard_disable,Disable the use of predictable keyboards,"The device _MUST_ be configured that the usage of the predictable keyboard feature is not possible.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPredictiveKeyboard</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93492-7,os_rapid_security_responses_install_enable,Allow to install Rapid Security Responses,"The iOS device _MUST_ be configured to allow the user to install Rapid Security Responses to enable the user to be up to date with security fixes.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowRapidSecurityResponseInstallation</key>
<true/>
----

","SI-2
SI-2(5)
SI-3",,,,,,,,ANNEX D (Section 6.3.1.3 - Rapid security response),,,
CCE-93493-5,os_rapid_security_responses_remove_disable,Disallow to remove Rapid Security Responses,"The iOS device _MUST_ be configured not to allow the user to remove rapid security responses.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowRapidSecurityResponseRemoval</key>
<false/>
----

","SI-2
SI-2(5)
SI-3",,,,,,,,ANNEX D (Section 6.3.1.3 - Rapid security response),,,
CCE-93443-0,os_require_managed_pasteboard_enforce,Ensure copy/paste of data from Managed to Unmanaged Applications is Disabled,"The device _MUST_ be configured to disable copy/paste of data from managed to unmanaged applications.

If 'true', copy and paste functionality respects the 'allowOpenFromManagedToUnmanaged' and 'allowOpenFromUnmanagedToManaged' restrictions. ",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>requireManagedPasteboard</key>
<true/>
----

","AC-23
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,"AIOS-17-014600
AIOS-17-714600",,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93494-3,os_safari_JavaScript_disable,Prevent Java Script,"The iOS device _MUST_ be configured to prevent Java Script support in Safari to prevent malicious code execution on the device.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAllowJavaScript</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93444-8,os_safari_cookies_set,Ensure Accept cookies is set to From websites I visit or From current website only,"Acceptance of cookies _MUST_ be only from sites visited.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAcceptCookies</key>
----

",,,,,,2.2.2.2 (level 1 - End-User Owned Devices)3.2.2.2 (level 1 - Institutionally-Owned Devices),9.4,,ANNEX K,,,
CCE-93464-6,os_safari_force_fraud_warning_enable,Ensure Force Fraud Warning is set to Enabled,"Force fraud warning _MUST_ be enabled in Safari.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariForceFraudWarning</key>
<true/>
----

",,,,,,2.2.2.1 (level 1 - End-User Owned Devices)3.2.2.1 (level 1 - Institutionally-Owned Devices),9.4,,ANNEX K,,,
CCE-93445-5,os_safari_password_autofill_disable,Disable Automatic Completion of Safari Browser Passcodes,"The AutoFill functionality in the Safari web browser allows the user to complete a form that contains sensitive information, such as PII, without previous knowledge of the information. By allowing the use of the AutoFill functionality, an adversary who learns a user's iPhone or iPad passcode, or who otherwise is able to unlock the device, may be able to further breach other systems by relying on the AutoFill feature to provide information unknown to the adversary. By disabling the AutoFill functionality, the risk of an adversary gaining additional information about the device's user or compromising other systems is significantly mitigated.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAllowAutoFill</key>
<false/>
----

","IA-5(13)
CM-7
CM-7(1)
IA-11
IA-5",,,FMT_SMF_EXT.1.1 #47,AIOS-17-010600,,"4.1
4.8",,,"CCI-000366
CCI-000370
CCI-000381",low,
CCE-93495-0,os_safari_popups_disable,Disable Safari Popups,"The iOS device _MUST_ be configured to automatically prevent popups on the device to protect users from malicious content.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAllowPopups</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93496-8,os_screen_observation_remote_disable,Prevent remote screen observation,"The iOS device _MUST_ be configured to prevent remote screen observation via the classroom app to prevent data leakage via the classroom app.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowRemoteScreenObservation</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93497-6,os_screen_observation_unprompted_disable,Prevent unprompted screen observation.,"The iOS device _MUST_ be configured to prevent automatic acceptance for unprompted screen observations to prevent data leakage via the classroom app.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceClassroomUnpromptedScreenObservation</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93446-3,os_screenshots_disable,Ensure Allow screenshots and screen recording is set to Disabled,"Screenshots and screen recordings on iOS _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowScreenShot</key>
<false/>
----

","CM-7
CM-7(1)
SC-07(10)",,,,,3.2.1.1 (level 2 - Institutionally-Owned Devices),3.3,,ANNEX K,,,
CCE-93448-9,os_show_calendar_lock_screen_disable,Ensure Calendar Notifications when the Device is Locked is set to Disabled,"Many mobile devices display notifications on the lock screen so users can obtain relevant information in a timely manner without having to frequently unlock the phone to determine if there are new notifications. However, in many cases, these notifications can contain sensitive information. When they are available on the lock screen, an adversary can see them merely by being in close physical proximity to the device. Configuring the MOS to not send notifications to the lock screen mitigates this risk.",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowLockScreenTodayView</key>
<false/>
----

",AC-11(1),,,FMT_SMF_EXT.1.1 #18,"AIOS-17-007600
AIOS-17-707600",,,,,CCI-000060,medium,
CCE-93449-7,os_show_control_center_lock_screen_disable,Ensure Show Control Center in Lock screen is set to Disabled,"Control Center _MUST_ be disabled in the lock screen.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowLockScreenControlCenter</key>
<false/>
----

",AC-11(1),,,,,2.2.1.14 (level 1 - End-User Owned Devices)3.2.1.31 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,,,
CCE-93450-5,os_show_notification_center_lock_screen_disable,Ensure Show Notification Center in Lock screen is set to Disabled,"Notification Center _MUST_ be disabled in the lock screen.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowLockScreenNotificationsView</key>
<false/>
----

",AC-11(1),,,FMT_SMF_EXT.1.1 #18,"AIOS-17-007600
AIOS-17-707600",2.2.1.15 (level 1 - End-User Owned Devices)3.2.1.32 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,CCI-000060,medium,
CCE-93498-4,os_siri_allow_dictation_disable,Disallow dictation feature,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDictation</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-93499-2,os_siri_assistant_diable,Disable Siri service,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAssistant</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,high,
CCE-93500-7,os_siri_server_logging_disable,Disallow Siri server side logging,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowSiriServerLogging</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-93501-5,os_siri_user_generated_content_disable,Disallow user generated content with Siri,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAssistantUserGeneratedContent</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-93451-3,os_siri_when_locked_disabled,Ensure Allow Siri while device is locked is set to Disabled,"Accessing Siri while the device is locked _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAssistantWhileLocked</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,FMT_SMF_EXT.1.1 #8b,AIOS-17-007200,2.2.1.2 (level 1 - End-User Owned Devices)3.2.1.3 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,CCI-000366,medium,
CCE-93502-3,os_spell_check_disable,Disable Spell Check,"The iOS device _MUST_ be configured to not use the spell check feature.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowSpellCheck</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-93452-1,os_ssl_for_exchange_activesync_enable,Ensure SSL for Exchange ActiveSync,"Exchange email messages are a form of data in transit and thus are vulnerable to eavesdropping and man-in-the-middle attacks. Secure Sockets Layer (SSL), also referred to as Transport Layer Security (TLS), provides encryption and authentication services that mitigate the risk of breach.",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.eas.account) payload type:

[source,xml]
----
<key>ssl</key>
<true/>
----

",,,,FMT_SMF_EXT.1.1 #47,"AIOS-17-011300
AIOS-17-711300",,,,ANNEX D (Section 5.6.1 - Mail),CCI-000764,medium,
CCE-93453-9,os_supervised_mdm_require,Enforce Supervised Enrollment in Mobile Device Management,iOS/iPadOS _MUST_ be supervised by a Mobile Device Management (MDM) software.,Manual,,,Enroll the iOS/iPadOS device in a supervised MDM.,"CM-2
CM-6",,,FMT_SMF_EXT.1.1 #47,AIOS-17-013200,,,,,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93503-1,os_system_settings_find_my_device_disable,Disable Find My Device,"The Find My service _MUST_ be disabled.

A Mobile Device Management (MDM) solution _MUST_ be used to carry out remote locking and wiping instead of Apple's Find My service.

Apple's Find My service uses a personal AppleID for authentication. Organizations should rely on MDM solutions, which have much more secure authentication requirements, to perform remote lock and remote wipe.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyDevice</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,,,,,,ANNEX K,,,
CCE-93504-9,os_system_settings_find_my_friends_modification_disable,Disable Find My Friends Modification,"The Find My service modification _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyFriendsModification</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,,,,,,ANNEX K,,,
CCE-93505-6,os_unpaired_boot_disable,Disable the option to recover the device via an unpaired host,"The iOS device _MUST_ be configured to disable unpaired devices to boot devices into recovery.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUnpairedExternalBootToRecovery</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93465-3,os_untrusted_tls_disable,Ensure Allow Users to Accept Untrusted TLS Certificates is set to Disabled,"Users _MUST_ not be allowed to accept self-signed or unverified certificates.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUntrustedTLSPrompt</key>
<false/>
----

",,,,,,2.2.1.6 (level 2 - End-User Owned Devices)3.2.1.13 (level 2 - Institutionally-Owned Devices),4.1,,ANNEX K,,,
CCE-93506-4,os_update_OTAPKI_allow,Allow OTA Update of PKI,"The device _MUST_ be configured that the OTA update of the PKI is allowed.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowOTAPKIUpdates</key>
<true/>
----

",,,,,,,,,ANNEX K,,,
CCE-93507-2,os_update_auto_RSR_allow,Auto install RSR Updates,"The user _MUST_ manually enable automatic install of RSR updtes in Settings/General/Updates/Automatic Updates/Block Remote Content  
",Manual, ,,"This is implemented manually by the user.
",,,,,,,,,ANNEX K,,,
CCE-93508-0,os_update_enforced_software_update_delay,Enforce Software Update Delay.,"The iOS device _MUST_ be configured to enforce a software update delay by 30 days in order to validate compatibility with required software and infrastructure.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceDelayedSoftwareUpdates</key>
<true/>
<key>enforcedSoftwareUpdateDelay</key>
<integer>30</integer>
----

",,,,,,,,,ANNEX D (Section 6.3.1.2 - Update management),,,
CCE-93454-7,os_usb_accessories_when_locked_disable,Ensure Allow USB accessories while the device is locked is set to Disabled,"USB devices _MUST_ not be allowed to connect while the device is locked.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUSBRestrictedMode</key>
<true/>
----

","CM-8(3)
MP-7
SC-7(10)
SC-41",,,FMT_SMF_EXT.1.1 #47,AIOS-17-012200,3.2.1.19 (level 1 - Institutionally-Owned Devices),1.2,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93455-4,os_voice_dialing_when_locked_disabled,Ensure Allow voice dialing while device is locked is set to Disabled,"Voice dialing while the device is locked _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowVoiceDialing</key>
<false/>
----

","CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #8b,,2.2.1.1 (level 1 - End-User Owned Devices)3.2.1.2 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,CCI-000366,medium,
CCE-93456-2,pwpolicy_account_lockout_enforce,Limit Consecutive Failed Login Attempts to 6,"The iOS _MUST_ be configured to limit the number of failed login attempts to a maximum of 6.

This rule protects against malicious users attempting to gain access to the system via brute-force hacking methods. 
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxFailedAttempts</key>
<integer>6</integer>
----

",AC-7,,,"FMT_SMF_EXT.1.1 #2c
FIA_AFL_EXT.1.5","AIOS-17-006900
AIOS-17-706900",2.4.6 (level 1 - End-User Owned Devices)3.4.6 (level 1 - Institutionally-Owned Devices),4.3,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",CCI-000044,medium,
CCE-93510-6,pwpolicy_alpha_numeric_enforce,Require Passwords Contain a Minimum of One Numeric Character,"The iOS _MUST_ be configured to require at least one numeric character be used when a password is created.

This rule enforces password complexity by requiring users to set passwords that are less vulnerable to malicious users. 
",Configuration Profile,,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>requireAlphanumeric</key>
<true/>
----

",IA-5(1),,,,,,,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",,,
CCE-93457-0,pwpolicy_force_pin_enable,Ensure Force Pin is set to Enabled,"Passwords provide a form of access control that prevents unauthorized individuals from accessing computing resources and sensitive data. Passwords may also be a source of entropy for generation of key encryption or data encryption keys. If a password is not required to access data, this data is accessible to any adversary who obtains physical possession of the device. Requiring that a password be successfully entered before the mobile device data is unencrypted mitigates this risk.

Note: MDF PP v2.0 requires a Password Authentication Factor and requires management of its length and complexity. It leaves open whether the existence of a password is subject to management. This requirement addresses the configuration to require a password, which is critical to the cybersecurity posture of the device.",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>forcePIN</key>
<true/>
----

",SC-28,,,FIA_UAU_EXT.1.1,"AIOS-17-010400
AIOS-17-710400",,,,Annex D (Section 5.9.1 - Device-Code),CCI-001199,high,
CCE-93511-4,pwpolicy_history_enforce,Prohibit Password Reuse for a Minimum of 2 Generations,"The iOS _MUST_ be configured to enforce a password history of at least 2 previous passwords when a password is created.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>pinHistory</key>
<integer>2</integer>
----

",IA-5(1),,,,,,,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",,,
CCE-93458-8,pwpolicy_max_grace_period_enforce,Ensure Maximum grace period for device lock is set to Immediately,"The iOS grace period for device lock _MUST_ be configured to immediately.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxGracePeriod</key>
<integer>0</integer>
----

","AC-11
IA-11",,,FMT_SMF_EXT.1.1 #2a,"AIOS-17-006700
AIOS-17-706700",2.4.5 (level 1 - End-User Owned Devices)3.4.5 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX D (Section 5.9.1 - Device-Code),CCI-000057,medium,
CCE-93459-6,pwpolicy_max_inactivity_enforce,Ensure Maximum Auto-Lock is set to 2 minutes or less,"The iOS _MUST_ be configured to auto-lock after 2 minutes.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxInactivity</key>
<integer>2</integer>
----

","AC-11
IA-11",,,FMT_SMF_EXT.1.1 #2b,"AIOS-17-006800
AIOS-17-706800",2.4.4 (level 1 - End-User Owned Devices)3.4.4 (level 1 - Institutionally-Owned Devices),4.3,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",CCI-000057,medium,
