Unnamed: 0,Last modified: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
CCE-1065-2,"The ""Disable commands"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1065,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands,,,
CCE-1361-5,"The ""Disable commands - File | Print"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Print 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1361,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Print,,,
CCE-1096-7,"The ""Disable commands - File | Send to Mail Recipient"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Send to Mail Recipient 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1096,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Send to Mail Recipient,,,
CCE-1391-2,"The ""Disable commands - File | Open from SharePoint Site"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Open from SharePoint Site 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1391,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Open from SharePoint Site,,,
CCE-1519-8,"The ""Disable commands - File | Print Preview"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Print Preview 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1519,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Print Preview,,,
CCE-1523-0,"The ""Disable commands - File | Page Setup"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Page Setup 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1523,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - File | Page Setup,,,
CCE-1171-8,"The ""Disable commands - Insert | Hyperlinks..."" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Insert | Hyperlinks... 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1171,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Insert | Hyperlinks...,,,
CCE-1457-1,"The ""Disable commands - Tools | Set Language"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Tools | Set Language 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1457,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Tools | Set Language,,,
CCE-1426-6,"The ""Disable commands - Tools | Customize..."" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Tools | Customize... 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1426,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Tools | Customize...,,,
CCE-805-2,"The ""Disable commands - Tools | Options..."" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Tools | Options... 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-805,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Tools | Options...,,,
CCE-1453-0,"The ""Disable commands - Help | Microsoft Office Online"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Help | Microsoft Office Online 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1453,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Help | Microsoft Office Online,,,
CCE-1351-6,"The ""Disable commands - Office Diagnostics"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Office Diagnostics 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1351,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Office Diagnostics,,,
CCE-620-5,"The ""Disable commands - Help | Activate Product..."" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Help | Activate Product... 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-620,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Help | Activate Product...,,,
CCE-1017-3,"The ""Disable commands - Print Default"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Print Default 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledCmdBarItemsCheckBoxes",,CCE-1017,Table 1.94. Disable commands,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable commands - Print Default,,,
CCE-1021-5,"The ""Disable shortcut keys"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable shortcut keys 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledShortcutKeysCheckBoxes",,CCE-1021,Table 1.114. Disable shortcut keys,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable shortcut keys,,,
CCE-1299-7,"The ""Disable shortcut keys - Print Shortcut (Ctrl+P)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable shortcut keys - Print Shortcut (Ctrl+P) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledShortcutKeysCheckBoxes",,CCE-1299,Table 1.114. Disable shortcut keys,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable shortcut keys - Print Shortcut (Ctrl+P),,,
CCE-1197-3,"The ""Disable shortcut keys - Insert Hyperlink Shortcut (Ctrl+K)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable shortcut keys - Insert Hyperlink Shortcut (Ctrl+K) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\DisabledShortcutKeysCheckBoxes",,CCE-1197,Table 1.114. Disable shortcut keys,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Predefined\Disable shortcut keys - Insert Hyperlink Shortcut (Ctrl+K),,,
CCE-704-7,"The ""Control behavior for Windows SharePoint Services gradual upgrade (Allow redirections to any location | Allow redirections to Intranet only | Block all redirections)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior for Windows SharePoint Services gradual upgrade (Allow redirections to any location | Allow redirections to Intranet only | Block all redirections) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-704,Table 1.73. Control behavior for Windows SharePoint Services gradual upgrade,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior for Windows SharePoint Services gradual upgrade (Allow redirections to any location | Allow redirections to Intranet only | Block all redirections),,,
CCE-1105-6,"The ""Disable opening of solutions from the Internet security zone"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Disable opening of solutions from the Internet security zone 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1105,Table 1.109. Disable opening of solutions from the Internet security zone,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Disable opening of solutions from the Internet security zone,,,
CCE-1114-8,"The ""Disable fully trusted solutions full access to computer"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Disable fully trusted solutions full access to computer 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1114,Table 1.102. Disable fully trusted solutions full access to computer,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Disable fully trusted solutions full access to computer,,,
CCE-761-7,"The ""Allow the use of ActiveX Custom Controls in InfoPath forms"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Allow the use of ActiveX Custom Controls in InfoPath forms 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath",,CCE-761,,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Allow the use of ActiveX Custom Controls in InfoPath forms,,,
CCE-739-3,"The ""Run forms in restricted mode if they do not specify a publish location and use only features introduced before InfoPath 2003 SP1"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Run forms in restricted mode if they do not specify a publish location and use only features introduced before InfoPath 2003 SP1 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-739,,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Run forms in restricted mode if they do not specify a publish location and use only features introduced before InfoPath 2003 SP1,,,
CCE-1259-1,"The ""Allow file types as attachments to forms"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Allow file types as attachments to forms 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1259,Table 1.7. Allow file types as attachments to forms,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Allow file types as attachments to forms,,,
CCE-1267-4,"The ""Block specific file types as attachments to forms"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Block specific file types as attachments to forms 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1267,Table 1.62. Block specific file types as attachments to forms,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Block specific file types as attachments to forms,,,
CCE-1060-3,"The ""Prevent users from allowing unsafe file types to be attached to forms"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Prevent users from allowing unsafe file types to be attached to forms 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1060,Table 1.186. Prevent users from allowing unsafe file types to be attached to forms,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Prevent users from allowing unsafe file types to be attached to forms,,,
CCE-955-5,"The ""Display a warning that a form is digitally signed"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Display a warning that a form is digitally signed 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-955,,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Display a warning that a form is digitally signed,,,
CCE-1479-5,"The ""Control behavior when opening forms in the Internet security zone (Block | Prompt | Allow)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Internet security zone (Block | Prompt | Allow) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Open Behaviors",,CCE-1479,Table 1.74. Control behavior when opening forms in the Internet security zone,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Internet security zone (Block | Prompt | Allow),,,
CCE-1360-7,"The ""Control behavior when opening forms in the Intranet security zone (Block | Prompt | Allow)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Intranet security zone (Block | Prompt | Allow) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Open Behaviors",,CCE-1360,Table 1.75. Control behavior when opening forms in the Intranet security zone,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Intranet security zone (Block | Prompt | Allow),,,
CCE-1386-2,"The ""Control behavior when opening forms in the Local Machine security zone (Block | Prompt | Allow)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Local Machine security zone (Block | Prompt | Allow) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Open Behaviors",,CCE-1386,,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Local Machine security zone (Block | Prompt | Allow),,,
CCE-893-8,"The ""Control behavior when opening forms in the Trusted Site security zone (Block | Prompt | Allow)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Trusted Site security zone (Block | Prompt | Allow) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Open Behaviors",,CCE-893,Table 1.76. Control behavior when opening forms in the Trusted Site security zone,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Control behavior when opening forms in the Trusted Site security zone (Block | Prompt | Allow),,,
CCE-1290-6,"The ""Beaconing UI for forms opened in InfoPath (Never show beaconing UI | Always show beaconing UI | Show UI if Form Template is from Internet Zone)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Beaconing UI for forms opened in InfoPath (Never show beaconing UI | Always show beaconing UI | Show UI if Form Template is from Internet Zone) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1290,Table 1.26. Beaconing UI for forms opened in InfoPath,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Beaconing UI for forms opened in InfoPath (Never show beaconing UI | Always show beaconing UI | Show UI if Form Template is from Internet Zone),,,
CCE-1381-3,"The ""Beaconing UI for forms opened in InfoPath Editor ActiveX (Never show beaconing UI | Always show beaconing UI | Show UI if Form Template is from Internet Zone)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Beaconing UI for forms opened in InfoPath Editor ActiveX (Never show beaconing UI | Always show beaconing UI | Show UI if Form Template is from Internet Zone) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1381,Table 1.27. Beaconing UI for forms opened in InfoPath Editor ActiveX,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Beaconing UI for forms opened in InfoPath Editor ActiveX (Never show beaconing UI | Always show beaconing UI | Show UI if Form Template is from Internet Zone),,,
CCE-1135-3,"The ""Disable all application add-ins"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Trust Center\Disable all application add-ins 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1135,Table 1.87. Disable all application add-ins,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Trust Center\Disable all application add-ins,,,
CCE-1157-7,"The ""Require that application add-ins are signed by Trusted Publisher"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Trust Center\Require that application add-ins are signed by Trusted Publisher 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1157,Table 1.200. Require that application add-ins are signed by Trusted Publisher,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Trust Center\Require that application add-ins are signed by Trusted Publisher,,,
CCE-1434-0,"The ""Disable Trust Bar Notification for unsigned application add-ins"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Trust Center\Disable Trust Bar Notification for unsigned application add-ins 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1434,Table 1.120. Disable Trust Bar Notification for unsigned application add-ins,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Security\Trust Center\Disable Trust Bar Notification for unsigned application add-ins,,,
CCE-1315-1,"The ""Control behavior when opening InfoPath e-mail forms containing code or script (Run without prompting | Prompt before running | Never run)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Control behavior when opening InfoPath e-mail forms containing code or script (Run without prompting | Prompt before running | Never run) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1315,Table 1.77. Control behavior when opening InfoPath e-mail forms containing code or script,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Control behavior when opening InfoPath e-mail forms containing code or script (Run without prompting | Prompt before running | Never run),,,
CCE-1210-4,"The ""Disable sending form template with e-mail forms"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable sending form template with e-mail forms 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Deployment",,CCE-1210,Table 1.112. Disable sending form template with e-mail forms,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable sending form template with e-mail forms,,,
CCE-1236-9,"The ""Disable dynamic caching of the form template in InfoPath e-mail forms"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable dynamic caching of the form template in InfoPath e-mail forms 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Deployment",,CCE-1236,Table 1.97. Disable dynamic caching of the form template in InfoPath e-mail forms,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable dynamic caching of the form template in InfoPath e-mail forms,,,
CCE-884-7,"The ""Disable sending InfoPath 2003 Forms as e-mail forms"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable sending InfoPath 2003 Forms as e-mail forms 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath",,CCE-884,Table 1.113. Disable sending InfoPath 2003 Forms as e-mail forms,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable sending InfoPath 2003 Forms as e-mail forms,,,
CCE-1518-0,"The ""Disable e-mail forms running in restricted security level"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms running in restricted security level 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1518,Table 1.101. Disable e-mail forms running in restricted security level,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms running in restricted security level,,,
CCE-1170-0,"The ""Disable e-mail forms from the Internet security zone"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms from the Internet security zone 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1170,Table 1.99. Disable e-mail forms from the Internet security zone,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms from the Internet security zone,,,
CCE-1316-9,"The ""Disable e-mail forms from the Intranet security zone"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms from the Intranet security zone 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1316,Table 1.100. Disable e-mail forms from the Intranet security zone,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms from the Intranet security zone,,,
CCE-1567-7,"The ""Disable e-mail forms from the Full Trust security zone"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms from the Full Trust security zone 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1567,Table 1.98. Disable e-mail forms from the Full Trust security zone,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable e-mail forms from the Full Trust security zone,,,
CCE-1265-8,"The ""Disable InfoPath e-mail forms in Outlook"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable InfoPath e-mail forms in Outlook 
(2)  Software\Policies\Microsoft\Office\12.0\Outlook\Options\Mail",,CCE-1265,Table 1.106. Disable InfoPath e-mail forms in Outlook,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Disable items in user interface\Disable InfoPath e-mail forms in Outlook,,,
CCE-1538-8,"The ""Information Rights Management"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Restricted Features\Information Rights Management 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Designer\RestrictedFeatures",,CCE-1538,Table 1.163. Information Rights Management,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Restricted Features\Information Rights Management,,,
CCE-1564-4,"The ""Custom code"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Restricted Features\Custom code 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Designer\RestrictedFeatures",,CCE-1564,Table 1.79. Custom code,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Restricted Features\Custom code,,,
CCE-1212-0,"The ""Email Forms Beaconing UI (Never show UI | Always show UI | Show UI if XSN is in Internet Zone)"" setting should be configured correctly for InfoPath 2007.",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Miscellaneous\Email Forms Beaconing UI (Never show UI | Always show UI | Show UI if XSN is in Internet Zone) 
(2)  Software\Policies\Microsoft\Office\12.0\InfoPath\Security",,CCE-1212,Table 1.147. Email Forms Beaconing UI,User Configuration\Administrative Templates\Microsoft Office InfoPath 2007\Miscellaneous\Email Forms Beaconing UI (Never show UI | Always show UI | Show UI if XSN is in Internet Zone),,,
CCE-1344-1,"The ""Disable user customization of Quick Access Toolbar via UI"" setting should be configured correctly",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI 
(2)  Software\Policies\Microsoft\Office\12.0\Common\Toolbars",,CCE-1344,Table 1.122. Disable user customization of Quick Access Toolbar via UI,User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI,,,
CCE-723-7,"The ""Disable user customization of Quick Access Toolbar via UI - Disallow in Word"" setting should be configured correctly",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in Word 
(2)  Software\Policies\Microsoft\Office\12.0\Common\Toolbars",,CCE-723,Table 1.122. Disable user customization of Quick Access Toolbar via UI,User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in Word,,,
CCE-1384-7,"The ""Disable user customization of Quick Access Toolbar via UI - Disallow in Excel"" setting should be configured correctly",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in Excel 
(2)  Software\Policies\Microsoft\Office\12.0\Common\Toolbars",,CCE-1384,Table 1.122. Disable user customization of Quick Access Toolbar via UI,User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in Excel,,,
CCE-1159-3,"The ""Disable user customization of Quick Access Toolbar via UI - Disallow in PowerPoint"" setting should be configured correctly",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in PowerPoint 
(2)  Software\Policies\Microsoft\Office\12.0\Common\Toolbars",,CCE-1159,Table 1.122. Disable user customization of Quick Access Toolbar via UI,User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in PowerPoint,,,
CCE-1146-0,"The ""Disable user customization of Quick Access Toolbar via UI - Disallow in Access"" setting should be configured correctly",(1) enabled/disabled,"(1) User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in Access 
(2)  Software\Policies\Microsoft\Office\12.0\Common\Toolbars",,CCE-1146,Table 1.122. Disable user customization of Quick Access Toolbar via UI,User Configuration\Administrative Templates\Microsoft Office 2007 system\Global Options\Customize\Disable user customization of Quick Access Toolbar via UI - Disallow in Access,,,
