Unnamed: 0,Last modified: 2012-05-18,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
CCE-9050-6,Validation of the 'Reserved for Future Use' Platform Configuration Register (aka PCR 16) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o17\PCR 16: Reserved for Future Use 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\16",,,Worksheet: Bitlocker Policy Settings; Row: 41,Setting Index #879: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9053-0,The 'Allow access to BitLocker-protected removable data drives from earlier versions of Windows ' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\s1-o0\Allow access to BitLocker-protected removable data drives from earlier versions of Windows  
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\RDVDiscoveryVolumeType",,,Worksheet: Bitlocker Policy Settings; Row: 63,Setting Index #897: ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9056-3,Auditing of 'Account Management: Security Group Management' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-369,Worksheet: Audit Policy Settings; Row: 46,Setting Index #403: This policy setting audits Security Group Management events.,,,,,,
CCE-9058-9,Auditing of 'Logon-Logoff: Logoff' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-996,Worksheet: Audit Policy Settings; Row: 12,Setting Index #370: This audit category generates events that record the creation and destruction of logon sessions. This setting targets the Logoff event settings.,,,,,,
CCE-9062-1,The BitLocker 'Object identifier' setting should be configured correctly.,smart card certificate object identifier,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\s7-o1\Object identifier 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\CertificateOID",,,Worksheet: Bitlocker Policy Settings; Row: 90,Setting Index #833: This is a setting option. Refer to the following parent setting for additional information: Validate smart card certificate usage rule compliance,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9066-2,Auditing of 'Audit privilege use' events on success should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit privilege use 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditPrivilegeUse' and precedence=1",,CCE-2431,Worksheet: Audit Policy Settings; Row: 62,Setting Index #21: This policy setting determines whether to audit each instance of a user exercising a user right. ,,,,,,
CCE-9067-0,The 'Interactive logon: Smart card removal behavior' setting should be configured correctly.,No Action/Lock Workstation/Force Logoff/Disconnect if a remote Terminal Services session,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options\Interactive logon: Smart card removal behavior 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\scremoveoption",,CCE-443,Worksheet: Computer Policy Settings; Row: 81,Setting Index #101: This policy setting determines what happens when the smart card for a logged on user is removed from the smart card reader.,,"Rule 'interactive_logon_smart_card_removal_behavior'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:76'
",,,
CCE-9068-8,The 'Adjust memory quotas for a process' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Adjust memory quotas for a process 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeIncreaseQuotaPrivilege' and precedence=1",,CCE-807,Worksheet: Computer Policy Settings; Row: 9,Setting Index #27: This policy setting allows a user to adjust the maximum amount of memory that is available to a process. ,,"Rule 'adjust_memory_quotas_for_a_process'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:12'
",,,
CCE-9069-6,Unicast response to multicast or broadcast requests should be enabled or disabled as appropriate for the Domain Profile.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile\Windows Firewall: Domain: Allow unicast response 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\WindowsFirewall\DomainProfile\DisableUnicastResponsesToMulticastBroadcast",,CCE-696,Worksheet: Computer Policy Settings; Row: 158,Setting Index #187: This option determines if this computer can receive unicast responses to multicast or broadcast messages that it initiates. Unsolicited unicast responses are blocked regardless of this setting.,,,,,,
CCE-9076-1,Auditing of 'Logon-Logoff: Network Policy Server' events on success should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-NONE,Worksheet: Audit Policy Settings; Row: 16,Setting Index #520: This audit category generates events that record the creation and destruction of logon sessions. ,,,,,,
CCE-9079-5,Validation of the 'Reserved for Future Use' Platform Configuration Register (aka PCR 13) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o14\PCR 13: Reserved for Future Use 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\13",,,Worksheet: Bitlocker Policy Settings; Row: 38,Setting Index #876: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9082-9,Validation of the 'Option ROM Configuration and Data' Platform Configuration Register (aka PCR 3) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o4\PCR 3: Option ROM Configuration and Data 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\3",,,Worksheet: Bitlocker Policy Settings; Row: 51,Setting Index #866: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9087-8,The BitLocker 'Minimum password length for fixed data drive' setting should be configured correctly.,number of characters,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\s3-o3\Minimum password length for fixed data drive 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\FDVPassphraseLength",,,Worksheet: Bitlocker Policy Settings; Row: 18,Setting Index #847: This is a setting option. Refer to the following parent setting for additional information: Configure use of passwords for fixed data drives,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9088-6,The 'Do not install BitLocker To Go Reader on FAT formatted removable drives' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\s1-o1\Do not install BitLocker To Go Reader on FAT formatted removable drives 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\RDVNoBitLockerToGoReader",,,Worksheet: Bitlocker Policy Settings; Row: 64,Setting Index #898: This is a setting option. Refer to the following parent setting for additional information: Allow access to BitLocker-protected removable data drives on earlier versions of Windows ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9089-4,The BitLocker 'Allow enhanced PINs for startup' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s1-o0\Allow enhanced PINs for startup 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\UseEnhancedPin",,,Worksheet: Bitlocker Policy Settings; Row: 22,Setting Index #851: ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9096-9,The 'Network security: Allow Local System to use computer identity for NTLM' setting should be configured correctly.,enabled/disabled ,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Allow Local System to use computer identity for NTLM 
(2) Registry Key: HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\UseMachineId",,,Worksheet: Computer Policy Settings; Row: 144,Setting Index #920: This policy setting allows Local System services that use Negotiate to use the computer identity when reverting to NTLM authentication.,,"Rule 'network_security_allow_localsystem_to_use_computer_identity_for_ntlm'
",,,,
CCE-9098-5,The 'Deny log on as a service' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Deny log on as a service 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeDenyServiceLogonRight' and precedence=1",,CCE-597,Worksheet: Computer Policy Settings; Row: 39,Setting Index #42: This policy setting determines whether services can be launched in the context of the specified account.,,"Rule 'deny_log_on_as_a_service'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:27'
",,,
CCE-9103-3,Validation of the 'Reserved for Future Use' Platform Configuration Register (aka PCR 18) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o19\PCR 18: Reserved for Future Use 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\18",,,Worksheet: Bitlocker Policy Settings; Row: 43,Setting Index #881: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9106-6,The 'Do not install BitLocker To Go Reader on FAT formatted fixed drives' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\s1-o1\Do not install BitLocker To Go Reader on FAT formatted fixed drives 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\FDVNoBitLockerToGoReader",,,Worksheet: Bitlocker Policy Settings; Row: 6,Setting Index #1047: This is a setting option. Refer to the following parent setting for additional information: Do not install BitLocker To Go Reader on FAT formatted fixed drives,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9107-4,The 'Allow log on through Remote Desktop Services' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Allow log on through Remote Desktop Services 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeRemoteInteractiveLogonRight' and precedence=1",,CCE-883,Worksheet: Computer Policy Settings; Row: 35,Setting Index #29: This policy setting determines which users or groups have the right to log on as a Terminal Services client.,,"Rule 'allow_log_on_through_remote_desktop_services'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:140'
Definition 'oval:gov.nist.usgcb.windowsseven:def:14'
",,,
CCE-9112-4,The 'System settings: Use Certificate Rules on Windows Executables for Software Restriction Policies' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options\System settings: Use Certificate Rules on Windows Executables for Software Restriction Policies 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers\AuthenticodeEnabled",,CCE-572,Worksheet: Computer Policy Settings; Row: 138,Setting Index #156: This policy setting determines whether digital certificates are processed when software restriction policies are enabled and a user or process attempts to run software with an .exe file name extension. ,,,,,,
CCE-9114-0,The 'BitLocker identification field' setting should be configured correctly.,string,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\s5-o1\BitLocker identification field 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\IdentificationFieldString",,,Worksheet: Bitlocker Policy Settings; Row: 88,Setting Index #827: This is a setting option. Refer to the following parent setting for additional information: Provide the unique identifiers for your organization,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9121-5,The 'Network access: Remotely accessible registry paths' setting should be configured correctly.,set of paths,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Remotely accessible registry paths 
(2) Registry Key: HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\SecurePipeServers\Winreg\AllowedExactPaths\Machine",,CCE-189,Worksheet: Computer Policy Settings; Row: 112,Setting Index #135: This policy setting determines which registry paths will be accessible after referencing the WinReg key to determine access permissions to the paths.,,"Rule 'network_access_remotely_accessible_registry_paths'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:91'
",,,
CCE-9123-1,The 'Domain member: Maximum machine account password age' setting should be configured correctly.,number of days,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options\Domain member: Maximum machine account password age 
(2) Registry Key: HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\maximumpasswordage",,CCE-194,Worksheet: Computer Policy Settings; Row: 74,Setting Index #90: This policy setting determines the maximum allowable age for a computer account password.,,"Rule 'domain_member_maximum_machine_account_password_age'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:67'
",,,
CCE-9124-9,The 'Restore files and directories' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Restore files and directories 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeRestorePrivilege' and precedence=1",,CCE-553,Worksheet: Computer Policy Settings; Row: 46,"Setting Index #62: This policy setting determines which users can bypass file, directory, registry, and other persistent object permissions when restoring backed up files and directories.",,"Rule 'restore_files_and_directories'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:47'
",,,
CCE-9126-4,The 'Allow Standby States (S1-S3) When Sleeping (Plugged In)' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\System\Power Management\Sleep Settings\Allow Standby States (S1-S3) When Sleeping (Plugged In) 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab\ACSettingIndex",,,Worksheet: Bitlocker Policy Settings; Row: 4,Setting Index #817: ,,,,,,
CCE-9133-0,Auditing of 'Object Access: Filtering Platform Packet Drop' events on success should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-385,Worksheet: Audit Policy Settings; Row: 22,"Setting Index #385: This settings determines whether to audit the event of a user who attempts to access an object that has a specified system access control list (SACL), effectively enabling auditing to take place. It is targeted to dropped packet events by the Filtering Platform.",,,,,,
CCE-9135-5,The 'Load and unload device drivers' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Load and unload device drivers 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeLoadDriverPrivilege' and precedence=1",,CCE-860,Worksheet: Computer Policy Settings; Row: 23,Setting Index #51: This policy setting allows users to dynamically load a new device driver on a system. ,,"Rule 'load_and_unload_device_drivers'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:35'
",,,
CCE-9136-3,The 'Account lockout threshold' setting should be configured correctly.,number of failed logon attempts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Account Policies\Account Lockout Policy\Account lockout threshold 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_SecuritySettingNumeric; Property = Setting; Where = KeyName='LockoutBadCount' And precedence=1",,CCE-658,Worksheet: Domain Policy Settings; Row: 10,Setting Index #8: This policy setting determines the number of failed logon attempts before a lockout occurs.,,"Rule 'account_lockout_threshold'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:2'
",,,
CCE-9137-1,Auditing of 'Object Access: Kernel Object' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-1305,Worksheet: Audit Policy Settings; Row: 24,"Setting Index #379: This settings determines whether to audit the event of a user who attempts to access an object that has a specified system access control list (SACL), effectively enabling auditing to take place. It is targeted to Kernal Object access processes.",,,,,,
CCE-9138-9,Validation of the 'Reserved for Future Use' Platform Configuration Register (aka PCR 19) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o20\PCR 19: Reserved for Future Use 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\19",,,Worksheet: Bitlocker Policy Settings; Row: 45,Setting Index #882: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9141-3,The BitLocker 'Configure use of passwords for removable data drives' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\s3-o0\Configure use of passwords for removable data drives 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\RDVPassphrase",,,Worksheet: Bitlocker Policy Settings; Row: 73,Setting Index #907: ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9144-7,The BitLocker 'Configure use of passwords for fixed data drives' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\s3-o0\Configure use of passwords for fixed data drives 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\FDVPassphrase",,,Worksheet: Bitlocker Policy Settings; Row: 15,Setting Index #844: ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9145-4,The 'Allowed BitLocker identification field' setting should be configured correctly.,list of allowed BitLocker identification field strings,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\s5-o2\Allowed BitLocker identification field 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\SecondaryIdentificationField",,,Worksheet: Bitlocker Policy Settings; Row: 89,Setting Index #828: This is a setting option. Refer to the following parent setting for additional information: Provide the unique identifiers for your organization,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9146-2,The BitLocker 'Allow data recovery agent' setting should be enabled or disabled as appropriate for removable data drives.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\s2-o1\Allow data recovery agent 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\RDVManageDRA",,,Worksheet: Bitlocker Policy Settings; Row: 66,Setting Index #900: This is a setting option. Refer to the following parent setting for additional information: Choose how BitLocker-protected removable data drives can be recovered,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9147-0,The 'Omit recovery options from the BitLocker setup wizard' setting should be configured correctly for operating system drives.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s2-o4\Omit recovery options from the BitLocker setup wizard 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\OSHideRecoveryPage",,,Worksheet: Bitlocker Policy Settings; Row: 27,Setting Index #856: This is a setting option. Refer to the following parent setting for additional information: Choose how BitLocker-protected operating system drives can be recovered,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9148-8,Auditing of 'Account Logon: Kerberos Service Ticket Operations' events on success should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-NONE,Worksheet: Audit Policy Settings; Row: 54,Setting Index #519: The Account Logon audit category generates events for credential validation. ,,,,,,
CCE-9149-6,The 'Modify an object label' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Modify an object label 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeRelabelPrivilege' and precedence=1",,CCE-1023,Worksheet: Computer Policy Settings; Row: 27,"Setting Index #1027: This privilege determines which user accounts can modify the integrity label of objects, such as files, registry keys, or processes owned by other users.",,"Rule 'modify_an_object_label'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:40'
",,,
CCE-9150-4,The 'Audit: Audit the access of global system objects' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options\Audit: Audit the access of global system objects 
(2) Registry Key: HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\AuditBaseObjects",,CCE-2,Worksheet: Computer Policy Settings; Row: 59,"Setting Index #71: This policy setting creates a default system access control list (SACL) for system objects such as mutexes (mutual exclusive), events, semaphores, and MS-DOS devices, and causes access to these system objects to be audited.",,"Rule 'audit_audit_the_access_of_global_system_objects'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:55'
",,,
CCE-9153-8,Auditing of 'Policy Change: MPSSVC Rule-Level Policy Change' events on success should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-203,Worksheet: Audit Policy Settings; Row: 40,Setting Index #398: The policy setting for this audit category determines whether to audit MPSSVC Rule-Level Policy changes on computers running Windows Vista or later Windows operating systems.,,,,,,
CCE-9156-1,The 'Network access: Do not allow anonymous enumeration of SAM accounts and shares' setting should be configured correctly.,enabled/disabled ,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Do not allow anonymous enumeration of SAM accounts and shares 
(2) Registry Key: HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\RestrictAnonymous",,CCE-195,Worksheet: Computer Policy Settings; Row: 108,Setting Index #131: This policy setting controls the ability of anonymous users to enumerate SAM accounts as well as shares.,,"Rule 'network_access_do_not_allow_anonymous_enumeration_of_sam_accounts_and_shares'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:87'
",,,
CCE-9159-5,Auditing of 'Privilege Use: Non Sensitive Privilege Use' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-404,Worksheet: Audit Policy Settings; Row: 29,Setting Index #389: This setting applies to the Non Sensitive Privilege Use subcategory of events. You can use it to audit users exercising user rights.,,,,,,
CCE-9161-1,Validation of the 'NTFS Boot Block' Platform Configuration Register (aka PCR 9) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o10\PCR 9: NTFS Boot Block 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\9",,,Worksheet: Bitlocker Policy Settings; Row: 34,Setting Index #872: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9162-9,Auditing of 'Audit object access' events on success should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit object access 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditObjectAccess' and precedence=1",,CCE-2640,Worksheet: Audit Policy Settings; Row: 60,Setting Index #19: This policy setting audits and logs object access.,,,,,,
CCE-9172-8,Auditing of 'Privilege Use: Sensitive Privilege Use' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-1258,Worksheet: Audit Policy Settings; Row: 30,Setting Index #388: This setting applies to the Sensitive Privilege Use subcategory of events. You can use it to audit users exercising user rights.,,,,,,
CCE-9173-6,The BitLocker 'Require use of smart cards on fixed data drives' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\s4-o1\Require use of smart cards on fixed data drives 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\FDVEnforceUserCert",,,Worksheet: Bitlocker Policy Settings; Row: 20,Setting Index #849: This is a setting option. Refer to the following parent setting for additional information: Configure use of smart cards on fixed data drives,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9176-9,The 'Allow users to suspend and decrypt BitLocker protection on removable data drives' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\s5-o2\Allow users to suspend and decrypt BitLocker protection on removable data drives 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\RDVDisableBDE",,,Worksheet: Bitlocker Policy Settings; Row: 81,Setting Index #915: This is a setting option. Refer to the following parent setting for additional information: Control use of BitLocker on removable drives,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9179-3,Auditing of 'System: Security State Change' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-1139,Worksheet: Audit Policy Settings; Row: 5,Setting Index #368: This policy setting in the System audit category determines whether to audit Security State changes on computers that are running Windows Vista or later Windows operating systems.,,,,,,
CCE-9180-1,Auditing of 'Audit policy change' events on success should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit policy change 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditPolicyChange' and precedence=1",,CCE-2412,Worksheet: Audit Policy Settings; Row: 61,"Setting Index #20: This policy setting determines whether to audit every incident of a change to user rights assignment policies, Windows Firewall policies, Trust policies, or changes to the Audit policy itself. ",,,,,,
CCE-9182-7,Validation of the 'Reserved for Future Use' Platform Configuration Register (aka PCR 23) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o24\PCR 23: Reserved for Future Use 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\23",,,Worksheet: Bitlocker Policy Settings; Row: 49,Setting Index #886: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-9185-0,The 'Create a pagefile' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Create a pagefile 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeCreatePagefilePrivilege' and precedence=1",,CCE-895,Worksheet: Computer Policy Settings; Row: 13,Setting Index #34: This policy setting allows users to change the size of the pagefile.,,"Rule 'create_a_pagefile'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:19'
",,,
