Unnamed: 0,Last modified: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
CCE-19897-8,"Ad hoc data mining queries configuration option should be configured appropriately 
",(1) enable/disable,"(1) The configuration file (msmdsrv.ini) may be found in the [install dir] \ MSSQL.[#] \ OLAP \ Config directory.
(2) AllowAdHocOpenRowsetQueries 
or
From the SQL Server 2005 Surface Area Configuration GUI:
1. Click on Surface Area config for features
2. Expand Analysis Services
3. Select Ad Hoc Data Mining Queries
4. Enable or disable as necessary",,,Rule ID: V0015183 Rule Title: The Analysis Services ad hoc data mining queries configuration option should be disabled if not required. STIG ID: DM6085 Severity: CAT II Class: Unclass,
CCE-19298-9,"Analysis Services Anonymous Connections should be configured appropriately 
 ",(1) enable/disable,"(1) The configuration file (msmdsrv.ini) may be found in the [install dir] \ MSSQL.[#] \ OLAP \ Config directory.
(2) RequireClientAuthentication or
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Right click on the Analysis Services instance
3. Select Properties
4. View the value listed for Security \ RequireClientAuthentication
5. Select value = 'true or false'
6. Click OK",,,Rule ID: V0015184 Rule Title: Analysis Services Anonymous Connections should be disabled. STIG ID: DM6086 Severity: CAT II Class: Unclass,
CCE-20032-9,"Analysis Services Links to Objects is should be configured appropriately 
",(1) enable/disable,"(1) The configuration file (msmdsrv.ini) may be found in the [install dir] \ MSSQL.[#] \ OLAP \ Config directory.
(2) LinkToOtherInstanceEnabled or
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Right click on the Analysis Services instance
3. Select Properties
4. View the value listed for Feature \ LinkToOtherInstanceEnabled
5. Select value = 'true or false'
6. Click OK",,,Rule ID: V0015204 Rule Title: Analysis Services Links to Objects should be disabled if not required. STIG ID: DM6087 Severity: CAT II Class: Unclass,
CCE-19964-6,"
Analysis Services Links From Objects should be enabled or disabled as appropriate.",(1) enable/disable,"(1) The configuration file (msmdsrv.ini) may be found in the [install dir] \ MSSQL.[#] \ OLAP \ Config directory.
(2) LinkFromOtherInstanceEnabled or
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Right click on the Analysis Services instance
3. Select Properties
4. View the value listed for Feature \ LinkFromOtherInstanceEnabled
5. Select value = 'true or false'
6. Click Ok.",,,Rule ID: V0015186 Rule Title: Analysis Services Links From Objects should be disabled if not required STIG ID: DM 6088 Severity: CAT II Class: Unclass,
CCE-19664-2,"Analysis Services user-defined COM functions should be configured appropriately 
","(1) enable/disable
","(1) The configuration file (msmdsrv.ini) may be found in the [install dir] \ MSSQL.[#] \ OLAP \ Config directory.
(2) ComUdfEnabled or
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Right click on the Analysis Services instance
3. Select Properties
4. View the value listed for Feature \ ComUdfEnabled
5. Select value = 'true or false'
6. Click OK
",,,Rule ID: V0015181 Rule Title: Analysis Services user-defined COM functions should be disabled if not required. STIG ID: DM6099 Severity: CAT II Class: Unclass,
CCE-19859-8,Analysis Services Required Protection Levels should be configured appropriately ,"(1) tag level values
","(1) msmdsrv.ini
(2) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\Setup\SqlProgramDir",,,Rule ID: V0015188 Rule Title: Analysis Services Required Protection Level should be set to 1. STIG ID: DM6101 Severity: CAT I Class:Unclass,
CCE-19876-2,"Analysis Services Security Package List should be configured appropriately 

","
(1) list of packages","(1) msmdsrv.ini
(2) [install dir] \ MSSQL.[#] \ OLAP \ Config directory.
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Right click on the Analysis Services instance
3. Select Properties
4. View the value listed for Security \ SecurityPackageList
5. Select value and delete or do not delete all unauthorized packages from the list
6. Click OK",,,Rule ID: V0015190 Rule Title: Analysis Services Security Package List should be disabled if not required. STIG ID: DM6103 Severity: CAT II Class: Unclass,
CCE-19858-0,The Analysis Services server role should be configured appropriately ,"
(1) usernames","
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Right click on the Analysis Services instance
3. Select Properties
4. Select the Security page
5. Select any unauthorized user to remove
6. Click or do not click the Remove button
7. Click OK",,,Rule ID: V0015193 Rule Title: The Analysis Services server role should be restricted to authorized users. STIG ID: DM6108 Severity: CAT II Class: Unclass,
CCE-19974-5,"Analysis Services database roles should be configured appropriately for a specified server. 
","
(1) database name
(2) database roles
(3) usernames","
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Expand the Analysis Services instance
3. Expand Databases
4. Repeat for each database:
a. Click on each database role
b. Open the member list
c. Select any unauthorized users
d. Click or unclick the Remove button
e. Click OK",,,Rule ID: V0015194 Rule Title: Only authorized accounts should be assigned to one or more Analysis Services database roles. STIG ID: DM6109 Severity: CAT II Class: Unclass,
CCE-19800-2,"Reporting Services Web service requests and HTTP should be configured appropriately
","
(1) enable/disable","
From Surface Area Configuration for Features:
1. Connect to the Report Services instance
2. Expand the instance
3. Expand Report Services
4. Select Web Service Requests and HTTP Access
5. Click on or do not click on Enable Web Service Requests and HTTP access check box
6. Click OK",,,Rule ID: V0015199 Rule Title: Reporting Services Web service requests and HTTP access should be disabled if not required. STIG ID: DM6120 Severity: CAT III Class: Unclass,
CCE-19844-0,"
Reporting Services scheduled events and report delivery should be enabled or disabled as appropriate.","
(1) enable/disable ","
From Surface Area Configuration for Features:
1. Connect to the Report Services instance
2. Expand the instance
3. Expand Report Services
4. Select Scheduled events and report delivery
5. Click or do not click on the Scheduled events and report delivery check box
6. Click OK",,,Rule ID: V0015205 Rule Title: Reporting Services scheduled events and report delivery should be disabled if not required. STIG ID: DM6121 Severity: CAT III Class: Unclass,
CCE-19662-6,"Reporting Services Windows Integrated Security accounts should be configured appropriately 
","
(1) enable/disable ","
From Surface Area Configuration for Features:
1. Connect to the Report Services instance
2. Expand the instance
3. Expand Report Services
4. Select Windows Integrated Security
5. Click on or do not click on Windows Integrated Security  check box
6. Click OK",,,Rule ID: V0015203 Rule Title: Reporting Services Windows Integrated Security should be disabled. STIG ID: DM6122 Severity: CAT II Class: Unclass,
CCE-19756-6,"Command Language Runtime objects should be configured appropriately 
","(1) enable/disable
(3) clr_enabled","(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,Rule ID: V0015202 Rule Title: Use of Command Language Runtime objects should be disabled if not required. STIG ID: DM6123 Severity: CAT III Class: Unclass,
CCE-19893-7,XML Web Services endpoints should be configured appropriately ,(1) enable/disable,(1) CREATE / DROP ENDPOINT,,,Rule ID: V0015206 Rule Title: Only authorized XML Web Service endpoints should be configured on the server STIG ID: DM6126 Severity: CAT II Class: Unclass,
CCE-19484-5,"
The db_owner role members for a specified replication database should be configured appropriately.","(1)  database_name
(2) db_owner'
(3) '[account name]'","(1) EXEC SP_DROPROLEMEMBER
(2) EXEC SP_ADDROLEMEMBER
",,,Rule ID: V0015178 Rule Title: Replication databases should have authorized db_owner role members. The replication monitor role should have authorized members. STIG ID: DM6070 Severity: CAT II Class: Unclass,
CCE-19965-3,"The Web Assistant procedures configuration option should be configured appropriately 
","(1) enable/disable
(2) 'Web Assistant procedures'","(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,Rule ID: V0015198 Rule Title: The Web Assistant procedures configuration option should be disabled if not required. STIG ID: DM6130 Severity: CAT II Class: Unclass,
CCE-19868-9,"The permissions of the SQL Server Agent proxy accounts should be configured appropriately.
 ","(1) account creation
(2) list of priveleges",(1) server agent proxies,,,Rule ID: V0015197 Rule Title: Dedicated accounts should be designated for SQL Server Agent proxies. STIG ID: DM6140 Severity: CAT II Class: Unclass,
CCE-19805-1,"""Disallow adhoc access"" for linked servers should be configured appropriately 
",(1) enable/disable,"
From the SQL Server Management Studio GUI:
1. Expand Database
2. Expand Server Objects
3. Expand Linked Servers
4. Expand Providers
5. For each Provider listed:
a. Right click on Provider name
b. Select Properties
c. Click on do not click the Enable check box for Name = Disallow adhoc access
d. Click OK button",,,Rule ID: V0015187 Rule Title: Linked server providers should not allow ad hoc access. STIG ID: DM6155 Severity: CAT II Class: Unclass,
CCE-19455-5,"Ad Hoc distributed queries should be configured appropriately 
","
(1) ad hoc distributed queries
(2) enable/disable","(1) EXEC SP_CONFIGURE
",,,Rule ID: V0015166 Rule Title: Database Engine Ad Hoc distributed queries should be disabled. STIG ID: DM6160 Severity: CAT II Class: Unclass,
CCE-19443-1,Access to Analysis Services data sources should be configured appropriately.,(1) list of roles,(1) Analysis Services Database,,,Rule ID: V0015180 Rule Title: Analysis Services permissions to data sources STIG ID: DM6193 Severity: CAT II Class: Unclass,
CCE-19882-0,"Database TRUSTWORTHY status for a specific database should be configured appropriately 
","(1) database name
(2) SET TRUSTWORTHY [on | off]",(1) ALTER DATABASE,,,Rule ID: V0015173 Rule Title: Database TRUSTWORTHY status should be authorized and documented or set to off. STIG ID: DM6195 Severity: CAT II Class: Unclass,
CCE-19552-9,"The Agent XPs options should be configured appropriately 
","
(1) Agent XPs
(2) enable/disable","(1) EXEC SP_CONFIGURE
",,,Rule ID: V0015210 Rule Title: The Agent XPs option should be set to disabled if not required. STIG ID: DM6198 Severity: CAT II Class: Unclass,
CCE-19944-8,"The SMO and DMO XPs options should be configured appropriately 
","
(1) SMO and DMO XPs
(2) enabled/disabled
","(1) EXEC SP_CONFIGURE
",,,Rule ID: V0015211 Title: The SMO and DMO SPs option should be set to disabled if not required. STIG ID: DM6199 Severity: CAT II Class: Unclass,
