Unnamed: 0,Last modified: 2009-06-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
CCE-4165-7,"The ""maximum password age"" policy should meet minimum requirements.",numeral,Use the set-user-password-reqs.fin Finish script ,,"Section: 7.3,Value:91 days",CCE-U-8
CCE-4836-3,The password expiration warning time should be set appropriately,numeral,Use the set-user-password-reqs.fin Finish script ,,"Section: 7.3,Value:28 days",
CCE-4625-0,The strong password PASSLENGTH value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:8",
CCE-4770-4,The strong password NAMECHECK value should meet minimum requirements,yes/no,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:yes",
CCE-4563-3,The strong password HISTORY value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:10",CCE-U-10
CCE-4832-2,The strong password MINDIFF value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:3",
CCE-4572-4,The strong password MINALPHA value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:2",
CCE-4480-0,The strong password MINUPPER value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:1",
CCE-4731-6,The strong password MINLOWER value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:1",
CCE-4753-0,The strong password MINNONALPHA value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:1",
CCE-4775-3,The strong password MAXREPEATS value should meet minimum requirements,numeral,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:0",
CCE-3856-2,The strong password WHITESPACE value should meet minimum requirements,yes / no,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:yes",
CCE-4402-4,The strong password DICTIONDBDIR value should be configured correctly,path,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:/var/passwd",
CCE-4670-6,The strong password DICTIONLIST value should be configured correctly,path,"Use the set-user-password-reqs.fin, set-strict-password-checks.fin and the enable-password-history.fin Finish scripts ",,"Section: 7.4,Value:=/usr/share/lib/dict/words",
CCE-4314-1,"No Legacy ""+"" entries in passwd, shadow, and group files should be verified to be appropriate",file list,Use the check-include-nis-map.aud Audit script.,,"Section: 7.5,Value:None",
CCE-4816-5,No UID 0 Accounts exist other than root should be verified to be appropriate,account list,Use the check-uids-unique.aud Audit script,,"Section: 7,6,Value:None",
CCE-4834-8,Default group for root account should be configured correctly,group,Use the set-root-group.fin Finish script,,"Section: 7.7,Value:GID 0",
CCE-4728-2,The home directory of the root user should be set correctly.,path,Use the set-root-home-dir.fin Finish script,,"Section: 7.8,Value:/root",CCE-U-11
CCE-4631-8,The PATH for the root user should be configured correctly.,1) Set of directories to include 2) Set of directories to exclude,Use the check-root-path.aud Audit script,,"Section: 7.9,Value:Exclude '.' and any writeable directories",CCE-U-13
CCE-4538-5,File permissions should be set correctly for the home directories for all user accounts.,permissions,Use the check-home-permissions.aud Audit script.,,"Section: 7.1,Value:IAW site policy",CCE-U-162
CCE-4561-7,File permissions should be set correctly for user configuration files.,permissions,Use the check-hidden-files.aud Audit script,,"Section: 7.11,Value:IAW site policy",
CCE-4578-1,File permissions should be set correctly for .netrc files.,permissions,Use the check-netrc-files.aud Audit script,,"Section: 7.12,Value:IAW site policy",
CCE-4843-9,Presence of .rhost files should be checked to be appropriate,true/false,Use the print-rhosts.aud Audit script,,"Section: 7.13,Value:dependent upon 6.4",
CCE-4737-3,The default umask should be configured correctly.,permissions mask,Use the set-user-umask.fin Finish script,,"Section: 7.14,Value:77",CCE-U-31
CCE-3897-6,The default umask for ftp users should be set appropriately.,permissions mask,Use the set-ftpd-umask.fin Finish script.,,"Section: 7.15,Value:77",CCE-U-115
CCE-4746-4,The default setting for all users to allow terminal messages via the mesg utility should be configured correctly.,enabled / disabled,Use the disable-mesg.fin Finish script,,"Section: 7.16,Value:enabled",CCE-U-25
CCE-4760-5,General login services should display a banner as appropriate before authentication.,banner text,/etc/issue,,"Section: 8.1,Value:",
CCE-4301-8,General login services should display a banner as appropriate after authentication.,banner text,/etc/motd,,"Section: 8.1.1,Value:",
CCE-4698-7,CDE should display a banner as appropriate before authentication.,banner text,/usr/dt/config/*/Xresources,,"Section: 8.2,Value:",
CCE-4222-6,GNOME should display a banner as appropriate before authentication.,banner text,/etc/X11/gdm/gdm.conf,,"Section: 8.3,Value:",
CCE-4103-8,The FTP service should display a banner as appropriate before authentication.,banner text,/etc/ftpd/banner.msg,,"Section: 8.4,Value:",
CCE-4870-2,The telnet service banner should be set appropriately.,banner text,/etc/default/telnetd,,"Section: 8.5,Value:empty string, """"",
CCE-4896-7,The power-on banner should be set appropriately.,banner text,"via the 'eeprom oem-banner=' command (provide a string after the =) then the ""eeprom oem-banner\?=true"" command",,"Section: 8.6,Value:",
CCE-4663-1,The sendmail greeting should be set appropriately.,string,"via the ""O SmtpGreetingMessage"" setting in /etc/mail/sendmail.cf",,"Section: 8.7,Value:mailer ready (string)",CCE-U-97
