Unnamed: 0,Last modfied: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CCE-19737-6,The sample Data Access files should be installed or not as appropriate.,"(1) exist/not exist

","(1) files in \Program Files\Common Files\System\msadc\Samples
",,,,,"Rule Title:  All web server documentation, sample code, example applications, and tutorials must be removed from a production web server.
STIG ID: WG385 IIS6  Rule ID: SV-38330r1_rule  Vuln ID: V-13621"
CCE-19956-2,IIS Help files should be installed or not as appropriate.,"(1) exist/not exist

","(1) files in %SystemRoot%\help\iishelp
",,,,,"Rule Title:  All web server documentation, sample code, example applications, and tutorials must be removed from a production web server.
STIG ID: WG385 IIS6  Rule ID: SV-38330r1_rule  Vuln ID: V-13621"
CCE-19797-0,Remote Account password changes should be enabled or disabled as appropriate.,"(1) exist/not exist

","(1)  AuthChangeDisable flag in the Metabase
",,,,,"Rule Title:  The IISADMPWD directory must be removed from the Web server.
STIG ID: WA000-WI035 IIS6  Rule ID: SV-38148r1_rule  Vuln ID: V-13698
Severity: CAT I Class: Unclass"
CCE-19991-9,IIS sample Web Printing files should be installed or not as appropriate.,"(1) exist/not exist

","(1) 
 files in %SystemRoot%\web\printers",,,,,"Rule Title:  All web server documentation, sample code, example applications, and tutorials must be removed from a production web server.
STIG ID: WG385 IIS6  Rule ID: SV-38330r1_rule  Vuln ID: V-13621"
CCE-19763-2,"The ""AllowRestrictedChars"" setting should be enabled or disabled as appropriate.",(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\AllowRestrictedChars,,,,,"Rule Title:  The AllowRestrictedChars registry key must be disabled.
STIG ID: WA000-WI6080 IIS6  Rule ID: SV-38160r1_rule  Vuln ID: V-13714"
CCE-19713-7,"The ""EnableNonUTF8"" setting should be enabled or disabled as appropriate.",(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\EnableNonUTF8,,,,,"Rule Title:  The EnableNonUTF8 registry key must be disabled.
STIG ID: WA000-WI6082 IIS6  Rule ID: SV-38161r1_rule  Vuln ID: V-13715"
CCE-19270-8,"The ""FavorUTF8"" setting should be enabled or disabled as appropriate.",(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\FavorUTF8,,,,,"Rule Title:  The FavorUTF8 registry key must be set properly.
STIG ID: WA000-WI6084 IIS6  Rule ID: SV-38162r1_rule  Vuln ID: V-13716"
CCE-19942-2,The maximum possible size of request headers should be set correctly.,(1) number of bytes,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\MaxFieldLength,,,,,"Rule Title:  The MaxFieldLength registry entry must be set properly.
STIG ID: WA000-WI6086 IIS6  Rule ID: SV-38163r1_rule  Vuln ID: V-13717"
CCE-19665-9,The maximum possible combined size of request line and headers should be set correctly.,(1) number of bytes,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\MaxRequestBytes,,,,,"Rule Title:  The MaxRequestBytes registry entry must be set properly.
STIG ID: WA000-WI6088 IIS6  Rule ID: SV-38164r1_rule  Vuln ID: V-13718"
CCE-19860-6,The maximum number of characters in a URL path setting should be set correctly.,(1) number of characters,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\UrlSegmentMaxLength,,,,,"Rule Title:  The UrlSegmentMaxLength registry entry must be set properly.
STIG ID: WA000-WI6090 IIS6  Rule ID: SV-38165r1_rule  Vuln ID: V-13719"
CCE-19823-4,The maximum number of URL path segments should be set correctly.,(1) number of URL path segments,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\UrlSegmentMaxCount,,,,,"Rule Title:  The UrlSegmentMaxCount registry entry must be set properly.
STIG ID: WA000-WI6096 IIS6  Rule ID: SV-38168r1_rule  Vuln ID: V-13722"
CCE-19843-2,The allowance of %U notation in request URLs should be enabled or disabled as appropriate.,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\PercentUAllowed,,,,,"Rule Title:  The PercentUAllowed registry entry must be set properly.
STIG ID: WA000-WI6092 IIS6  Rule ID: SV-38166r1_rule  Vuln ID: V-13720"
CCE-19799-6,The maximum response size that can be cached in the kernel should be set correctly.,(1) number of bytes,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HTTP\Parameters\UriMaxUriBytes,,,,,"Rule Title:  The UriMaxUriBytes registry entry must be set properly.
STIG ID: WA000-WI6094 IIS6  Rule ID: SV-38167r1_rule  Vuln ID: V-13721"
CCE-20067-5,The maximum size of the entire request body setting should be set correctly.,(1) number of bytes,"(1) 
MaxRequestEntityAllowed key in IIS metabase file",,,,"Rule Title:  The MaxRequestEntityAllowed metabase value must be defined.
STIG ID: WA000-WI6098 IIS6  Rule ID: SV-38047r1_rule  Vuln ID: V-13723",
CCE-19097-5,The URLScan ISAPI filters should be configured correctly for the specified websites.,"(1) TARGET: website
(2) exist/not exist",(1) Internet Information Services (IIS) Manage => Web Sites =><Web Site> => right click Properties => ISAPI Filters => URLScan,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/f9b564d2-d245-4241-ba0d-266a896ca663.mspx?mfr=true,,,
CCE-20046-9,The 'Replace a process-level token' setting should be configured as appropriate.,(1) set of accounts,"(1) 
defined by the 'User Rights Assignment' setting in Local Policy",,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/3648346f-e4f5-474b-86c7-5a86e85fa1ff.mspx?mfr=true,,,
CCE-19288-0,"The ""Adjust memory quotas for a process"" setting should be configured appropriatly.",(1) set of accounts,"(1) 
defined by the 'Adjust memory quotas for a process' setting in Local Policy",,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/3648346f-e4f5-474b-86c7-5a86e85fa1ff.mspx?mfr=true,,,
CCE-20091-5,The startup type of the HTTP SSL (HTTPFilter) service should be configured correctly.,(1) automatic/manual/disabled, (1) defined by the Services Administrative Tool (2) definied by Group Policy  ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/2df6ff66-da04-4e7c-997d-8f7aa46af8c8.mspx?mfr=true,,,
CCE-19840-8,The identity of the IIS Application Pools service should be set correctly. ,(1) type of service,(1) Internet Information Services (IIS) Manager => Application Pools => right click Prpoerties => Identity Tab => non-privileged account,,,,"Rule Title:  The web site must have a unique application pool.
STIG ID: WA000-WI6010 IIS6  Rule ID: SV-38137r1_rule  Vuln ID: V-13703",
CCE-19954-7,The worker proceess isolation should be configured appropriatly.,(1) enabled/disabled,(1) Internet Information Services (IIS) Manager => Web Sites => right click Properties => Services => Run WWW service in IIS 5.0,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/ed3c22ba-39fc-4332-bdb7-a0d9c76e4355.mspx?mfr=true,,,
CCE-19157-7,"The IIS Application Pool ""Recycle worker process (in minutes)"" setting should be enabled or disabled as appropriate for the specified application pools.","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Recycle worker processes (in minutes),,,,"The Recycle Worker processes in minutes monitor must be set properly.
STIG ID: WA000-WI6020 IIS6  Rule ID: SV-38134r1_rule  Vuln ID: V-13704",
CCE-19414-2,"The IIS Application Pool ""Recycle worker process (in minutes)"" setting should be set as appropriate for the specified application pools.","(1) TARGET: application pool
(2) number of minutes",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Recycle worker processes (in minutes),,,,"The Recycle Worker processes in minutes monitor must be set properly.
STIG ID: WA000-WI6020 IIS6  Rule ID: SV-38134r1_rule  Vuln ID: V-13704",
CCE-20054-3,"The IIS Application Pool ""Recycle worker process (number of requests)"" setting should be enabled or disabled as appropriate for the specified application pools.","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Recycle worker processes (number of requests),,,,"Rule Title:  The maximum number of requests an application pool can process must be set.
STIG ID: WA000-WI6022 IIS6  Rule ID: SV-38132r1_rule  Vuln ID: V-13705",
CCE-19672-5,"The IIS Application Pool ""Recycle worker process (number of requests)"" setting should be set as appropriate for the specified application pools.","(1) TARGET: application pool
(2) number of requests",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Recycle worker processes (number of requests),,,,"Rule Title:  The maximum number of requests an application pool can process must be set.
STIG ID: WA000-WI6022 IIS6  Rule ID: SV-38132r1_rule  Vuln ID: V-13705",
CCE-19934-9,"The IIS Application Pool ""Maximum virtual memory (in megabytes)"" setting should be enabled or disabled as appropriate for the specified application pools.","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Maximum virtual memory (in megabytes),,,,"Rule Title:  The maximum virtual memory monitor must be enabled.
STIG ID: WA000-WI6024 IIS6  Rule ID: SV-38033r1_rule  Vuln ID: V-13706",
CCE-19437-3,"The IIS Application Pool ""Maximum virtual memory (in megabytes)"" setting should be set correctly for the specified application pools.","(1) TARGET: application pool
(2) number of megabytes",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Maximum virtual memory (in megabytes),,,,"Rule Title:  The maximum virtual memory monitor must be enabled.
STIG ID: WA000-WI6024 IIS6  Rule ID: SV-38033r1_rule  Vuln ID: V-13706",
CCE-19633-7,"The IIS Application Pool ""Maximum used memory (in megabytes)"" setting should be enabled or disabled as appropriate for the specified application pools.","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Maximum used memory (in megabytes),,,,"Rule Title:  The maximum used memory monitor must be enabled.
STIG ID: WA000-WI6026 IIS6  Rule ID: SV-38130r1_rule  Vuln ID: V-13707",
CCE-20004-8,"The IIS Application Pool ""Maximum used memory (in megabytes)"" setting should be set correctly for the specified application pools.","(1) TARGET: application pool
(2) number of megabytes",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Recycling => Maximum used memory (in megabytes),,,,"Rule Title:  The maximum used memory monitor must be enabled.
STIG ID: WA000-WI6026 IIS6  Rule ID: SV-38130r1_rule  Vuln ID: V-13707",
CCE-19442-3,"The IIS Application Pool ""Shutdown worker processes after being idle (time in minutes)"" setting should be enabled or disabled as appropriate for the specified application pools.","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Performance => Shutdown worker processes after being idle (time in minutes),,,,"Rule Title:  The Shutdown worker processes Idle Timeout monitor must be enabled.
STIG ID: WA000-WI6028 IIS6  Rule ID: SV-38125r1_rule  Vuln ID: V-13708",
CCE-19597-4,"The IIS Application Pool ""Shutdown worker processes after being idle (time in minutes)"" setting should be set correctly for the specified application pools.","(1) TARGET: application pool
(2) number of minutes",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Performance => Shutdown worker processes after being idle (time in minutes),,,,"Rule Title:  The Shutdown worker processes Idle Timeout monitor must be enabled.
STIG ID: WA000-WI6028 IIS6  Rule ID: SV-38125r1_rule  Vuln ID: V-13708",
CCE-19912-5,"The IIS Application Pool ""Limit the kernel request queue (number of requests)"" setting should be enabled or disabled as appropriate for the specified application pools.","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Performance => Limit the kernel request queue (number of requests),,,,"Rule Title:  The Limit the kernel request queue monitor must be enabled
STIG ID: WA000-WI6030 IIS6  Rule ID: SV-38123r1_rule  Vuln ID: V-13709",
CCE-20002-2,"The IIS Application Pool ""Limit the kernel request queue (number of requests)"" setting should be set correctly for the specified application pools.","(1) TARGET: application pool
(2) number of requests",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Performance => Limit the kernel request queue (number of requests),,,,"Rule Title:  The Limit the kernel request queue monitor must be enabled
STIG ID: WA000-WI6030 IIS6  Rule ID: SV-38123r1_rule  Vuln ID: V-13709",
CCE-19160-1,"The IIS Application Pool ""'Enable pinging"" setting should be enabled or disabled as appropriate for the specified application pools..","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Health => Enable pinging,,,,"Rule Title:  The Enable pinging monitor must be enabled.
STIG ID: WA000-WI6032 IIS6  Rule ID: SV-38043r1_rule  Vuln ID: V-13710",
CCE-20073-3,"The IIS Application Pool ""Ping worker process every (frequency in seconds)"" setting should be set correctly for the specified application pools.","(1) TARGET: application pool
(2) number of seconds",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Health => Ping worker process every (frequency in seconds),,,,"Rule Title:  The Enable pinging monitor must be enabled.
STIG ID: WA000-WI6032 IIS6  Rule ID: SV-38043r1_rule  Vuln ID: V-13710",
CCE-20069-1,"The IIS Application Pool ""Enable rapid-fail protection"" setting should be enabled or disabled as appropriate for the specified application pools.","(1) TARGET: application pool
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Health => Enable rapid-fail protection,,,,"Rule Title:  The Enable rapid-fail protection monitor must be enabled.
STIG ID: WA000-WI6034 IIS6  Rule ID: SV-38044r1_rule  Vuln ID: V-13711",
CCE-20141-8,"The IIS Application Pool ""Enable rapid-fail protection - Failures"" setting should be set correctly for the specified application pools.","(1) TARGET: application pool
(2) number of failures",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Health => Enable rapid-fail protection - Failures,,,,"Rule Title:  The Enable rapid-fail protection monitor must be enabled.
STIG ID: WA000-WI6034 IIS6  Rule ID: SV-38044r1_rule  Vuln ID: V-13711",
CCE-20055-0,"The IIS Application Pool ""Enable rapid-fail protection - Time Period"" setting should be set correctly for the specified application pools.","(1) TARGET: application pool
(2) number of minutes",(1) Internet Information Services (IIS) Manager =>  Application Pools => <Application Pool> => right click Properties => Health => Enable rapid-fail protection - Time Period,,,,"Rule Title:  The Enable rapid-fail time period monitor must be enabled.
STIG ID: WA000-WI6036 IIS6  Rule ID: SV-38045r1_rule  Vuln ID: V-13712",
CCE-19927-3,The required auditing settings for the MetaBase.xml file should be assigned for the specified websites., (1) set of accounts (2) events to  audit (3) applicability,(1) defined by the object's SACL ,,http://msdn.microsoft.com/en-us/library/ff648653.aspx,,,
