Unnamed: 0,Last modfied: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
CCE-27583-4,Web Distributed Authoring and Versioning (WebDav) dav_lock_module should be enabled or disabled as appropriate.,(1) dav_lock_module,(1) Apache configuration file: LoadModule directive,,,,,"Rule Title: Web Distributed Authoring and Versioning (WebDAV) must be disabled.
STIG ID: WA00505 W22  Rule ID: SV-33169r1_rule  Vuln ID: V-26287
Severity: CAT II  Class: Unclass",,"Rule Title: Web Distributed Authoring and Versioning (WebDAV) must be disabled.
STIG ID: WA00505 A22  Rule ID: SV-33216r1_rule  Vuln ID: V-26287
Severity: CAT II  Class: Unclass"
CCE-27852-3,Apache's info_module should be enabled or disabled as appropriate.,(1) info_module,"(1) Apache configuration file: LoadModule directive 
",,"1.2.8 Disable Info module (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script without including the mod_info in the --enable-modules= configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure
b) For dynamically loaded modules comment out or remove the LoadModule directive for the mod_info module from the httpd.conf file. ##LoadModule info_module modules/mod_info.so Page 18",,,"Rule Title: Web server status module will be disabled.
STIG ID: WA00510 W22  Rule ID: SV-33171r1_rule  Vuln ID: V-26294
Severity: CAT II  Class: Unclass",,"Rule Title: Web server status module will be disabled.
STIG ID: WA00510 A22  Rule ID: SV-33218r1_rule  Vuln ID: V-26294
Severity: CAT II  Class: Unclass"
CCE-27357-3,Apache's status_module should be enabled or disabled as appropriate.,(1) status_module,(1) Apache configuration file: LoadModule directive,,"1.2.4 Disable Status module (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script with the --disable-status configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure --disable-status
b) For dynamically loaded modules comment out or remove the LoadModule directive for the mod_status module from the httpd.conf file. ##LoadModule status_module modules/mod_status.so page 14",,,"Rule Title: Web server status module will be disabled.
STIG ID: WA00510 W22  Rule ID: SV-33171r1_rule  Vuln ID: V-26294
Severity: CAT II  Class: Unclass",,"Rule Title: Web server status module will be disabled.
STIG ID: WA00510 A22  Rule ID: SV-33218r1_rule  Vuln ID: V-26294
Severity: CAT II  Class: Unclass"
CCE-27825-9,Apache's proxy_module should be enabled or disabled as appropriate.,(1) proxy_module,(1) Apache configuration file: LoadModule directive,,"1.2.6 Disable Proxy Modules (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script without including the mod_proxy in the --enable-modules= configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure
b) For dynamically loaded modules comment out or remove the LoadModule directive for mod_proxy module and all other proxy modules the from the httpd.conf file. ##LoadModule proxy_module modules/mod_proxy.so Page 16",,,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 W22  Rule ID: SV-33173r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 A22  Rule ID: SV-33220r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass"
CCE-27788-9,Apache's proxy_ftp_module should be enabled or disabled as appropriate.,(1) proxy_ftp_module,(1) Apache configuration file: LoadModule directive,,"1.2.6 Disable Proxy Modules (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script without including the mod_proxy in the --enable-modules= configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure
b) For dynamically loaded modules comment out or remove the LoadModule directive for mod_proxy module and all other proxy modules the from the httpd.conf file. ##LoadModule proxy_ftp_module modules/mod_proxy_ftp.so Page 16",,,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 W22  Rule ID: SV-33173r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 A22  Rule ID: SV-33220r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass"
CCE-27881-2,Apache's proxy_http_module should be enabled or disabled as appropriate.,(1) proxy_http_module,(1) Apache configuration file: LoadModule directive,,"1.2.6 Disable Proxy Modules (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script without including the mod_proxy in the --enable-modules= configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure
b) For dynamically loaded modules comment out or remove the LoadModule directive for mod_proxy module and all other proxy modules the from the httpd.conf file. ##LoadModule proxy_http_module modules/mod_proxy_http.so Page 16",,,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 W22  Rule ID: SV-33173r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 A22  Rule ID: SV-33220r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass"
CCE-27579-2,Apache's proxy_connect_module should be enabled or disabled as appropriate.,(1) proxy_connect_module,(1) Apache configuration file: LoadModule directive,,"1.2.6 Disable Proxy Modules (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script without including the mod_proxy in the --enable-modules= configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure
b) For dynamically loaded modules comment out or remove the LoadModule directive for mod_proxy module and all other proxy modules the from the httpd.conf file. ##LoadModule proxy_connect_module modules/mod_proxy_connect.so Page 16",,,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 W22  Rule ID: SV-33173r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 A22  Rule ID: SV-33220r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass"
CCE-27824-2,Apache's proxy_ajp_module should be enabled or disabled as appropriate,(1) proxy_ajp_module,(1) Apache configuration file: LoadModule directive,,"1.2.6 Disable Proxy Modules (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script without including the mod_proxy in the --enable-modules= configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure
b) For dynamically loaded modules comment out or remove the LoadModule directive for mod_proxy module and all other proxy modules the from the httpd.conf file. ##LoadModule proxy_connect_module modules/mod_proxy_ajp.so Page 16",,,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 W22  Rule ID: SV-33173r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 A22  Rule ID: SV-33220r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass"
CCE-27887-9,Apache's proxy_balancer_module should be enabled or disabled as appropriate.,(1) proxy_balancer_module,(1) Apache configuration file: LoadModule directive,,"1.2.6 Disable Proxy Modules (Level 1, Scorable)
a) For source builds with static modules run the Apache ./configure script without including the mod_proxy in the --enable-modules= configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure
b) For dynamically loaded modules comment out or remove the LoadModule directive for mod_proxy module and all other proxy modules the from the httpd.conf file. ##LoadModule proxy_balancer_module modules/mod_proxy_balancer.so Page 16",,,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 W22  Rule ID: SV-33173r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must not be configured as a proxy server.
STIG ID: WA00520 A22  Rule ID: SV-33220r1_rule  Vuln ID: V-26299
Severity: CAT II  Class: Unclass"
CCE-27682-4,User-specific directories should be enabled or disabled as appropriate.,(1) userdir_module,(1) Apache configuration file: LoadModule directive,,"1.2.7 Disable User Directories Modules (Level 1, Scorable)
1. For source builds with static modules run the Apache ./configure script with the --disable-userdir configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure --disable-userdir
2. For dynamically loaded modules comment out or remove the LoadModule directive for mod_userdir module from the httpd.conf file. ##LoadModule userdir_module modules/mod_userdir.so Page 17",,,"Rule Title: User specific directories must not be globally enabled.
STIG ID: WA00525 W22  Rule ID: SV-33175r1_rule  Vuln ID: V-26302
Severity: CAT II  Class: Unclass",,"Rule Title: User specific directories must not be globally enabled.
STIG ID: WA00525 A22  Rule ID: SV-33221r1_rule  Vuln ID: V-26302
Severity: CAT II  Class: Unclass"
CCE-27845-7,Apache's process ID (PID) file's Windows permissions should be configured appropriately. ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,,,,"Rule Title: The process ID (PID) file must be properly secured.
STIG ID: WA00530 W22  Rule ID: SV-33177r1_rule  Vuln ID: V-26305
Severity: CAT II  Class: Unclass",,
CCE-27819-2,Apache's Scoreboard file's Windows permissions should be configured appropriately.,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,,,,"Rule Title: The ScoreBoard file must be properly secured.
STIG ID: WA00535 W22  Rule ID: SV-33178r1_rule  Vuln ID: V-26322
Severity: CAT II  Class: Unclass",,
CCE-27510-7,The Order directive for the OS root should be configured appropriately.,"(1) Allow,Deny / Deny,Allow / Mutual-failure","
(1) Order directive",,"1.4.1 Deny Access to OS Root Directory (Level 1, Scorable)
Ensure there is a single Order directive and set the value to deny, allow Page 27",,,"Rule Title: The web server must be configured to explicitly deny access to the OS root.
STIG ID: WA00540 W22  Rule ID: SV-33180r1_rule  Vuln ID: V-26323
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must be configured to explicitly deny access to the OS root.
STIG ID: WA00540 A22  Rule ID: SV-33226r1_rule  Vuln ID: V-26323
Severity: CAT II  Class: Unclass"
CCE-27415-9,The Allow Directive for the OS root should be configured appropriately,(1) all | hostname/IP address/environment variable,(1) Allow directive,,"1.4.1 Deny Access to OS Root Directory (Level 1, Scorable)
Remove any Allow directives from the root <Directory> element. allow Page 27",1.7 Restricting Access p14-15,,"Rule Title: The web server must be configured to explicitly deny access to the OS root.
STIG ID: WA00540 W22  Rule ID: SV-33180r1_rule  Vuln ID: V-26323
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must be configured to explicitly deny access to the OS root.
STIG ID: WA00540 A22  Rule ID: SV-33226r1_rule  Vuln ID: V-26323
Severity: CAT II  Class: Unclass"
CCE-27684-0,The Deny Directive for the OS root should be configured appropriately,(1) all | hostname/IP address/environment variable,(1) Deny directive,,"1.4.1 Deny Access to OS Root Directory (Level 1, Scorable)
Ensure there is a Deny directive, and set the value to from all. allow Page 27",1.7 Restricting Access p14-15,,"Rule Title: The web server must be configured to explicitly deny access to the OS root.
STIG ID: WA00540 W22  Rule ID: SV-33180r1_rule  Vuln ID: V-26323
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must be configured to explicitly deny access to the OS root.
STIG ID: WA00540 A22  Rule ID: SV-33226r1_rule  Vuln ID: V-26323
Severity: CAT II  Class: Unclass"
CCE-27067-8,"The Apache ""ExecCGI"" setting for all ""Options"" directives for the OS root should be configured appropriately.",(1) ExecCGI / -ExecCGI/ +ExecCGI / None,(1) Apache configuration file: Options directive (in OS root Directory directive),,"1.5.1 Restrict Options for the OS Root Directory (Level 1, Scorable)
Set the value for Options to None. Page 33",,,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 W22  Rule ID: SV-33182r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass",,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 A22  Rule ID: SV-33213r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass"
CCE-27134-6,"The Apache ""FollowSymLinks"" setting for all ""Options"" directives for the OS root should be configured appropriately.",(1) FollowSymLinks / -FollowSymLinks / +FollowSymLinks / None,(1) Apache configuration file: Options directive (in OS root Directory directive),,"1.5.1 Restrict Options for the OS Root Directory (Level 1, Scorable)
Set the value for Options to None. Page 33",,,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 W22  Rule ID: SV-33182r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass",,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 A22  Rule ID: SV-33213r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass"
CCE-27679-0,"The Apache ""Includes"" setting for all ""Options"" directives for the OS root should be configured appropriately.",(1) Includes / -Includes / +Includes / None,(1) Apache configuration file: Options directive (in OS root Directory directive),,"1.5.1 Restrict Options for the OS Root Directory (Level 1, Scorable)
Set the value for Options to None. Page 33",,,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 W22  Rule ID: SV-33182r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass",,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 A22  Rule ID: SV-33213r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass"
CCE-27506-5,"The Apache ""IncludesNoExec"" setting for all ""Options"" directives for the OS root should be configured appropriately.",(1) IncludesNoExec / -IncludesNoExec / +IncludesNoExec / None,(1) Apache configuration file: Options directive (in OS root Directory directive),,"1.5.1 Restrict Options for the OS Root Directory (Level 1, Scorable)
Set the value for Options to None. Page 33",,,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 W22  Rule ID: SV-33182r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass",,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 A22  Rule ID: SV-33213r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass"
CCE-27545-3,"The Apache ""Indexes"" setting for all ""Options"" directives for the OS root should be configured appropriately.",(1) Indexes / -Indexes / +Indexes / None,(1) Apache configuration file: Options directive (in OS root Directory directive),,"1.5.1 Restrict Options for the OS Root Directory (Level 1, Scorable)
Set the value for Options to None. Page 33",,,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 W22  Rule ID: SV-33182r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass",,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 A22  Rule ID: SV-33213r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass"
CCE-27692-3,"The Apache ""MultiViews"" setting for all ""Options"" directives for the OS root should be configured appropriately.",(1) MultiViews / -MultiViews / +MultiViews / None,(1) Apache configuration file: Options directive (in OS root Directory directive),,"1.5.1 Restrict Options for the OS Root Directory (Level 1, Scorable)
Set the value for Options to None. Page 33",,,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 W22  Rule ID: SV-33182r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass",,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 A22  Rule ID: SV-33213r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass"
CCE-27806-9,"The Apache ""SymLinksIfOwnerMatch"" setting for all ""Options"" directives for the OS root should be configured appropriately.",(1) SymLinksIfOwnerMatch / -SymLinksIfOwnerMatch / +SymLinksIfOwnerMatch / None,(1) Apache configuration file: Options directive (in OS root Directory directive),,"1.5.1 Restrict Options for the OS Root Directory (Level 1, Scorable)
Set the value for Options to None. Page 33",,,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 W22  Rule ID: SV-33182r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass",,"Rule Title: Web server options for the OS root must be disabled.
STIG ID: WA00545 A22  Rule ID: SV-33213r1_rule  Vuln ID: V-26324
Severity: CAT II  Class: Unclass"
CCE-27531-3,"The Apache ""TraceEnable"" directive should be configured appropriatley.",(1) on / off / extended,(1) Apache configuration file: TraceEnable directive,,"1.5.8 Disable HTTP TRACE Method (Level 1, Scorable)
Add a TraceEnable directive to the server level configuration with a value of off. Server level configuration is the top level configuration, not nested within any other directives like <Directory> or <Location>. TraceEnable off Page 42-43",,,"Rule Title: The TRACE method must be disabled.
STIG ID: WA00550 W22  Rule ID: SV-33183r1_rule  Vuln ID: V-26325
Severity: CAT II  Class: Unclass",,"Rule Title: The TRACE method must be disabled.
STIG ID: WA00550 A22  Rule ID: SV-33227r1_rule  Vuln ID: V-26325
Severity: CAT II  Class: Unclass"
CCE-27862-2,Apache's listening IP address should be configured appropriately.,(1) IP-address,(1) Apache configuration file: Listen directive,,"1.9.3 Restrict Listen Directive (Level 2, Scorable)
The Apache Listen directive specifies the IP addresses and port numbers the Apache web server will listen for requests. Rather than be unrestricted to listen on all IP addresses available to the system, the specific IP address or addresses intended should be explicitly specified. Specifically a Listen directive with no IP address specified, or with an IP address of zeros should not be used.  Page 74",,,"Rule Title: The web server must be configured to listen on a specific IP address and port.
STIG ID: WA00555 W22  Rule ID: SV-33184r1_rule  Vuln ID: V-26326
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must be configured to listen on a specific IP address and port.
STIG ID: WA00555 A22  Rule ID: SV-33228r1_rule  Vuln ID: V-26326
Severity: CAT II  Class: Unclass"
CCE-27246-8,Apache's listening port should be configured appropriately.,(1) port number,(1) Apache configuration file: Listen directive,,"1.9.3 Restrict Listen Directive (Level 2, Scorable)
The Apache Listen directive specifies the IP addresses and port numbers the Apache web server will listen for requests. Rather than be unrestricted to listen on all IP addresses available to the system, the specific IP address or addresses intended should be explicitly specified. Specifically a Listen directive with no IP address specified, or with an IP address of zeros should not be used.  Page 74",,,"Rule Title: The web server must be configured to listen on a specific IP address and port.
STIG ID: WA00555 W22  Rule ID: SV-33184r1_rule  Vuln ID: V-26326
Severity: CAT II  Class: Unclass",,"Rule Title: The web server must be configured to listen on a specific IP address and port.
STIG ID: WA00555 A22  Rule ID: SV-33228r1_rule  Vuln ID: V-26326
Severity: CAT II  Class: Unclass"
CCE-27733-5,The ScriptAlias for the specified directory should be configured appropriately.,"(1) url-path
(2) TARGET: directory path",(1) Apache configuration file: ScriptAlias directive,,,,,"Rule Title: The URL-path name must be set to the file path name or the directory path name.
STIG ID: WA00560 W22  Rule ID: SV-33185r1_rule  Vuln ID: V-26327
Severity: CAT II  Class: Unclass",,"Rule Title: The URL-path name must be set to the file path name or the directory path name.
STIG ID: WA00560 A22  Rule ID: SV-33229r1_rule  Vuln ID: V-26327
Severity: CAT II  Class: Unclass"
CCE-27759-0,Automatic directory indexing should be enabled or disabled as appropriate.,(1) autoindex_module,(1) Apache configuration file: LoadModule directive,,"1.2.5 Disable Autoindex module (Level 1, Scorable)
For source builds with static modules run the Apache ./configure script with the --disable-autoindex configure script options. $ cd $DOWNLOAD/httpd-2.2.22 $ ./configure –disable-autoindex
b) For dynamically loaded modules comment out or remove the LoadModule directive for mod_autoindex module the from the httpd.conf file. ## LoadModule autoindex_module modules/mod_autoindex.so Page 14-15",,,"Rule Title: Automatic directory indexing must be disabled.
STIG ID: WA00515 W22  Rule ID: SV-33225r1_rule  Vuln ID: V-26368
Severity: CAT II  Class: Unclass",,"Rule Title: Automatic directory indexing must be disabled.
STIG ID: WA00515 A22  Rule ID: SV-33219r1_rule  Vuln ID: V-26368
Severity: CAT II  Class: Unclass"
CCE-27536-2,The Apache AllowOverride Directive should be configured appropriately for operating system root directories.,(1) AuthConfig / FileInfo / Indexes / Limit / Options / All / None,(1) Apache configuration file: AllowOverride directive,,"1.4.3 Restrict OverRide for the OS Root Directory (Level 1, Scorable)
Set the value for AllowOverride to None. Page 30-31",1.8 Directory Functionality Control with the Options Directive p17,,"Rule Title: The ability to override the access configuration for the OS root directory must be disabled.
STIG ID: WA00547 W22  Rule ID: SV-33237r1_rule  Vuln ID: V-26393
Severity: CAT II  Class: Unclass",,"Rule Title: The ability to override the access configuration for the OS root directory must be disabled.
STIG ID: WA00547 A22  Rule ID: SV-33232r1_rule  Vuln ID: V-26393
Severity: CAT II  Class: Unclass"
CCE-27776-4,Permitted HTTP request methods should be configured appropriately.,"(1) methods
(2) access control directives",(1) Apache configuration file: LimitExecpt directive,,"1.5.7 Limit HTTP Request Methods (Level 1, Scorable)
For normal web server operation, you will typically need to allow only the GET, HEAD and POST request methods. Page 40-41",,,"Rule Title: HTTP request methods must be limited.
STIG ID: WA00565 W22  Rule ID: SV-33238r1_rule  Vuln ID: V-26396
Severity: CAT II  Class: Unclass",,"Rule Title: HTTP request methods must be limited.
STIG ID: WA00565 A22  Rule ID: SV-33236r1_rule  Vuln ID: V-26396
Severity: CAT II  Class: Unclass"
CCE-27677-4,Anonymous sharing of Apache's web content directories with nfs should be configured appropriately.,(1) Set of shares,(1) via /etc/exports,,,,"Rule Title: Web content directories must not be anonymously shared.
STIG ID: WG210 A22  Rule ID: SV-33022r1_rule  Vuln ID: V-2226
Severity: CAT II  Class: Unclass",,"AC-3(4).1
CM-6.1 (ii)
CM-7.1 (ii)","CCI-001362
CCI-001588
CCI-000381"
CCE-27612-1,Anonymous sharing of Apache's web content directories with smb should be configured appropriately.,(1) Set of shares,(1) via /etc/samba/smb.conf,,,,,,"Rule Title: Web content directories must not be anonymously shared.
STIG ID: WG210 A22  Rule ID: SV-33022r1_rule  Vuln ID: V-2226
Severity: CAT II  Class: Unclass",
CCE-27000-9,File permissions for httpd.conf should be set correctly.,(1) permissions,(1) via chmod,,,1.19 Updating Ownership and Permissions p34,,,,"Rule Title: Web administration tools must be restricted to the web manager and the web manager’s designees.
STIG ID: WG220 A22  Rule ID: SV-32948r1_rule  Vuln ID: V-2248
Severity: CAT II  Class: Unclass"
CCE-27890-3,The httpd.conf file should be owned by the appropriate user.,(1) user,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,"Rule Title: Web administration tools must be restricted to the web manager and the web manager’s designees.
STIG ID: WG220 A22  Rule ID: SV-32948r1_rule  Vuln ID: V-2248
Severity: CAT II  Class: Unclass"
CCE-27648-5,The httpd.conf file should be owned by the appropriate group.,(1) group,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,"Rule Title: Web administration tools must be restricted to the web manager and the web manager’s designees.
STIG ID: WG220 A22  Rule ID: SV-32948r1_rule  Vuln ID: V-2248
Severity: CAT II  Class: Unclass"
CCE-27400-1,The file permissions for all files specified by CustomLog directives should be configured appropriately,(1) permissions,(1) via chmod,,,,,,"Rule Title: Log file access must be restricted to System Administrators, Web Administrators or Auditors.
STIG ID: WG250 A22  Rule ID: SV-33033r1_rule  Vuln ID: V-2252
Severity: CAT II  Class: Unclass",
CCE-27304-5,All files specified by CustomLog directives should be owned by the appropriate user,(1) user,(1) via chown,,,,,,"Rule Title: Log file access must be restricted to System Administrators, Web Administrators or Auditors.
STIG ID: WG250 A22  Rule ID: SV-33033r1_rule  Vuln ID: V-2252
Severity: CAT II  Class: Unclass",
CCE-27876-2,All files specified by CustomLog directives should be owned by the appropriate group,(1) group,(1) via chown,,,,,,"Rule Title: Log file access must be restricted to System Administrators, Web Administrators or Auditors.
STIG ID: WG250 A22  Rule ID: SV-33033r1_rule  Vuln ID: V-2252
Severity: CAT II  Class: Unclass",
CCE-27864-8,The Unix permissions for all files specified by ErrorLog directives should be configured appropriately,(1) permissions,(1) via chmod,,,,,,"Rule Title: Log file access must be restricted to System Administrators, Web Administrators or Auditors.
STIG ID: WG250 A22  Rule ID: SV-33033r1_rule  Vuln ID: V-2252
Severity: CAT II  Class: Unclass",
CCE-27724-4,All files specified by ErrorLog directives should be owned by the appropriate user,(1) user,(1) via chown,,,,,,"Rule Title: Log file access must be restricted to System Administrators, Web Administrators or Auditors.
STIG ID: WG250 A22  Rule ID: SV-33033r1_rule  Vuln ID: V-2252
Severity: CAT II  Class: Unclass",
CCE-27494-4,All files specified by ErrorLog directives should be owned by the appropriate group,(1) group,(1) via chown,,,,,,"Rule Title: Log file access must be restricted to System Administrators, Web Administrators or Auditors.
STIG ID: WG250 A22  Rule ID: SV-33033r1_rule  Vuln ID: V-2252
Severity: CAT II  Class: Unclass",
CCE-27481-1,The Unix permissions of Apache's htpasswd file should be configured appropriately.,(1) permissions,(1) via chmod,,,1.19 Updating Ownership and Permissions p34,,,,"Rule Title: The web server’s htpasswd files (if present) must reflect proper ownership and permissions.
STIG ID: WG270 A22  Rule ID: SV-36478r1_rule  Vuln ID: V-2255
Severity: CAT II  Class: Unclass"
CCE-27332-6,The htpasswd should be owned by the appropriate user.,(1) user,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,"Rule Title: The web server’s htpasswd files (if present) must reflect proper ownership and permissions.
STIG ID: WG270 A22  Rule ID: SV-36478r1_rule  Vuln ID: V-2255
Severity: CAT II  Class: Unclass"
CCE-27873-9,The htpasswd file should be owned by the appropriate group.,(1) group,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,"Rule Title: The web server’s htpasswd files (if present) must reflect proper ownership and permissions.
STIG ID: WG270 A22  Rule ID: SV-36478r1_rule  Vuln ID: V-2255
Severity: CAT II  Class: Unclass"
CCE-27292-2,The Unix permissions for all directories specified by ScriptAlias directives should be configured appropriately.,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate.  Page 22-23",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27282-3,All directories specified by ScriptAlias directives should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27777-2,All directories specified by ScriptAlias directives should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27619-6,The Unix permissions for all directories specified by ScriptAliasMatch directives should be configured appropriately.,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate.  Page 22-23",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27884-6,All directories specified by ScriptAliasMatch directives should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27384-7,All directories specified by ScriptAliasMatch directives should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27772-3,The Unix permissions for all directories specified by DocumentRoot directives should be configured appropriately.,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate.  Page 22-23",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
