Unnamed: 0,Last modified: 2012-03-13,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
CCE-3225-0,"The ""Allowed to Format and Eject Removable NTFS Media"" policy should be set correctly.  ",(1) Group(s),"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateDASD 
(2) defined by Local or Group Policy  ",,CCE-919,allow-format-eject-removable-media,oval:com.secure-elements.oval:def:6029,allow-format-eject-removable-media,oval:gov.nist.fdcc.vista:def:6029,,,,
CCE-3330-8,"The ""Secure Channel: Digitally Encrypt or Sign Secure Channel Data (Always)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RequireSignOrSeal 
(2) defined by Local or Group Policy  ",,CCE-549,digitally-encrypt-or-sign-secure-channel-data-always,oval:com.secure-elements.oval:def:6034,digitally-encrypt-or-sign-secure-channel-data-always,oval:gov.nist.fdcc.vista:def:6034,,,,
CCE-2467-9,"The ""Secure Channel: Digitally Encrypt Secure Channel Data (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SealSecureChannel 
(2) defined by Local or Group Policy  ",,CCE-161,digitally-encrypt-secure-channel-data-when-possible,oval:com.secure-elements.oval:def:6033,digitally-encrypt-secure-channel-data-when-possible,oval:gov.nist.fdcc.vista:def:6033,,,,
CCE-3233-4,"The ""Secure Channel: Digitally Sign Secure Channel Data (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SignSecureChannel 
(2) defined by Local or Group Policy  ",,CCE-918,digitally-sign-secure-channel-data-when-possible,oval:com.secure-elements.oval:def:6035,digitally-sign-secure-channel-data-when-possible,oval:gov.nist.fdcc.vista:def:6035,,,,
CCE-3251-6,"The ""Smart Card Removal Behavior"" policy should be set correctly.  ",(1) behavior,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\ScRemoveOption 
(2) defined by Local or Group Policy  ",,CCE-443,smart-card-removal-behaviour,oval:com.secure-elements.oval:def:6046,smart-card-removal-behaviour,oval:gov.nist.fdcc.vista:def:6046,,,,
CCE-3255-7,"The ""Prevent System Maintenance of Computer Account Password"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\DisablePasswordChange 
(2) defined by Local or Group Policy  ",,CCE-831,disable-machine-account-password-changes,oval:com.secure-elements.oval:def:6036,disable-machine-account-password-changes,oval:gov.nist.fdcc.vista:def:6036,,,,
CCE-2398-6,"The ""Limit local account user of blank passwords to console logon only"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\LimitBlankPasswordUse 
(2) defined by Local or Group Policy  ",,CCE-533,limit-blank-password-use,oval:com.secure-elements.oval:def:6021,limit-blank-password-use,oval:gov.nist.fdcc.vista:def:6021,,,,
CCE-3326-6,"The ""Allow undock without having to logon"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\UndockWithoutLogon 
(2) defined by Local or Group Policy  ",,CCE-186,allow-undock-no-logon,oval:com.secure-elements.oval:def:6028,allow-undock-no-logon,oval:gov.nist.fdcc.vista:def:6028,,,,
CCE-3075-9,"The ""Maximum machine account password age"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\MaximumPasswordAge 
(2) defined by Local or Group Policy  ",,CCE-194,maximum-machine-account-password-age,oval:com.secure-elements.oval:def:6037,maximum_machine-account-password-age,oval:gov.nist.fdcc.vista:def:6037,,,,
CCE-3220-1,"The ""Require Domain Controller authentication to unlock workstation"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\ForceUnlockLogon 
(2) defined by Local or Group Policy  ",,CCE-374,require-domain-controller-authentication-to-unlock,oval:com.secure-elements.oval:def:6045,require-domain-controller-authentication-to-unlock,oval:gov.nist.fdcc.vista:def:6045,,,,
CCE-3361-3,"The ""Disconnect clients when logon hours expire"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\EnableForcedLogoff 
(2) defined by Local or Group Policy  ",,CCE-278,disconnect-client-when-logon-hours-expire,oval:com.secure-elements.oval:def:6053,disconnect-client-when-logon-hours-expire,oval:gov.nist.fdcc.vista:def:6053,,,,
CCE-3379-5,"The ""Do not allow storage of credentials or .NET Passports"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\DisableDomainCreds 
(2) defined by Local or Group Policy  ",,CCE-542,do-not-allow-storage-credentials-net-passports-network-authn,oval:com.secure-elements.oval:def:6072,do-not-allow-storage-credentials-net-passports-network-authn,oval:gov.nist.fdcc.vista:def:6072,,,,
CCE-2457-0,"The ""Let Everyone permissions apply to anonymous users"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\EveryoneIncludesAnonymous 
(2) defined by Local or Group Policy  ",,CCE-18,let-everyone-permissions-apply-to-anonymous-users,oval:com.secure-elements.oval:def:6073,let-everyone-permissions-apply-to-anonymous-users,oval:gov.nist.fdcc.vista:def:6073,,,,
CCE-3380-3,"The ""Named Pipes that can be accessed anonymously"" policy should be set correctly.  ",(1) list of named pipes,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\NullSessionPipes 
(2) defined by Local or Group Policy  ",,CCE-136,named-pipes-accessed-anonymously,oval:com.secure-elements.oval:def:6074,named-pipes-accessed-anonymously,oval:gov.nist.fdcc.vista:def:6074,,,,
CCE-2825-8,"The ""Remotely accessible registry paths"" policy should be set correctly.  ",(1) set of paths,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\SecurePipeServers\Winreg\AllowedPathsHKLM 
(2) defined by Local or Group Policy  ",,CCE-189,"Remotely-accessible-registry-paths, Remotely-accessible-registry-paths-and-sub-paths",oval:com.secure-elements.oval:def:6075oval:com.secure-elements.oval:def:6076,Remotely-accessible-registry-paths,oval:gov.nist.fdcc.vista:def:6075,,,,
CCE-3349-8,"The ""Shares that can be accessed anonymously"" policy should be set correctly.  ",(1) set of shares,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\NullSessionShares 
(2) defined by Local or Group Policy  ",,CCE-942,Shares-that-can-be-accessed-anonymously -- NOTE: COMMENTED OUT,,Shares-that-can-be-accessed-anonymously,oval:gov.nist.fdcc.vista:def:60771,,,,
CCE-3367-0,"The ""Sharing and security model for local accounts"" policy should be set correctly.  ",(1) Classic/Guest only,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\ForceGuest 
(2) defined by Local or Group Policy  ",,CCE-343,Sharing-and-security-model-for-local-accounts,oval:com.secure-elements.oval:def:6079,Sharing-and-security-model-for-local-accounts,oval:gov.nist.fdcc.vista:def:6079,,,,
CCE-3138-5,"The ""Do not store LAN Manager hash value on next password change"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\NoLMHash 
(2) defined by Local or Group Policy  ",,CCE-233,Do-not-store-LAN-Manager-hash-value-on-next-password-change,oval:com.secure-elements.oval:def:6080,Do-not-store-LAN-Manager-hash-value-on-next-password-change,oval:gov.nist.fdcc.vista:def:6080,,,,
CCE-3283-9,"The ""Force logoff when logon hours expire"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-775,Force-logoff-when-logon-hours-expire,oval:com.secure-elements.oval:def:6081,Force-logoff-when-logon-hours-expire,oval:gov.nist.fdcc.vista:def:6081,,,,
CCE-3050-2,"The ""Screen Saver Timeout"" setting should be configured correctly for the current user.",(1) time in seconds,"(1) User Configuration\Administrative Templates\Control Panel\Display\Screen Saver Timeout 
(2) HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop\ScreenSaveTimeOut 
(3) HKEY_CURRENT_USER\Control Panel\Desktop\ScreenSaveTimeOut  ",,CCE-830,,,screen_save_timeout,oval:gov.nist.fdcc.vista:def:6708,,,,
CCE-3429-8,"The ""Always Prompt Client for Password upon Connection"" policy should be set correctly for Terminal Services.",(1) enabled/disabled,(1)  HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Terminal Services\fPromptForPassword  ,,CCE-855,Always-prompt-client-for-password-upon-connection,oval:com.secure-elements.oval:def:6599,Always-prompt-client-for-password-upon-connection,oval:gov.nist.fdcc.vista:def:6599,,,,
CCE-3323-3,"The ""Allow Solicited Remote Assistance"" policy should be set correctly for Terminal Services.",(1) enabled/disabled,(1)  HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Terminal Services\fAllowToGetHelp  ,,CCE-859,Solicited-Remote-Assistance,oval:com.secure-elements.oval:def:6564,solicited_remote_assistance,oval:gov.nist.fdcc.vista:def:6564,,,,
CCE-3217-7,"The ""Allow Unsolicited Remote Assistance"" policy should be set correctly for Terminal Services.",(1) enabled/disabled,(1)  HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Terminal Services\fAllowUnsolicited ,,CCE-434,Offer-Remote-Assistance,oval:com.secure-elements.oval:def:6563,offer_remote_assistance,oval:gov.nist.fdcc.vista:def:6563,,,,
CCE-3358-9,"The ""Configure Automatic Updates"" should be set correctly",,,,CCE-306,Configure-Automatic-Updates,oval:com.secure-elements.oval:def:6604,,,,,,
CCE-3345-6,"The ""Do not adjust default option to 'Install Updates and Shut Down' in Shut Down Windows dialog box"" should be set correctly",,,,CCE-989,Do-not-adjust-default-option-to-Install-Updates-and-Shut-Down,oval:com.secure-elements.oval:def:6603,,,,,,
CCE-3363-9,"The ""Do not display 'Install Updates and Shut Down' option in Shut Down Windows dialog box"" should be set correctly",,,,CCE-1,Do-not-display-Install-Updates-and-Shut-Down,oval:com.secure-elements.oval:def:6602,,,,,,
CCE-2462-0,"The ""No auto-restart for scheduled Automatic Updates installations",,,,CCE-641,No-auto-restart-for-scheduled-Automatic-Updates-installations,oval:com.secure-elements.oval:def:6605,,,,,,
CCE-2852-2,"The ""Reschedule Automatic Updates scheduled installations"" should be set correctly",,,,CCE-804,Reschedule-Automatic-Updates-scheduled-installations,oval:com.secure-elements.oval:def:6606,,,,,,
CCE-3371-2,"The ""DCOM: Machine access Restrictions in Security Descriptor Definition Language (SDDL) syntax"" setting should be configured correctly.",,,,CCE-458,MachineAccessRestrictions,,MachineAccessRestrictions,oval:gov.nist.fdcc.vista:def:608243,,,,
CCE-3266-4,"The ""DCOM: Machine Launch Restrictions in the Security Descriptor Definition Language (SDDL) syntax"" security option should be set correctly.",,,,CCE-740,MachineLaunchRestrictions,,MachineLaunchRestrictions,oval:gov.nist.fdcc.vista:def:608244,,,,
CCE-3411-6,"The ""Display user information when the session is locked"" setting should be configured correctly.",,,,CCE-22,,,,,,,,
CCE-2772-2,"The ""Interactive logon: Requre smart card"" setting should be configured correctly.",(1) enabled/disabled,(1) HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\SCForceOption,,CCE-828,Require-Smart-Card,oval:com.secure-elements.oval:def:6082,,,,,,
CCE-3292-0,"The ""Network access: Restrict anonymous access to named pipes and shares"" setting should be configured correctly.",,,,CCE-638,Restrict-anonymous-access-to-Named-Pipes-and-Shares,oval:com.secure-elements.oval:def:6077,Restrict-anonymous-access-to-Named-Pipes-and-Shares,oval:gov.nist.fdcc.vista:def:6077,,,,
CCE-3459-5,MSS:(TCPMaxConnectResponseRetransmission) SYN-ACK retansmissions when a connection request is not acknowledged,(1) number of seconds,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\TcpMaxConnectResponseRetransmissions,,CCE-577,tcp-max-connect-response-retransmissions,oval:com.secure-elements.oval:def:6067,tcp-max-connect-response-retransmissions,oval:gov.nist.fdcc.vista:def:6067,,,,
CCE-3460-3,MSS:(TCPMaxDataRetransmissions) How many times unacknowledged data is retransmitted,(1) number of retransmissions,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\TcpMaxDataRetransmissions,,CCE-872,tcp-max-data-retransmissions,oval:com.secure-elements.oval:def:6068,tcp-max-data-retransmissions,oval:gov.nist.fdcc.vista:def:6068,,,,
CCE-3244-1,The automatic generation of 8.3 file names for NTFS should be enabled or disabled as appropriate.,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\FileSystem\NtfsDisable8dot3NameCreation,,CCE-511,ntfs-disable-8dot3-name-creation,oval:com.secure-elements.oval:def:6062,ntfs-disable-8dot3-name-creation,oval:gov.nist.fdcc.vista:def:6062,,,,
CCE-3394-4,RPC Endpiont Mapper Client Authentication (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\RPC\EnableAuthEpResolution,,CCE-145,RPC-Endpoint-Mapper-Client-Authentication,oval:com.secure-elements.oval:def:6566,rpc_endpoint_mapper_client_authentication,oval:gov.nist.fdcc.vista:def:6566,,,,
CCE-3160-9,Restrictions for Unauthenticated RPC clients (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\RPC\RestrictRemoteClients,,CCE-423,Restrictions-for-Unauthenticated-RPC-clients,oval:com.secure-elements.oval:def:6565,restrictions_for_unauthenticated_rpc_clients,oval:gov.nist.fdcc.vista:def:6565,,,,
CCE-3054-4,Domain Profile: Protect all network connections (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\EnableFirewall,,CCE-806,"Domain-Profile-Firewall-Protect-All-Network-Connections, Domain-Profile-Firewall-State","oval:com.secure-elements.oval:def:6547, oval:com.secure-elements.oval:def:6515",,,domain_profile_firewall_state,oval:gov.nist.fdcc.vistafirewall:def:6515,,
CCE-3187-2,Domain Profile: Do not allow exceptions (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\DoNotAllowExceptions,,CCE-969,Domain-Profile-Firewall-Do-Not-Allow-Exceptions,oval:com.secure-elements.oval:def:6544,,,,,,
CCE-3405-8,Domain Profile: Allow local program exceptions,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\AuthorizedApplications\AllowUserPrefMerge,,CCE-502,Domain-Profile-Firewall-Allow-Local-Program-Exceptions,oval:com.secure-elements.oval:def:6541,,,,,,
CCE-3158-3,Domain Profile: Allow remote administration,(1) enabled/disabled (2) subnets for internal support only,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Enabled,,CCE-771,Domain-Profile-Firewall-Allow-Inbound-Remote-Administration-Exception,oval:com.secure-elements.oval:def:6537,,,,,,
CCE-3431-4,Domain Profile: Allow file and printer sharing exception (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Services\FileAndPrint\Enabled,,CCE-555,Domain-Profile-Firewall-Allow-Inbound-File-And-Printer-Sharing-Exception,oval:com.secure-elements.oval:def:6536,,,,,,
CCE-3458-7,Domain Profile: Allow Remote Desktop exception (SP2 only),(1) enabled/disabled (2) subnets for internal support only,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Services\RemoteDesktop\Enabled,,CCE-832,Domain-Profile-Firewall-Allow-Inbound-Remote-Desktop-Exceptions,oval:com.secure-elements.oval:def:6538,,,,,,
CCE-2964-5,Domain Profile: Allow UPnP framework exception (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Services\UPnPFramework\Enabled,,CCE-590,Domain-Profile-Firewall-Allow-Inbound-UPnP-Framework-Exceptions,oval:com.secure-elements.oval:def:6539,,,,,,
CCE-3365-4,"The ""Windows Firewall: Prohibit notifications"" setting should be configured correctly for the Domain Profile.",(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\DisableNotifications,,CCE-762,"Domain-Profile-Firewall-Prohibit-Notifications, Domain-Profile-Display-Notification","oval:com.secure-elements.oval:def:6545, oval:com.secure-elements.oval:def:6518",,,,,,
CCE-3260-7,"The ""Log Dropped Packets"" option for the Windows Firewall should be configured correctly for the Domain Profile.",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Logging\LogDroppedPackets 
(2) Computer Configuration\Administrative Templates\Network\Network Connections\Windows Firewall\Domain Profile\Windows Firewall: Allow Logging - Log Dropped Packets",,CCE-251,,,,,domain_profile_log_dropped_packets,oval:gov.nist.fdcc.vistafirewall:def:6401,,
CCE-2533-8,The log file path and name for the Windows Firewall should be configured correctly for the Domain Profile.,(1) File path,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Logging\LogFilePath 
(2) Computer Configuration\Administrative Templates\Network\Network Connections\Windows Firewall\Domain Profile\Windows Firewall: Allow Logging - Log file path and name 
(3) Computer Configuration\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile Tab\Logging\Name",,CCE-793,,,,,domain_profile_name,oval:gov.nist.fdcc.vistafirewall:def:6403,,
CCE-3299-5,The log file size limit for the Windows Firewall should be configured correctly for the Domain Profile.,(1) Size limit (KB),"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Logging\LogFileSize 
(2) Computer Configuration\Administrative Templates\Network\Network Connections\Windows Firewall\Domain Profile\Windows Firewall: Allow Logging - Size limit (KB)",,CCE-57,,,,,domain_profile_size_limit,oval:gov.nist.fdcc.vistafirewall:def:6404,,
CCE-3414-0,"The ""Log Successful Connections"" option for the Windows Firewall should be configured correctly for the Domain Profile.",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\Logging\LogSuccessfulConnections 
(2) Computer Configuration\Administrative Templates\Network\Network Connections\Windows Firewall\Domain Profile\Windows Firewall: Allow Logging - Log successful connections",,CCE-617,,,,,domain_profile_logged_successful_connections,oval:gov.nist.fdcc.vistafirewall:def:6402,,
CCE-3436-3,Unicast response to multicast or broadcast requests should be enabled or disabled as appropriate for the Domain Profile.,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\DisableUnicastResponsesToMulticastBroadcast,,CCE-696,"Domain-Profile-Firewall-Prohibit-Unicast-Response, Domain-Profile-Allow-Unicast-Response","oval:com.secure-elements.oval:def:6546, oval:com.secure-elements.oval:def:6519",,,domain_profile_allow_unicast_response,oval:gov.nist.fdcc.vistafirewall:def:6519,,
CCE-3202-9,Domain Profile: Define port exceptions (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\GloballyOpenPorts,,CCE-114,Domain-Profile-Firewall-Define-Inbound-Port-Exceptions,oval:com.secure-elements.oval:def:6542,,,,,,
CCE-3180-7,Domain Profile: Allow local port exceptions (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile\GloballyOpenPorts\AllowUserPrefMerge,,CCE-370,Domain-Profile-Firewall-Allow-Local-Port-Exceptions,oval:com.secure-elements.oval:def:6540,,,,,,
CCE-3329-0,Standard Profile: Protect all network connections (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\EnableFirewall,,CCE-273,Standard-Profile-Firewall-Protect-All-Network-Connections,oval:com.secure-elements.oval:def:6559,,,,,,
CCE-3347-2,Standard Profile: Do not allow exceptions (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\DoNotAllowExceptions,,CCE-440,Standard-Profile-Firewall-Do-Not-Allow-Exceptions,oval:com.secure-elements.oval:def:6556,,,,,,
CCE-3334-0,Standard Profile: Allow local program exceptions (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\AuthorizedApplications\AllowUserPrefMerge,,CCE-352,Standard-Profile-Firewall-Define-Inbound-Program-Exceptions,oval:com.secure-elements.oval:def:6555,,,,,,
CCE-3352-2,Standard Profile: Allow remote administration exception (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\Services\RemoteDesktop,,CCE-467,Standard-Profile-Firewall-Allow-Inbound-Remote-Administration-Exception,oval:com.secure-elements.oval:def:6549,,,,,,
CCE-3369-6,Standard Profile: Allow file and printer sharing exception (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\Services\RemoteDesktop\Enabled,,CCE-626,"Standard-Profile-Firewall-Allow-Inbound-File-And-Printer-Sharing-Exception,Standard-Profile-Firewall-Allow-Inbound-File-And-Printer-Sharing-Exceptions","oval:com.secure-elements.oval:def:6548,oval:com.secure-elements.oval:def:6553",,,,,,
CCE-3387-8,Standard Profile: Allow Remote Desktop exception (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\Services\RemoteDesktop\Enabled,,CCE-354,Standard-Profile-Firewall-Allow-Inbound-Remote-Desktop-Exceptions,oval:com.secure-elements.oval:def:6550,,,,,,
CCE-3268-0,Standard Profile: Allow UPnP framework exception (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\Services\UPnPFramework\Enabled,,CCE-266,Standard-Profile-Firewall-Allow-Inbound-UPnP-Framework-Exceptions,oval:com.secure-elements.oval:def:6551,,,,,,
CCE-3409-0,"The ""Windows Firewall: Prohibit notifications"" setting should be configured correctly for the Standard Profile.",(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\DisableNotifications,,CCE-901,Standard-Profile-Firewall-Prohibit-Notifications,oval:com.secure-elements.oval:def:6557,,,,,,
CCE-3440-5,Unicast response to multicast or broadcast requests should be enabled or disabled as appropriate for the Standard Profile.,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\DisableUnicastResponsesToMulticastBroadcast,,CCE-632,Standard-Profile-Firewall-Prohibit-Unicast-Response,oval:com.secure-elements.oval:def:6558,,,,,,
CCE-3462-9,Standard Profile: Define port exceptions (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\GloballyOpenPorts,,CCE-196,Standard-Profile-Firewall-Define-Inbound-Port-Exceptions,oval:com.secure-elements.oval:def:6554,,,,,,
CCE-3356-3,Standard Profile: Allow local port exceptions (SP2 only),(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\GloballyOpenPorts\AllowUserPrefMerge,,CCE-77,Standard-Profile-Firewall-Allow-Local-Port-Exceptions,oval:com.secure-elements.oval:def:6552,,,,,,
CCE-2999-1,Domain Profile - Inbound Connections,,"(1)Computer Configuration\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile\Inbound Connections Tab\
(2) HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\DefaultInboundAction",,CCE-249,Domain-Profile-Inbound-Connections,oval:com.secure-elements.oval:def:6516,,,domain_profile_inbound_connections,oval:gov.nist.fdcc.vistafirewall:def:6516,,
CCE-3439-7,Domain Profile - Outbound Connections,,"(1)Computer Configuration\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile 
(2) HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\DefaultOutboundAction",,CCE-485,Domain-Profile-Outbound-Connections,oval:com.secure-elements.oval:def:6517,,,domain_profile_outbound_connections,oval:gov.nist.fdcc.vistafirewall:def:6517,,
CCE-3457-9,Domain Profile - Apply Local Firewall Rules,,"(1)Computer Configuration\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile\Customized Settings 
(2) HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\AllowLocalPolicyMerge",,CCE-400,Domain-Profile-Apply-Local-Firewall-Rules,oval:com.secure-elements.oval:def:6520,,,domain_profile_apply_local_firewall_rules,oval:gov.nist.fdcc.vistafirewall:def:6520,,
CCE-2977-7,Domain Profile - Apply Local Connection Security Rules,,"(1)Computer Configuration\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile\Customized Settings 
(2) HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\AllowLocalIPsecPolicyMerge",,CCE-584,Domain-Profile-Apply-Local-Connection-Security-Rules,oval:com.secure-elements.oval:def:6521,,,,,,
CCE-3373-8,Private Profile- Firewall State,,"(1)Computer Configuration\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall Properties\Private Profile 
(2) HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\EnableFirewall",,CCE-7,Private-Profile-Firewall-State,oval:com.secure-elements.oval:def:6522,,,private_profile_firewall_state,oval:gov.nist.fdcc.vistafirewall:def:6522,,
