Unnamed: 0,Last modified: 2010-04-20,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
CCE-2827-4,"Auditing of ""directory service access"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy ,,CCE-2118,"Table 3.6 Audit directory service access: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.3 Audit Directory Service Access: Not Defined,6.4 System Audit Settings: Audit directory service access: Not Defined,"Table 5.2 Recommended Audit Policy Settings: Audit directory service access, no auditing (Legacy and Enterprise), Failure (Specialized Security)",http://technet.microsoft.com/en-us/library/cc960052.aspx
CCE-3101-3,"Auditing of ""directory service access"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2390,"Table 3.6 Audit directory service access: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.3 Audit Directory Service Access: Not Defined,6.4 System Audit Settings: Audit directory service access: Not Defined,,
CCE-3603-8,"Auditing of ""logon"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit logon events,,CCE-1686,"Table 3.8 Audit logon events: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.4 Audit Logon Events: Success and Failure,"6.4 System Audit Settings: Audit logon events: Success, Failure","Table 4.2 Audit Policy Settings: Audit logon events, enabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc787567.aspx
CCE-3391-0,"Auditing of ""logon"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit logon events,,CCE-1744,"Table 3.8 Audit logon events: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.4 Audit Logon Events: Success and Failure,"6.4 System Audit Settings: Audit logon events: Success, Failure","Table 4.2 Audit Policy Settings: Audit Logon events, enabled (Specialized Security)",http://technet.microsoft.com/en-us/library/cc787567.aspx
CCE-3286-2,"Auditing of ""object access"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit object access,,CCE-2640,"Table 3.10 Audit object access: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.5 Audit Object Access: Success/Failure,,"Table 4.2 Audit Policy Settings: Audit object access, disabled (Legacy, Enterprise, and Specialized Security)","
http://technet.microsoft.com/en-us/library/cc776774.aspx"
CCE-3290-4,"Auditing of ""object access"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit object access,,CCE-1991,"Table 3.10 Audit object access: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.5 Audit Object Access: Success/Failure,,"Table 4.2 Audit Policy Settings: Audit object access, enabled (Specialized Security)","
http://technet.microsoft.com/en-us/library/cc776774.aspx"
CCE-3546-9,"Auditing of ""policy change"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit policy change,,CCE-2412,"Table 3.12 Audit policy change: Success (legacy client, Enterprise Client, and High Security)",2.2.1.6 Audit Policy Change: Success,"6.4 System Audit Settings: Audit policy change: Success, Failure","Table 4.2 Audit Policy Settings: Audit policy change, enabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc776774.aspx
CCE-3312-6,"Auditing of ""policy change"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2347,"Table 3.12 Audit policy change: Success (legacy client, Enterprise Client, and High Security)",2.2.1.6 Audit Policy Change: Success,"6.4 System Audit Settings: Audit policy change: Success, Failure",,
CCE-3211-0,"Auditing of ""privilege use"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit privilege use,,CCE-2431,Table 3.14 Audit privilege use: Success/Failure (High Security); No Auditing (Legacy Client); Failure (Enterprise Client),2.2.1.7 Audit Privilege Use: Not Defined,6.4 System Audit Settings: Audit privilege use: Failure,"Table 4.2 Audit Policy Settings: Audit privilege use, disabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc784501.aspx
CCE-3383-7,"Auditing of ""privilege use"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit privilege use,,CCE-2584,Table 3.14 Audit privilege use: Success/Failure (High Security); No Auditing (Legacy Client); Failure (Enterprise Client),2.2.1.7 Audit Privilege Use: Not Defined,6.4 System Audit Settings: Audit privilege use: Failure,"Table 4.2 Audit Policy Settings: Audit privilege use, enabled (Specialized Security)",http://technet.microsoft.com/en-us/library/cc784501.aspx
CCE-3510-5,"Auditing of ""process tracking"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\ Audit Process tracking,,CCE-2529,,,6.4 System Audit Settings: Audit process tracking: Not Defined,"Table 4.2 Audit Policy Settings: Audit Process tracking, disabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc775520.aspx
CCE-3453-8,"Auditing of ""process tracking"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\ Audit Process tracking,,CCE-2617,,,6.4 System Audit Settings: Audit process tracking: Not Defined,"Table 4.2 Audit Policy Settings: Audit Process tracking, disabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc775520.aspx
CCE-3594-9,"Auditing of ""system"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\ Audit system events,,CCE-2420,"Table 3.18 Audit system events: Success (Legacy Client, Enterprise Client, and High Security)",2.2.1.9 Audit System Events: Success,"6.4 System Audit Settings: Audit system events: Success, Failure","Table 4.2 Audit Policy Settings: Audit system events: enabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc782518.aspx
CCE-3611-1,"Auditing of ""system"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\ Audit system events,,CCE-1680,"Table 3.18 Audit system events: Success (Legacy Client, Enterprise Client, and High Security)",2.2.1.9 Audit System Events: Success,"6.4 System Audit Settings: Audit system events: Success, Failure","Table 4.2 Audit Policy Settings: disabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc782518.aspx
CCE-2884-5,"The ""Allow System to be Shut Down Without Having to Log On"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-396,"Table 3.102 Shutdown: Allow system to be shut down without having to log on: Disabled (Legacy Client, Enterprise Client, and High Security)",,,,
CCE-3281-3,"The ""restrict guest access to application log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\RestrictGuestAccess 
(2)  defined by Group Policy  ",,CCE-299,,2.2.4.1.2 Restrict Guest Access: Enabled,,"Table 4.27 Event Log Setting Recommendations: Prevent local guests group from accessing application log, Enabled (Legacy, Enterprise, Specialized Security)",http://technet.microsoft.com/en-us/library/cc775983(WS.10).aspx
CCE-3550-1,The application log maximum size should be configured correctly..  ,(1) size of file,"(1) defined by the Windows Event Log 
(2)  defined by Group Policy 
(3) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\MaxSize  ",,CCE-185,"Table 3.110 Maximum application log size: 16,384 KB (Legacy Client, Enterprise Client, and High Security)",2.2.4.1.1 Maximum Event Log Size: 16MB,5.4.7.1 [A] Event Log Sizes: Maximum application log size: 16384 kilobytes,"Table 4.27 Event Log Setting Recommendations: Maximum application log size, 16,384KB (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc779100(WS.10).aspx
CCE-3567-5,"If the Application log's retention method is set to ""Overwrite events by days,"" an appropriate value should be set for the number of days' logs to keep.",(1) number of days,,,CCE-951,"Table 3.116 Retention method for application log: As needed (Legacy Client, Enterprise Client, and High Security)",2.2.4.1.3 Log Retention Method: Not Defined,5.4.7.3 [AP] Preserving Security Events: Retention method for application log: Do not overwrite events (clear log manually),"Table 4.27 Event Log Setting Recommendations: Retention method for application log, As needed (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc778157(WS.10).aspx
CCE-2946-2,"The ""restrict guest access to security log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Security\RestrictGuestAccess 
(2)  defined by Group Policy  ",,CCE-462,,2.2.4.2.2 Restrict Guest Access: Enabled,3.5 [M] Access to Security Event Log: Auditors,"Table 4.27 Event Log Setting Recommendations: Prevent local guests group from accessing security log, Enabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc736845(WS.10).aspx
CCE-3343-1,The security log maximum size should be configured correctly..  ,(1) size of file,"(1) defined by the Windows Event Log 
(2)  defined by Group Policy 
(3)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Security\MaxSize  ",,CCE-757,"Table 3.111 Maximum security log size: 81,920 KB (Legacy Client, Enterprise Client, and High Security)",,5.4.7.1 [A] Event Log Sizes: Maximum security log size: 16384 kilobytes,"Table 4.27 Event Log Setting Recommendations: Maximum security log size, 81,920 KB (Legacy, Enterprise, and Specialized Security)",
CCE-3484-3,"The ""when maximum log size is reached"" property should be set correctly for the Security log.  ",(1) type of retention,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention 
(2)  defined by Group Policy  ",,CCE-523,,,6.2 Audit Log Requirements: (5.002: CAT II) minimum of 81920KB,,
CCE-3127-8,"If the Security log's retention method is set to ""Overwrite events by days,"" an appropriate value should be set for the number of days' logs to keep.",(1) number of days,,,CCE-682,"Table 3.117 Retention method for security log: As needed (Legacy Client, Enterprise Client, and High Security)",2.2.4.2.3 Log Retention Method: Not Defined,,"Table 4.27 Event Log Setting Recommendations: Retention method for security log, As needed (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc778157(WS.10).aspx
CCE-3488-4,"The ""restrict guest access to system log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\System\RestrictGuestAccess 
(2)  defined by Group Policy  ",,CCE-726,,2.2.4.3.2 Restrict Guest Access: Enabled,5.4.7.2 [A] Restrict Event Log Access Over Network: Prevent local guests group from accessing security log: Enabled, ,
CCE-3506-3,The system log maximum size should be configured correctly..  ,(1) size of file,"(1) defined by the Windows Event Log 
(2)  defined by Group Policy 
(3)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\System\MaxSize  ",,CCE-735,"Table 3.112 Maximum system log size: 16,384 KB (Legacy Client, Enterprise Client, and High Security)",2.2.4.3.1 Maximum Event Log Size: 16MB,5.4.7.1 [A] Even Log Sizes: Maximum system log size: 16384 kilobytes,,
CCE-3422-3,"The ""when maximum log size is reached"" property should be set correctly for the System log.  ",(1) type of retention,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention 
(2)  defined by Group Policy  ",,CCE-664,,,6.2 Audit Log Requirements: (5.002: CAT II) minimum of 81920KB,,
CCE-3512-1,"If the System log's retention method is set to ""Overwrite events by days,"" an appropriate value should be set for the number of days' logs to keep.",(1) number of days,,,CCE-210,"3.118 Retention method for system log: As needed (Legacy Client, Enterprise Client, and High Security)",,,"Table 4.27 Event Log Setting Recommendations: Retention method for system log, As needed (Legacy, Enterprise, Specialized Security)",http://technet.microsoft.com/en-us/library/cc785245(WS.10).aspx
CCE-3530-3,"The ""maximum password age"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-871,"Table 2.4 Maximum password age: 42 days (Legacy Client, Enterprise Client, and High Security)",2.1.2 Maximum Password Age: 90 Days,4.5.3 Password Policy: (4.011: CAT II) Maximum password age is set to 90 days or less,"Table 3.1 Password Policy Setting Recommendations: 42 days (Legacy, Enterprise, Specialized Security)",
CCE-3548-5,"The ""minimum password age"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-324,"Table 2.5 Minimum password age: 2 days (Legacy Client, Enterprise Client, and High Security)",2.2.2.1 Minimum Password Age: 1 day,4.5.3 Password Policy: (4.012: CAT II) Minimum password age is set to 1 day or more,"Table 3.1 Password Policy Setting Recommendations: 1 day (Legacy, Enterprise, Specialized Security)",
CCE-3424-9,"The ""minimum password length"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-100,Table 2.6 Minimum password length: 12 characters (High Security); 8 characters (Legacy Client and Enterprise Client),2.2.2.3 Minimum Password Length: 8 characters; 12 characters (Specialized Security),5.4.1.3 [AP] Minimum Password Length: 8 characters,"Table 3.1 Password Policy Setting Recommendations: 8 characters (Legacy and Enterprise), 12 characters (Specialized Security)",
CCE-3442-1,"The ""password must meet complexity requirments"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-633,"Table 2.7 Password  must meet complexity requirements: Enabled (Legacy Client, Enterprise Client, and High Security)",2.2.2.4 Password Complexity: Enabled,5.4.1.5 [M] Enable strong Password Filtering: Password must meet complexity requirements: Enabled,"Table 3.1 Password Policy Setting Recommendations: Enabled (Legacy, Enterprise, and Specialized Security)",
CCE-3446-2,"The ""enforce password history"" policy should meet minimum requirements.  ",(1) number of passwords remembered,(1) defined by Local or Group Policy  ,,CCE-60,"Table 2.3 Enforce password history: 24 passwords remembered (Legacy Client, Enterprise Client, and High Security)",2.2.2.5 Password History: 24 passwords remembered,5.4.1.4 [A] Password Uniqueness: Enforce password history: 24 passwords,"Table 3.1 Password Policy Setting Recommendations: Enforce password History 24 passwords remembered Legacy, Enterprise, Specialized Security)",
CCE-2644-3,"The ""store password using reversible encryption for all users in the domain"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-479,"Table 2.8 Store password using reversible encryption: Disabled (Legacy Client, Enterprise Client, and High Security)",2.2.2.6 Store Passwords Using Reversible Encryption: Disabled,5.4.1.6 [M] Disable Reversible Password Encryption: Disabled,"Table 3.1 Password Policy Setting Recommendations: Store password using reversible encryption Disabled (Legacy, Enterprise, and Specialized Security)",
CCE-3635-0,The startup type of the Alerter service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Alerter\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-487,"Table 3.119 Alerter Service: Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.1 Alerter: Disabled,,,
CCE-2671-6,The startup type of the Automatic Update service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\wuauserv 
(2)  HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WindowsUpdate\AU\NoAutoUpdate 
(3)  defined by the Services Administrative Tool (4) definied by Group Policy  ",,CCE-496,"Table 3.123 Automatic updates service: Automatic (Legacy Client, Enterprise Client, and High Security), Table 11.3 Automatic Update Service: Disabled",,7.6.1 Automatic Updates Service: Disable if not needed,,
CCE-3200-3,The startup type of the Background Intelligent Transfer Service (BITS) service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\BITS\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-148,"Table 3.124 Background Intelligent Transfer Service: Manual (Legacy Client, Enterprise Client, and High Security)",,7.6.2 Background Intelligent Transfer Service (BITs): Disable if not needed,,
CCE-3350-6,The startup type of the ClipBook service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\ClipSrv\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-954,"Table 3.127 Clipbook service: Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.3 Clipbook: Disabled,,,
CCE-3565-9,The startup type of the Fax service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Fax\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-78,"Table 3.143 Fax Service: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.4 Fax Service: Disabled,,,
CCE-3582-4,The startup type of the FTP Publishing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\MSFTPSVC\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-712,"Table 3.146 FTP Publishing Service: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.7 FTP Publishing Service: Disabled,7.6.3 FTP Service: Disabled,,
CCE-3353-0,The startup type of the IIS Admin service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\IISADMIN\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-311,"Table 3.151 IIS Admin Service: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.10 IIS Admin Service: Disabled,,,
CCE-3618-6,The startup type of the Indexing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\CiSvc\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-738,"Table 3.153 Indexing Service: Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.11 Indexing Service: Disabled,,,
CCE-3494-2,The startup type of the Messenger service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Messenger\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-729,"Table 3.167 Messenger Service: Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.13 Messenger: Disabled,8.3.4 Windows Messenger: Disabled,,
CCE-3640-0,The startup type of the .NET Framework service should be correct.  ,(1) disabled/manual/automatic,"(1) defined by the Services Administrative Tool 
(2)  definied by Group Policy  ",,CCE-650,"Table 3.172 .NET Framework Support Service: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",,8.4.3 .NET Framework: (5.069: CAT II) the .NET Framwork is not active on the system unless it only supports locally developed .NET applications,,
CCE-2909-0,The startup type of the NetMeeting Remote Desktop Sharing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\mnmsrvc\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-232,"Table 3.174 NetMeeting Remote Desktop Sharing: Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.15 NetMeeting Remote Desktop Sharing: Disabled,7.6.4 NetMeeting Remote Desktop Sharing Service: (5.063: CAT II) Disabled,,
CCE-3552-7,The startup type of the Print Services for Unix service should be correct.  ,(1) disabled/manual/automatic,"(1) defined by the Services Administrative Tool 
(2)  definied by Group Policy  ",,CCE-857,,,7.6.5 Print Services for Unix: (5.026: CAT II) Remove if not required,,
CCE-3428-0,The startup type of the Remote Access Auto connection Manager service should be correct.  ,(1) disabled/manual/automatic,"(1) defined by the Services Administrative Tool 
(2)  definied by Group Policy  ",,CCE-267,"Table 3.187 Remote Access Auto Connection Manager: Manual (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.20 Remote Access Auto Connection Manager: Disabled,7.6.7 Remote Access Auto Connection Manager Service: (5.064: CAT II) Disabled,,
CCE-3556-8,The startup type of the Remote Desktop Help Session Manager service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RDSessMgr\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-663,"Table 3.190 Remote Desktop Help Session Manager: Manual (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.23 Remote Desktop Help Session Manager: Disabled,7.6.8 Remote Desktop Help Session Manager: (5.065: CAT II) Disabled,,
CCE-2678-1,The startup type of the Internet Connection Sharing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-672,,,8.3.9.1 Internet Connection Sharing: (3.085: CAT II) Prohibit use of Internet Connection Sharing on your DNS domain networks is Enabled,,
CCE-3612-9,The startup type of the Remote Registry service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RemoteRegistry\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-73,"Table 3.194 Remote Registry Service: Automatic (Legacy Client, Enterprise Client, and High Security)",4.1.26 Remote Registry Service: Disabled (Specialized Security),7.6.9 Remote Registry Service: Disabled,,
CCE-3621-0,The startup type of the Routing and Remote Access service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RemoteAccess\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-223,"Table 3.201 Routing and Remote Access Service: Disabled (Legacy Client, Enterprise Client, and High Security)",,7.6.11 Routing and Remote Access Service: (5.067: CAT II) Disabled if not required,,
CCE-3602-0,The startup type of the Remote Shell service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RshSvc\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-522,,,7.6.10 Remote Shell Service: (5.008: CAT II) Service is removed by typing instsrv rshsvc remove at the command prompt,,
CCE-3497-5,The startup type of the Simple TCP/IP service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SIMPTCP\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-531,"Table 3.208 Simple TCP/IP Services: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",,7.6.16 Telnet Servers: (5.010: CAT II) Simple TCP/IP services are disabled,,
CCE-3386-0,The startup type of the Simple Mail Transport Protocol (SMTP) service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SMTPSVC\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-870,"Table 3.207 Simple Mail Transport Protocol (SMTP): Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.31 Simple Mail Transfer Protocol: Disabled,,,
CCE-3532-9,The startup type of the SNMP Service service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-975,"Table 3.211 SNMP Service: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.32 Simple Network Management Protocol Service: Disabled,7.6.13 SNMP Service: (5.026: CAT II) SNMP is disabled if not required,,
CCE-3536-0,The startup type of the SNMP Trap Service service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMPTRAP\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-892,"Table 3.212 SNMP Trap Service: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.33 Simple Network Management Protocol Trap: Disabled,,,
CCE-3541-0,The startup type of the SSDP Discovery service should be correct.  ,(1) disabled/manual/automatic,"(1) defined by the Services Administrative Tool 
(2)  definied by Group Policy  ",,CCE-940,,,7.6.14 Simple Service Discovery Protocol (SSDP) Service: 5.019: CAT I) Disabled,,
CCE-3558-4,The startup type of the Task Scheduler service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Schedule\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-40,"Table 3.216 Task Scheduler: Automatic (default); Disabled (Legacy Client, Enterprise Client, and High Security)",,7.6.15 Task Scheduler Service: (5.009: CAT II) Disabled,,
CCE-3078-3,The startup type of the Telnet service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\TlntSvr\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-75,"Table 3.220 Telnet Service: Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.35 Telnet: Disabled,,,
CCE-2832-4,The startup type of the Terminal Services service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\TermService\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-974,"Table 3.221 Terminal Services: Manual (default); Automatic (Legacy Client, Enterprise Client, and High Security)",4.1.36 Terminal Services: Disabled (Specialized Security),7.6.17 Terminal Services: (5.020: CAT I) Disabled on machines that are not performing as Terminal Servers,,
CCE-3475-1,The startup type of the Universal Plug and Play Device Host (UPnP) service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\upnphost\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-608,"Table 3.182 Plug and Play: Automatic (Legacy Client, Enterprise Client, and High Security)",,,,
CCE-3492-6,The startup type of the World Wide Web Publishing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-758,"Table 3.245 World Wide Web Publishing Service: Not installed (default); Disabled (Legacy Client, Enterprise Client, and High Security)",4.1.39 World Wide Web Publishing Services: Disabled,,,
CCE-3633-5,DEPRECATED in favor of CCE-2671-6.,,,,,,,,,
CCE-3638-4,The startup type of the Background Intelligent Transfer Service (BITS) service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\BITS\Start 
(2)  defined by the Services Administrative Tool 
(3)  definied by Group Policy  ",,CCE-445,Table 11.4 Background Intelligent Transfer Service: Disabled,,7.6.2 Background Intelligent Transfer Service (BITs): Disable if not needed,,
CCE-3175-7,The startup type of the Print Services for Unix service should be correct.  ,(1) disabled/manual/automatic,"(1) defined by the Services Administrative Tool 
(2)  definied by Group Policy  ",,CCE-115,,,7.6.5 Print Services for Unix: (5.026: CAT II) Remove if not required,,
