Unnamed: 0,Last modified: 2012-03-13,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
CCE-1966-1,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Scarddrv\Security should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-110,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Scarddrv\Security,,,,,,,,,,,,
CCE-2696-3,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Scardsvr\Security should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-661,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Scardsvr\Security,,,,,,,,,,,,
CCE-2595-7,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Parameters\PermittedManagers should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-330,SNMP - Permitted Managers (CID:1033),HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Parameters\PermittedManagers,4.4.2.6 HKLM\System\CurrentControlSet\Services\CurrentControlSet\Services\SNMP\Parameters\PermittedManagers,,,,,,,,,,,
CCE-2238-4,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Parameters\ValidCommunities should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-594,SNMP Communities (CID:4046),HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Parameters\ValidCommunities,4.4.2.7 HKLM\System\CurrentControlSet\Services\CurrentControlSet\Services\SNMP\Parameters\ValidCommunities,,,,,,,,,,,
CCE-2881-1,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Stisvc\Security should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-35,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Stisvc\Security,,,,,,,,,,,,
CCE-2780-5,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SysmonLog\Log Queries should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-290,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SysmonLog\Log Queries,,,,,,,,,,,,
CCE-2428-1,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tapisrv\Security should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-202,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tapisrv\Security,,,,,,,,,,,,
CCE-2885-2,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-603,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip,,,,,,,,,,,,
CCE-2537-9,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32time\Security should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-748,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32time\Security,,,,,,,,,,,,
CCE-2057-8,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Wmi\Security should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-907,,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Wmi\Security,,,,,,,,,,,,
CCE-2951-2,The required permissions for the registry key HKEY_USERS\.DEFAULT  should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-127,,HKEY_USER\.DEFAULT,,,,,,,,,,,,
CCE-2845-6,The required permissions for the registry key HKEY_USERS\.DEFAULT\Software\Microsoft\NetDDE should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-483,,HKEY_USER\.DEFAULT\Software\Microsoft\NetDDE,,,,,,,,,,,,
CCE-2740-9,The required permissions for the registry key HKEY_USERS\.DEFAULT\Software\Microsoft\SystemCertificates\Root\ProtectedRoots should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-730,,HKEY_USER\.DEFAULT\Software\Microsoft\SystemCertificates\Root\ProtectedRoots,4.4.2.10 HKEY_USER\.Default\Software\Microsoft\SystemCertificates\Root\ProtectedRoots,,,,,,,,,,,
CCE-1978-6,"The ""deny access to this computer from the network"" user right should be assigned to the correct accounts.",(1) set of accounts,(1) defined by the SeDenyNetworkLogonRight setting in Local or Group Policy  ,,CCE-898,User Right Check deny access from network (CID:162),Deny access to this computer from the network: Not Defined,4.2.13 Deny access to this computer from the network,,,"Deny access to this computer from the network Table: 4.15 Value: Guests, SUPPORT",DenyAccessFromNetwork,oval:gov.nist.1:def:175,DenyAccessFromNetwork-Guests-SUPPORT_388945a0,oval:gov.nist.fdcc.xp:def:175,,,,
CCE-2379-6,"The ""access this computer from the network"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined by the SeNetworkLogonRight setting in Local or Group Policy  ,,CCE-532,User Right Check Logon on network (CID:152),"Access this computer from a network: Administrators, Users",4.2.1 Access this computer from the network,,,"Access this computer from the network Table: 4.1 Value: Administrators, not defined","AccessComputerFromNetwork, AccessComputerFromNetworkUsers","oval:gov.nist.1:def:161, oval:gov.nist.1:def:231",AccessComputerFromNetwork_Administrators,oval:gov.nist.fdcc.xp:def:161,,,,
CCE-2167-5,"The ""act as part of the operating system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeTcbPrivilege setting in by Local or Group Policy  ,,CCE-162,User Right Check act as OS (CID:153),Act as part of the operating system,4.2.2 Act as part of the operating system,,,Act as part of the operating system Table: 4.2 Value: none,ActAsPartOfOperatingSystem,oval:gov.nist.1:def:162,ActAsPartOfOperatingSystem_None,oval:gov.nist.fdcc.xp:def:162,,,,
CCE-2299-6,"The ""back up files and directories"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeBackupPrivilege setting in by Local or Group Policy  ,,CCE-931,User Right Check Backup (CID:155),Back up files and directories: Administrators,4.2.6 Back up files and directories,,,"Back up files and directories Table: 4.7 Value: Administrators, not defined","BackUpFilesAndDirectories, BackUpFilesAndDirectoriesOperators","oval:gov.nist.1:def:167, oval:gov.nist.1:def:234",BackUpFilesAndDirectories_Administrators,oval:gov.nist.fdcc.xp:def:167,,,,
CCE-2806-8,"The ""bypass traverse checking"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeChangeNotifyPrivilege setting in by Local or Group Policy  ,,CCE-376,User Right Check Bypass Traverse Checking (CID:156),Bypass traverse checking: Users,4.2.7 Bypass traverse checking,,,"Bypass traverse checking Table: 4.8 Value: Administrators, Users, not defined",BypassTraverseChecking,oval:gov.nist.1:def:168,BypassTraverseChecking_Administrators_Users,oval:gov.nist.fdcc.xp:def:168,,,,
CCE-2846-4,"The ""change the system time"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSystemTimePrivilege setting in by Local or Group Policy  ,,CCE-799,User Right Check change system time (CID:157),Change the system time: Administrators,4.2.8 Change the system time,,,Change the system time Table: 4.9 Value: Administrators,ChangeSystemTime,oval:gov.nist.1:def:169,ChangeSystemTime_Administrators,oval:gov.nist.fdcc.xp:def:169,,,,
CCE-2786-2,"The ""create a pagefile"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeCreatePagefilePrivilege setting in by Local or Group Policy  ,,CCE-895,User Right Check create pagefile (CID:158),Create a pagefile: Administrators,4.2.9 Create a pagefile,,,Create pagefile Table: 4.10 Value: Administrators,CreatePagefile,oval:gov.nist.1:def:170,CreatePagefile_Administrators,oval:gov.nist.fdcc.xp:def:170,,,,
CCE-2791-2,"The ""Create a token object"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeCreateTokenPrivilege setting in by Local or Group Policy  ,,CCE-926,User Right Check create token object (CID:159),Create a token object: No One,4.2.10 Create a token object,,,"Create a token object Table: 4.11 Value: None, not defined",CreateTokenObject,oval:gov.nist.1:def:171,CreateTokenObject_None,oval:gov.nist.fdcc.xp:def:171,,,,
CCE-1969-5,"The ""create permanent shared objects"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeCreatePermanentPrivilege setting in by Local or Group Policy  ,,CCE-335,User Right Check create permanent shared objects (CID:160),Create permanent shared objects: No One,4.2.11 Create permanent shared objects,,,"Create permanent share objects Table: 4.13 Value: None, not defined",CreatePermanentSharedObjects,oval:gov.nist.1:def:172,CreatePermanentSharedObjects_None,oval:gov.nist.fdcc.xp:def:172,,,,
CCE-2864-7,"The ""debug programs"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeDebugPrivilege setting in by Local or Group Policy  ,,CCE-842,User Right Check debug programs (CID:161),Debug programs: No One,4.2.12 Debug Programs,,,"Debug programs Table: 4.14 value:  None, Administrators",DebugPrograms,oval:gov.nist.1:def:173,DebugPrograms_Administrators,oval:gov.nist.fdcc.xp:def:174,,,,
CCE-2886-0,"The ""force shutdown from a remote system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeRemoteShutdownPrivilege setting in by Local or Group Policy  ,,CCE-754,User Right Check remote shutdown (CID:165),Force shutdown from a remote system: Administrators,4.2.19 Force shutdown from a remote system,,,Force shutdown from a remote system Table: 4.21 Value: Administrators,ShutdownFromRemoteSystem,oval:gov.nist.1:def:180,ShutdownFromRemoteSystem_Administrators,oval:gov.nist.fdcc.xp:def:180,,,,
CCE-2767-2,"The ""generate security audits"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeAuditPrivilege setting in by Local or Group Policy  ,,CCE-939,User Right Check generate security audits (CID:173),"Generate security audits: LOCAL SERVICE, NETWORK SERVICE",4.2.20 Generate security audits,,,"Generate security audits Table: 4.22 Value: LOCAL SERVICE, NETWORK SERVICE",GenerateSecurityAudits,oval:gov.nist.1:def:181,GenerateSecurityAudits-LOCAL_SERVICE-NETWORK_SERVICE,oval:gov.nist.fdcc.xp:def:181,,,,
CCE-2547-8,"The ""adjust memory quotas for a process"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeIncreaseQuotaPrivilege setting in by Local or Group Policy  ,,CCE-807,User Right Check increase quotas (CID:166),"Adjust memory quotas for a process: Administrators,NETWORK SERVICE, LOCAL SERVICE",4.2.4 Adjust memory quotas for a process,,,"Adjust memory quotas for a process Table: 4.4 Value: Administrators, LOCAL SERVICE, NETWORK SERVICE",AdjustMemoryQuotas,oval:gov.nist.1:def:164,AdjustMemoryQuotas_Administrators-LOCAL_SERVICE-NETWORK_SERVICE,oval:gov.nist.fdcc.xp:def:164,,,,
CCE-2944-7,"The ""increase scheduling priority"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeIncreaseBasePriorityPrivilege setting in by Local or Group Policy  ,,CCE-349,User Right Check increase scheduling priority (CID:167),Increase scheduling priority: Administrators,4.2.21 Increase scheduling priority,,,Increase scheduling priority Table: 4.24 Value: Administrators,IncreaseSchedulingPriority,oval:gov.nist.1:def:182,IncreaseSchedulingPriority_Administrators,oval:gov.nist.fdcc.xp:def:182,,,,
CCE-2446-3,"The ""load and unload device drivers"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeLoadDriverPrivilege setting in by Local or Group Policy  ,,CCE-860,User Right Check load and unload device drivers (CID:168),Load and unload device drivers: Administrators,4.2.22 Load and unload device drivers,,,Load and unload device drivers Table: 4.25 Value: Administrators,LoadAndUnloadDeviceDrivers,oval:gov.nist.1:def:183,LoadAndUnloadDeviceDrivers_Administrators,oval:gov.nist.fdcc.xp:def:183,,,,
CCE-2609-6,"The ""lock pages in memory"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeLockMemoryPrivilege setting in by Local or Group Policy  ,,CCE-749,User Right Check lock pages in memory (CID:169),Lock pages in memory: No One,4.2.23 Lock pages in memory,,,Lock pages in memory Table: 4.26 Value: none,LockPagesInMemory,oval:gov.nist.1:def:184,LockPagesInMemory_None,oval:gov.nist.fdcc.xp:def:184,,,,
CCE-2882-9,"The ""log on as a batch job"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeBatchLogonRight setting in by Local or Group Policy  ,,CCE-177,User Right Check log on as a batch job (CID:170),Log on as a batch job: No One,4.2.24 Log on as a batch job,,,"Log on as a batch job Table: 4.27 Value: none, not defined",LogOnAsBatchJob,oval:gov.nist.1:def:185,LogOnAsBatchJob_None,oval:gov.nist.fdcc.xp:def:185,,,,
CCE-2948-8,"The ""log on as a service"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeServiceLogonRight setting in by Local or Group Policy  ,,CCE-216,User Right Check log on as a service job (CID:171),Log on as a service: Network Service,4.2.25 Log on as a service,,,"Log on as a service Table: 4.28 Value: LOCAL SERVICE, NETWORK SERVICE",LogOnAsService,oval:gov.nist.1:def:186,LogOnAsService-LOGON_SERVICE-NETWORK_SERVICE,oval:gov.nist.fdcc.xp:def:186,,,,
CCE-2829-0,"The ""log on locally"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeInteractiveLogonRight setting in by Local or Group Policy  ,,CCE-965,User Right Check log on locally (CID:172),"Log on locally: Administrators, Users",4.2.26 Log on locally,,,"Allow log on locally Table: 4.5 Value: Users, Administrators","AllowLogOnLocally, AllowLogOnLocallyAuthenticatedUsers","oval:gov.nist.1:def:165, oval:gov.nist.1:def:233",LogOnLocally_Administrators_Users,oval:gov.nist.fdcc.xp:def:165,,,,
CCE-2247-5,"The ""manage auditing and security log"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSecurityPrivilege setting in by Local or Group Policy  ,,CCE-850,,Manage auditing and security log: Administrators,4.2.27 Manage auditing and security log,,,Manage auditing and security log Table: 4.29 Value: Administrators,"ManageAuditingAndSecurityLog, ManageAuditingAndSecurityLogNone","oval:gov.nist.1:def:187, oval:gov.nist.1:def:235",ManageAuditingAndSecurityLog_Administrators,oval:gov.nist.fdcc.xp:def:187,,,,
CCE-2657-5,"The ""modify firmware environment values"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSystemEnvironmentPrivilege setting in by Local or Group Policy  ,,CCE-17,User Right Check modify firmware (CID:174),Modify firmware environment variables: Administrators,4.2.28 Modify firmware environment values,,,Modify firmware environment values Table: 4.30 Value: Administrators,ModifyFirmwareEnvironmentValues,oval:gov.nist.1:def:188,ModifyFirmwareEnvironmentValues_Administrators,oval:gov.nist.fdcc.xp:def:188,,,,
CCE-2807-6,"The ""profile single process"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeProfileSingleProcessPrivilege setting in by Local or Group Policy  ,,CCE-260,User Right Check Profile single process (CID:175),Profile single process: Administrators,4.2.30 Profile single process,,,Profile single process Table: 4.32 Value: Administrators,ProfileSingleProcess,oval:gov.nist.1:def:190,ProfileSingleProcess_Administrators,oval:gov.nist.fdcc.xp:def:190,,,,
CCE-2675-7,"The ""profile system performance"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSystemProfilePrivilege setting in by Local or Group Policy  ,,CCE-599,User Right Check Profile system performance (CID:176),Profile system performance: Administrators,4.2.31 Profile system performance,,,Profile system performance Table: 4.33 Value: Administrators,ProfileSystemPerformance,oval:gov.nist.1:def:191,ProfileSystemPerformance_Administrators,oval:gov.nist.fdcc.xp:def:191,,,,
CCE-2335-8,"The ""remove computer from docking station"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeUndockPrivilege setting in by Local or Group Policy  ,,CCE-656,User Right Check undock (CID:177),"Remove computer from docking station: Administrators, Users",4.2.32 Remove computer from docking station,,,"Remove computer from docking station Table: 4.34 Value: Users, Administrators","RemoveComputerFromDockingStation, RemoveComputerFromDockingStationNone","oval:gov.nist.1:def:192, oval:gov.nist.1:def:236",RemoveComputerFromDockingStation_Administrators_Users,oval:gov.nist.fdcc.xp:def:192,,,,
CCE-2860-5,"The ""replace a process-level token"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeAssignPrimaryTokenPrivilege setting in by Local or Group Policy  ,,CCE-667,User Right replace process token (CID:178),"Replace a process level token: LOCAL SERVICE, NETWORK SERVICE",4.2.33 Replace a process level token,,,"Replace a process-level token Table: 4.35 Value: LOCAL SERVICE, NETWORK SERVICE",ReplaceProcessLevelToken,oval:gov.nist.1:def:193,ReplaceProcessLevelToken-LOGON_SERVICE-NETWORK_SERVICE,oval:gov.nist.fdcc.xp:def:193,,,,
CCE-2847-2,"The ""restore files and directories"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeRestorePrivilege setting in by Local or Group Policy  ,,CCE-553,User Right restore (CID:179),Restore files and directories: Administrators,4.2.34 Restore files and directories,,,Restore files and directories Table: 4.36 Value: Administrators,RestoreFilesAndDirectories,oval:gov.nist.1:def:194,RestoreFilesAndDirectories_Administrators,oval:gov.nist.fdcc.xp:def:194,,,,
CCE-2366-3,"The ""shut down the system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeShutdownPrivilege setting in by Local or Group Policy  ,,CCE-839,User Right shut down (CID:180),"Shut down the system: Administrators, Users",4.2.35 Shut down the system,,,"Shut down the system Table: 4.37 Value: Users, Administrators",ShutDownSystem,oval:gov.nist.1:def:195,ShutDownSystem_Administrators_Users,oval:gov.nist.fdcc.xp:def:195,,,,
CCE-2021-4,"The ""take ownership of files or other objects"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeTakeOwnershipPrivilege setting in by Local or Group Policy  ,,CCE-492,User Right take ownership (CID:182),Take ownership of files or other objects: Administrators,4.2.37 Take ownership of file or other objects,,,Take ownership of files and other objects Table: 4.39 Value: Administrators,TakeOwnershipOfFiles,oval:gov.nist.1:def:196,TakeOwnershipOfFiles_Administrators,oval:gov.nist.fdcc.xp:def:196,,,,
CCE-2810-0,"The ""synchronize directory service data"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSynchAgentPrivilege setting in by Local or Group Policy  ,,CCE-381,User Right synch directory (CID:181),Synchronize directory service data: No One,4.2.36 Synchronize directory service data,,,Syncronize directory service data Table: 4.38 Value: not defined,SynchronizeDirectoryServiceData,oval:gov.nist.1:def:238,SynchronizeDirectoryServiceData_None,oval:gov.nist.fdcc.xp:def:238,,,,
CCE-2700-3,"The ""deny logon locally"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeDenyInteractiveLogonRight setting in by Local or Group Policy  ,,CCE-64,User Right Check deny logon locally (CID:163),Deny logon locally: Not Defined,4.2.16 Deny logon locally,,,"Deny logon locally Table: 4.18 Value: Guests, SUPPORT_388945a0, any service accounts",DenyLogonLocally,oval:gov.nist.1:def:177,DenyLogonLocally-Guests-SUPPORT_388945a0,oval:gov.nist.fdcc.xp:def:177,,,,
CCE-2982-7,"The ""enable computer and user accounts to be trusted for delegation"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeEnableDelegationPrivilege setting in by Local or Group Policy  ,,CCE-15,User Right Check allow trust for delegation (CID:164),Enable computer and user accounts to be trusted for delegation: No One,4.2.18 Enable computer and user accounts to be trusted for delegation,,,"Enable computer and user accounts to be trusted for delegation Table: 4.20 Value: none, not defined",AccountsTrustedForDelegation,oval:gov.nist.1:def:179,,,,,,
CCE-2374-7,"The ""add workstations to domain"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeMachineAccountPrivilege setting in by Local or Group Policy  ,,CCE-183,User Right Check Add wkstn to domain (CID:154),Add workstations to domain,4.2.3 Add workstations to domain,,,Add workstations to domain Table: 4.3 Value: Administrators,"AddWorkstationsToDomain,  AddWorkstationsToDomainNone","oval:gov.nist.1:def:163, oval:gov.nist.1:def:232",,,,,,
CCE-3004-9,"The ""allow logon through Terminal Services"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeRemoteInteractiveLogonRight setting in by Local or Group Policy  ,,CCE-883,User Right allow logon terminal service (CID:737),Allow logon through Terminal Services: No One,4.2.5 Allow logon through terminal services,,,"Allow logon through Terminal Services Table: 4.6 Value: none, not defined",AllowLogOnThroughTerminalServices,oval:gov.nist.1:def:166,AllowLogOnThroughTerminalServices_Administrators-RemoteDesktopUsers,oval:gov.nist.fdcc.xp:def:1662,,,,
CCE-2898-5,"The ""deny logon as a batch job"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeDenyBatchLogonRight setting in by Local or Group Policy  ,,CCE-165,,Deny logon as a batch job: No One,4.2.14 Deny logon as a batch job,,,"Deny logon as a batch job Table: 4.16 Value: Guests, SUPPORT_388945a0",DenyLogonAsBatchJob,oval:gov.nist.1:def:176,DenyLogonAsBatchJob-Guests-SUPPORT_388945a0,oval:gov.nist.fdcc.xp:def:176,,,,
CCE-2792-0,"The ""deny logon as a service"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeDenyServiceLogonRight setting in by Local or Group Policy  ,,CCE-597,,Deny logon as a service: No One,4.2.15 Deny logon as a service,,,Deny logon as a service Table: 4.17 Value: not defined,***,***,deny_logon_as_service_none,oval:gov.nist.fdcc.xp:def:677,,,,
CCE-2814-2,"The ""deny logon through Terminal Services"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeDenyRemoteInteractiveLogonRight setting in by Local or Group Policy  ,,CCE-108,User Right deny logon terminal service (CID:738),Deny logon through Terminal Services: Everyone,4.2.17 Deny logon through Terminal Service,,,"Deny logon through Terminal Services Table: 4.19 Value: Everyone, not defined",DenyLogonThroughTerminalServices,oval:gov.nist.1:def:178,DenyLogonThroughTerminalServices-Guests,oval:gov.nist.fdcc.xp:def:1781,,,,
CCE-2960-3,"The ""perform volume maintenance tasks"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeManageVolumePrivilege setting in by Local or Group Policy  ,,CCE-314,User Right perform volume maintenance (CID:739),Perform volume maintenance tasks: Administrators,4.2.29 Perform volume maintenance tasks,,,Profile volume maintenance tasks Table: 4.31 Value: Administrators,PerformVolumeMaintenanceTasks,oval:gov.nist.1:def:189,PerformVolumeMaintenanceTasks_Administrators,oval:gov.nist.fdcc.xp:def:189,,,,
CCE-2466-1,"The ""reset account lockout counter after"" policy should meet minimum requirements.  ",(1) number of minutes,(1) defined by Local or Group Policy  ,,CCE-733,Lockout Reset (CID:45),Reset account lockout counter after (15 min.),2.2.3.3 Reset Account Lockout After,,,Reset account lockout counter after Table: 2.3 value: 15,AccountLockoutReset,oval:gov.nist.1:def:26,account_lockout_reset,oval:gov.nist.fdcc.xp:def:26,,,,
CCE-2928-0,"The ""account lockout duration"" policy should meet minimum requirements.  ",(1) number of minutes,(1) defined by Local or Group Policy  ,,CCE-980,Lockout Duration (CID:44),Account lockout duration (15 minutes),2.2.3.1 Account Lockout Duration,,,Account lockout duration Table: 2.1 Value: 15,AccountLockoutDuration,oval:gov.nist.1:def:23,account_lockout_duration,oval:gov.nist.fdcc.xp:def:23,,,,
CCE-2986-8,"The ""account lockout threshold"" policy should meet minimum requirements.  ",(1) number of attempts,(1) defined by Local or Group Policy  ,,CCE-658,Lockout Count (CID:43),Account lockout threshold (3 invalid attempts),2.2.3.2 Account Lockout Threshold,,,"Account lockout threshold Table: 2.2 Value: 10, 50",AccountLockoutThreshold,oval:gov.nist.1:def:24,account_lockout_threshold,oval:gov.nist.fdcc.xp:def:24,,,,
CCE-2867-0,"Auditing of ""account logon"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2628,Account logon auditing (CID:49),"Audit account logon events (Success, Failure)",2.2.1.1 Audit Account Logon Events,,,"Audit account logon events Table: 3.1 Value: success, success and failure ",AuditAccountLogin,oval:gov.nist.1:def:27,AuditAccountLogonEvents,oval:gov.nist.fdcc.xp:def:27,,,,
CCE-3008-0,"Auditing of ""account logon"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2543,Account logon auditing (CID:49),"Audit account logon events (Success, Failure)",2.2.1.1 Audit Account Logon Events,,,"Audit account logon events Table: 3.1 Value: success, success and failure ",AuditAccountLogin,oval:gov.nist.1:def:27,AuditAccountLogonEvents,oval:gov.nist.fdcc.xp:def:27,,,,
CCE-2902-5,"Auditing of ""account management"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2000,Account management auditing (CID:51),"Audit account management (Success, Failure)",2.2.1.2 Audit Account Management,,,"Audit account management Table: 3.2 Value success, failure",AuditAccountManagement,oval:gov.nist.1:def:29,AuditAccountManagement,oval:gov.nist.fdcc.xp:def:29,,,,
CCE-2906-6,"Auditing of ""account management"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-1646,Account management auditing (CID:51),"Audit account management (Success, Failure)",2.2.1.2 Audit Account Management,,,"Audit account management Table: 3.2 Value success, failure",AuditAccountManagement,oval:gov.nist.1:def:29,AuditAccountManagement,oval:gov.nist.fdcc.xp:def:29,,,,
CCE-2933-0,"Auditing of ""directory service access"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2118,,Audit directory service access (No auditing),2.2.1.3 Audit Directory Service Access,,,Audit directory service acces Table: 3.3 Value: not defined,Not applicable,Not applicable,AuditDirectoryServiceAccess,oval:gov.nist.fdcc.xp:def:30,,,,
CCE-2206-1,"Auditing of ""directory service access"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2390,,Audit directory service access (No auditing),2.2.1.3 Audit Directory Service Access,,,Audit directory service acces Table: 3.3 Value: not defined,Not applicable,Not applicable,AuditDirectoryServiceAccess,oval:gov.nist.fdcc.xp:def:30,,,,
CCE-2100-6,"Auditing of ""logon"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy ,,CCE-1686,logon auditing (CID:53),"Audit logon events (Success, Failure)",2.2.1.4 Audit Logon Events,,,"Audit logon events Table: 3.4 Value: success, success and failure",AuditLogonEvents,oval:gov.nist.1:def:32,AuditLogonEvents,oval:gov.nist.fdcc.xp:def:32,,,,
CCE-2343-2,"Auditing of ""logon"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy ,,CCE-1744,logon auditing (CID:53),"Audit logon events (Success, Failure)",2.2.1.4 Audit Logon Events,,,"Audit logon events Table: 3.4 Value: success, success and failure",AuditLogonEvents,oval:gov.nist.1:def:32,AuditLogonEvents,oval:gov.nist.fdcc.xp:def:32,,,,
