Unnamed: 0,Last modified: 2009-05-15,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CCE-3318-3,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\controlset009 should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-809,4.4.2.13 HKLM\System\ControlSet00x - Administrators Full; System: Full; Creator Owner: Full; Users: Read,Registry ACL Check controlset009,
CCE-3882-8,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\controlset010 should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-99,4.4.2.13 HKLM\System\ControlSet00x - Administrators Full; System: Full; Creator Owner: Full; Users: Read,Registry ACL Check controlset010,
CCE-3521-2,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\SecurePipeServers\winreg should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-934,4.4.2.14 HKLM\System\CurrentControlSet\Control\SecurePipeServers\WinReg – Administrators: Full,Winreg ACL,
CCE-2932-2,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Wmi\Security should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-53,4.4.2.15 HKLM\System\CurrentControlSet\Control\WMI\Security – Administrators: Full; System: Full; Creator Owner: Full(this key and subkeys),Registry ACL Check Security,
CCE-3651-7,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-269,4.4.2.16 HKLM\System\CurrentControlSet\Enum - (Do not allow permissions on this key to be replaced),,
CCE-3210-2,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Hardware Profiles should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-960,4.4.2.17 HKLM\System\CurrentControlSet\Hardware Profiles – Administrators Full; System: Full; Creator Owner: Full;Users: Read,Registry ACL Check Hardware Profiles,
CCE-3466-0,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Parameters\PermittedManagers should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-330,4.4.2.18 HKLM\System\CurrentControlSet\Services\SNMP\Parameters\PermittedManagers - Administrators Full; System: Full;Creator Owner: Full,Registry ACL Check Permitted Managers,
CCE-2978-5,The required permissions for the registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Parameters\ValidCommunities should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-594,4.4.2.19 HKLM\System\CurrentControlSet\Services\SNMP\Parameters\ValidCommunities - Administrators Full; System: Full;Creator Owner: Full,Registry ACL Check ValidCommunities,
CCE-3957-8,The required permissions for the registry key HKEY_USERS\.DEFAULT  should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-127,4.4.2.20 HKU\.Default - Administrators Full; System: Full; Creator Owner: Full; Users: Read,Registry ACL Check Default,
CCE-3961-0,The required permissions for the registry key HKEY_USERS\.DEFAULT\Software\Microsoft\NetDDE should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-483,4.4.2.21 HKU\.Default\Software\Microsoft\NetDDE - Administrators Full; System: Full,Registry ACL Check NetDDE,
CCE-3732-5,The required permissions for the registry key HKEY_USERS\.DEFAULT\Software\Microsoft\Protected Storage System Provider should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-796,4.4.2.22 HKU\.Default\Software\Microsoft\Protected Storage System Provider – No entries,,
CCE-3737-4,The required permissions for the registry key HKEY_CLASSES_ROOT should be assigned.  ,"(1) set of accounts 
(2) list of permissions 
(3) applicability",(1) defined by the object's DACL  ,,CCE-845,?,Registry ACL Check CLASSES_ROOT,
CCE-3503-0,"The ""deny access to this computer from the network"" user right should be assigned to the correct accounts.",(1) set of accounts,(1) defined by the SeDenyNetworkLogonRight setting in Local or Group Policy  ,,CCE-898,4.2.11 Deny access to this computer from the network: Guests,User Right Check deny access from network,
CCE-3917-2,"The ""access this computer from the network"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined by the SeNetworkLogonRight setting in Local or Group Policy  ,,CCE-532,"4.2.1 Access this computer from the network: Users, Administrators (or none)",User Right Check Network Logon,
CCE-3736-6,"The ""act as part of the operating system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeTcbPrivilege setting in by Local or Group Policy  ,,CCE-162,4.2.2 Act as part of the operating system: None,User Right Check Act as OS,
CCE-3393-6,"The ""back up files and directories"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeBackupPrivilege setting in by Local or Group Policy  ,,CCE-931,4.2.4 Back up files and directories: Administrators,User Right Check Backup,
CCE-3653-3,"The ""bypass traverse checking"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeChangeNotifyPrivilege setting in by Local or Group Policy  ,,CCE-376,4.2.5 Bypass traverse checking: Users,User Right Check Bypass Traverse checking,
CCE-3296-1,"The ""change the system time"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSystemTimePrivilege setting in by Local or Group Policy  ,,CCE-799,4.2.6 Change the system time: Administrators,User Right Check change system time,
CCE-3943-8,"The ""create a pagefile"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeCreatePagefilePrivilege setting in by Local or Group Policy  ,,CCE-895,4.2.7 Create a pagefile: Administrators,User Right Check create pagefile,
CCE-3860-4,"The ""Create a token object"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeCreateTokenPrivilege setting in by Local or Group Policy  ,,CCE-926,4.2.8 Create a token object: None,User Right Check create token object,
CCE-3767-1,"The ""create permanent shared objects"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeCreatePermanentPrivilege setting in by Local or Group Policy  ,,CCE-335,4.2.9 Create permanent shared objects: None,User Right Check create permanent shared objects,
CCE-3772-1,"The ""debug programs"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeDebugPrivilege setting in by Local or Group Policy  ,,CCE-842,4.2.10 Debug Programs: None,User Right Check debug programs,
CCE-3904-0,"The ""force shutdown from a remote system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeRemoteShutdownPrivilege setting in by Local or Group Policy  ,,CCE-754,4.2.16 Force shutdown from a remote system: Administrators,User Right Check remote shutdown,
CCE-3811-7,"The ""generate security audits"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeAuditPrivilege setting in by Local or Group Policy  ,,CCE-939,4.2.17 Generate security audits: None,User Right Check generate security audits,
CCE-3688-9,"The ""adjust memory quotas for a process"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeIncreaseQuotaPrivilege setting in by Local or Group Policy  ,,CCE-807,4.2.18 Increase quotas: Administrators,User Right Check increase quotas,
CCE-3630-1,"The ""increase scheduling priority"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeIncreaseBasePriorityPrivilege setting in by Local or Group Policy  ,,CCE-349,4.2.19 Increase scheduling priority: Administrators,User Right Check increase scheduling priority,
CCE-3798-6,"The ""load and unload device drivers"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeLoadDriverPrivilege setting in by Local or Group Policy  ,,CCE-860,4.2.20 Load and unload device drivers: Administrators,User Right Check load and unload device drivers,
CCE-3317-5,"The ""lock pages in memory"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeLockMemoryPrivilege setting in by Local or Group Policy  ,,CCE-749,4.2.21 Lock pages in memory: None,User Right Check lock pages in memory,
CCE-3965-1,"The ""log on as a batch job"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeBatchLogonRight setting in by Local or Group Policy  ,,CCE-177,4.2.22 Log on as a batch job: None,User Right Check log on as a batch job,
CCE-3877-8,"The ""log on as a service"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeServiceLogonRight setting in by Local or Group Policy  ,,CCE-216,4.2.23 Log on as a service: None,User Right Check log on as a service job,
CCE-3238-3,"The ""log on locally"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeInteractiveLogonRight setting in by Local or Group Policy  ,,CCE-965,"4.2.24 Log on locally: Users, Administrators (further restriction allowable)",User Right Check log on locally,
CCE-3507-1,"The ""manage auditing and security log"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSecurityPrivilege setting in by Local or Group Policy  ,,CCE-850,4.2.25 Manage auditing and security log: Administrators,Manage Auditing and Security Logs on a Member Server,
CCE-3903-2,"The ""modify firmware environment values"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSystemEnvironmentPrivilege setting in by Local or Group Policy  ,,CCE-17,4.2.26 Modify firmware environment values: Administrators,User Right Check modify firmware,
CCE-3926-3,"The ""profile single process"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeProfileSingleProcessPrivilege setting in by Local or Group Policy  ,,CCE-260,4.2.27 Profile single process: Administrators,User Right Check Profile single process,
CCE-3445-4,"The ""profile system performance"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSystemProfilePrivilege setting in by Local or Group Policy  ,,CCE-599,4.2.28 Profile system performance: Administrators,User Right Check Profile system performance,
CCE-3829-9,"The ""remove computer from docking station"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeUndockPrivilege setting in by Local or Group Policy  ,,CCE-656,"4.2.29 Remove computer from docking station: Users, Administrators",User Right Check undock ,
CCE-3970-1,"The ""replace a process-level token"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeAssignPrimaryTokenPrivilege setting in by Local or Group Policy  ,,CCE-667,4.2.30 Replace a process level token: None,User Right replace process token ,
CCE-3912-3,"The ""restore files and directories"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeRestorePrivilege setting in by Local or Group Policy  ,,CCE-553,4.2.31 Restore files and directories: Administrators,User Right restore,
CCE-3934-7,"The ""shut down the system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeShutdownPrivilege setting in by Local or Group Policy  ,,CCE-839,"4.2.32 Shut down the system: Users, Administrators",User Right shut down,
CCE-3471-0,"The ""take ownership of files or other objects"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeTakeOwnershipPrivilege setting in by Local or Group Policy  ,,CCE-492,4.2.34 Take ownership of file or other objects: Administrators,User Right take ownership,
CCE-3850-5,"The ""synchronize directory service data"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeSynchAgentPrivilege setting in by Local or Group Policy  ,,CCE-381,4.2.33 Synchronize directory service data: Not Applicable,User Right synch directory,
CCE-3489-2,"The ""deny logon locally"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeDenyInteractiveLogonRight setting in by Local or Group Policy  ,,CCE-64,4.2.14 Deny logon locally: None by default (others allowable as appropriate),User Right Check deny logon locally,
CCE-3282-1,"The ""enable computer and user accounts to be trusted for delegation"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeEnableDelegationPrivilege setting in by Local or Group Policy  ,,CCE-15,4.2.15 Enable computer and user accounts to be trusted for delegation: Not Applicable,User Right Check allow trust for delegation,
CCE-3542-8,"The ""add workstations to domain"" user right should be assigned to the correct accounts.  ",(1) set of accounts,(1) defined the SeMachineAccountPrivilege setting in by Local or Group Policy  ,,CCE-183,4.2.3 Add workstations to domain: Not applicable,User Right Check Add wkstn to domain,
CCE-3687-1,"The ""reset account lockout counter after"" policy should meet minimum requirements.  ",(1) number of minutes,(1) defined by Local or Group Policy  ,,CCE-733,Reset Account Lockout After: 15 Minutes (minimum),Lockout Reset (15),
CCE-3960-2,"The ""account lockout duration"" policy should meet minimum requirements.  ",(1) number of minutes,(1) defined by Local or Group Policy  ,,CCE-980,Account Lockout Duration: 15 Minutes (minimum),Lockout Duration (15),
CCE-3229-2,"The ""account lockout threshold"" policy should meet minimum requirements.  ",(1) number of attempts,(1) defined by Local or Group Policy  ,,CCE-658,Account Lockout Threshold: 3 Bad Login Attempts (maximum),Lockout Count (3),
CCE-3859-6,"Auditing of ""account logon"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2628,Audit Account Logon Events: Success and Failure,Account logon auditing,
CCE-3881-0,"Auditing of ""account logon"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2543,Audit Account Logon Events: Success and Failure,Account logon auditing,
CCE-3753-1,"Auditing of ""account management"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2000,Audit Account Management: Success and Failure,Account management auditing,
CCE-3885-1,"Auditing of ""account management"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-1646,Audit Account Management: Success and Failure,Account management auditing,
CCE-3907-3,"Auditing of ""logon"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy ,,CCE-1686,Audit Logon Events: Success and Failure,logon auditing,
CCE-3678-0,"Auditing of ""logon"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy ,,CCE-1744,Audit Logon Events: Success and Failure,logon auditing,
CCE-3313-4,"Auditing of ""object access"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2640,Audit Object Access: Failure (minimum),object access auditing,
CCE-3846-3,"Auditing of ""object access"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-1991,Audit Object Access: Failure (minimum),object access auditing,
CCE-3366-2,"Auditing of ""policy change"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2412,Audit Policy Change: Failure (minimum),policy change auditing,
CCE-2995-9,"Auditing of ""policy change"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2347,Audit Policy Change: Failure (minimum),policy change auditing,
CCE-3779-6,"Auditing of ""privilege use"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2431,Audit Privilege Use: Failure (minimum),priv use auditing,
CCE-3925-5,"Auditing of ""privilege use"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2584,Audit Privilege Use: Failure (minimum),priv use auditing,
CCE-3215-1,"Auditing of ""process tracking"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2529,Audit Process Tracking: Not Defined,?,
CCE-3911-5,"Auditing of ""process tracking"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2617,Audit Process Tracking: Not Defined,?,
CCE-3792-9,"Auditing of ""system"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2420,Audit System Events: Success and Failure,System Event auditing,
CCE-3937-0,"Auditing of ""system"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-1680,Audit System Events: Success and Failure,System Event auditing,
CCE-3959-4,"The ""Allow System to be Shut Down Without Having to Log On"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-396,Allow System to be Shut Down Without Having to Log On,?,
CCE-3470-2,"The ""Decoy Admin Account Not Disabled"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-916,?,"Decoy Admin, Account Exists",
CCE-3880-2,"The ""restrict guest access to application log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\RestrictGuestAccess 
(2) defined by Group Policy  ",,CCE-299,Application Log: Restrict Guest Access to Logs: Enabled,Anonymous Access to the Application Event Log value,
CCE-3775-4,The application log maximum size should be configured correctly..  ,(1) size of file,"(1) defined by the Windows Event Log 
(2) defined by Group Policy 
(3) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\MaxSize  ",,CCE-185,Application Log: Maximum Event Log Size: 80 Mb (minimum),Application Event Log size key value,
CCE-3797-8,"The ""when maximum log size is reached"" property should be set correctly for the Application log.  ",(1)  type of retention,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention 
(2) defined by Group Policy  ",,CCE-285,Application Log: Log Retention Method: “Overwrite Events As Needed”,Application Event Log retention key value,
CCE-3444-7,"If the Application log's retention method is set to ""Overwrite events by days,"" an appropriate value should be set for the number of days' logs to keep.",(1) number of days,,,CCE-951,,Application Event Log retention key value,
CCE-3964-4,"The ""restrict guest access to security log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Security\RestrictGuestAccess 
(2) defined by Group Policy  ",,CCE-462,Security Log: Restrict Guest Access to Logs: Enabled,Anonymous Access to the Security Event Log value,
CCE-3096-5,The security log maximum size should be configured correctly..  ,(1) size of file,"(1) defined by the Windows Event Log 
(2) defined by Group Policy 
(3) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Security\MaxSize  ",,CCE-757,Security Log: Maximum Event Log Size: 80 Mb (minimum),Security Event Log size key value,
CCE-3589-9,"The ""when maximum log size is reached"" property should be set correctly for the Security log.  ",(1) type of retention,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention 
(2) defined by Group Policy  ",,CCE-523,Security Log: Log Retention Method: “Overwrite Events As Needed”,Security Event Log retention key value,
CCE-3968-5,"If the Security log's retention method is set to ""Overwrite events by days,"" an appropriate value should be set for the number of days' logs to keep.",(1) number of days,,,CCE-682,,Security Event Log retention key value,
CCE-3990-9,"The ""restrict guest access to system log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\System\RestrictGuestAccess 
(2) defined by Group Policy  ",,CCE-726,System Log: Restrict Guest Access to Logs: Enabled,Anonymous Access to the System Event Log value,
CCE-3889-3,The system log maximum size should be configured correctly..  ,(1) size of file,"(1) defined by the Windows Event Log 
(2) defined by Group Policy 
(3) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\System\MaxSize  ",,CCE-735,System Log: Maximum Event Log Size: 80 Mb (minimum),System Event Log size key value,
CCE-3805-9,"The ""when maximum log size is reached"" property should be set correctly for the System log.  ",(1) type of retention,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention 
(2) defined by Group Policy  ",,CCE-664,System Log: Log Retention Method: “Overwrite Events As Needed”,System Event Log retention key value,
CCE-3823-2,"If the System log's retention method is set to ""Overwrite events by days,"" an appropriate value should be set for the number of days' logs to keep.",(1) number of days,,,CCE-210,,System Event Log retention key value,
CCE-3827-3,"The ""maximum password age"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-871,All passwords are no more than 90 days old (maximum).,Maximum Password Age (90),
CCE-3224-3,"The ""minimum password age"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-324,Minimum Password Age: 1 day,Minimum Password Age,
CCE-3228-4,"The ""minimum password length"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-100,All passwords are at least 8 characters long (minimum).,Password Length (8),
CCE-3986-7,The correct password filtering DLL should be installed.  ,"(1) file name 
(2) version 
(3) file size 
(4) file hash",(1) determined by the local filesystem  ,,CCE-514,?,Check for Enpasflt.dll,
CCE-3042-9,"The ""password must meet complexity requirments"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-633,Password Complexity: Enabled,EnPasFlt Check,
CCE-3588-1,"The ""enforce password history"" policy should meet minimum requirements.  ",(1) number of passwords remembered,(1) defined by Local or Group Policy  ,,CCE-60,Password History: 24 Passwords Remembered,Password History (24),
CCE-3852-1,"The ""store password using reversible encryption for all users in the domain"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-479,Store Passwords using Reversible Encryption: Disabled,Reversible Pwd Encryption,
CCE-3372-0,The startup type of the Alerter service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Alerter\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-487,4.1.1 Alerter – Disabled,?,
CCE-3892-7,The startup type of the ClipBook service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\ClipSrv\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-954,4.1.2 Clipbook – Disabled,?,
CCE-4041-0,The startup type of the Computer Browser service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Browser\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-294,4.1.3 Computer Browser – Disabled,Computer Browser Disabled,
CCE-3059-3,The startup type of the Fax service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Fax\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-78,4.1.4 Fax Service – Disabled,?,
CCE-3830-7,The startup type of the FTP Publishing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\MSFTPSVC\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-712,4.1.5 FTP Publishing Service – Disabled,?,
CCE-3835-6,The startup type of the IIS Admin service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\IISADMIN\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-311,4.1.6 IIS Admin Service – Disabled,?,
CCE-3738-2,The startup type of the Messenger service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Messenger\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-729,4.1.8 Messenger – Disabled,?,
CCE-4035-2,The startup type of the NetMeeting Remote Desktop Sharing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\mnmsrvc\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-232,4.1.9 NetMeeting Remote Desktop Sharing – Disabled,NetMeeting Remote Desktop Sharing Disabled,
CCE-3554-3,The startup type of the Internet Connection Sharing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-672,4.1.7 Internet Connection Sharing – Disabled,,
CCE-3572-5,The startup type of the Remote Registry service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RemoteRegistry\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-73,4.1.10 Remote Registry Service – Disabled,?,
CCE-3973-5,The startup type of the Routing and Remote Access service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RemoteAccess\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-223,4.1.11 Routing and Remote Access – Disabled,Remote Access Auto Connection Manager Disabled,
CCE-3995-8,The startup type of the Remote Shell service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RshSvc\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-522,?,Remote Shell Service,
CCE-3515-4,The startup type of the Simple TCP/IP service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SIMPTCP\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-531,?,Simple TCP/IP Service,
CCE-3643-4,The startup type of the Simple Mail Transport Protocol (SMTP) service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SMTPSVC\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-870,4.1.12 Simple Mail Transfer Protocol (SMTP) – Disabled,?,
CCE-3524-6,The startup type of the SNMP Service service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-975,4.1.13 Simple Network Management Protocol (SNMP) Service – Disabled,?,
CCE-3819-0,The startup type of the SNMP Trap Service service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMPTRAP\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-892,4.1.14 Simple Network Management Protocol (SNMP) Trap – Disabled,?,
CCE-3951-1,The startup type of the Telnet service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\TlntSvr\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-75,4.1.15 Telnet – Disabled,Telnet Disabled,
CCE-3722-6,The startup type of the World Wide Web Publishing service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-758,4.1.16 World Wide Web Publishing Services – Disabled,?,
CCE-3634-3,The startup type of the Automatic Update service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\wuauserv 
(2) HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WindowsUpdate\AU\NoAutoUpdate 
(3) defined by the Services Administrative Tool 
(4) definied by Group Policy  ",,CCE-559,4.1.17 Automatic Updates – Not Defined,,
CCE-3721-8,The startup type of the Background Intelligent Transfer Service (BITS) service should be correct.  ,(1) disabled/manual/automatic,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\BITS\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-445,4.1.18 Background Intelligent Transfer Service – Not Defined,,
