CCE,Name,Check_Fix,Rationale,Severity,RuleID,SLE,NIST.800.53r4,NIST.800.171,NIST.CFS1.1,SRG,DISA.STIG,SV,CCI,CIS,PCI.DSS,HIPAA,COBIT,ISO.27002,IEC.62443,BP,OTHER
CCE-85669-0,Set GNOME3 Screensaver Inactivity Timeout [ref],"The idle time-out value for inactivity in the GNOME3 desktop is configured via the idle-delay setting must be set under an appropriate configuration file(s) in the /etc/dconf/db/local.d directory and locked in /etc/dconf/db/local.d/locks directory to prevent user modification. For example, to configure the system for a 15 minute delay, add the following to /etc/dconf/db/local.d/00-security-settings: [org/gnome/desktop/session] idle-delay=uint32 900 Once the setting has been added, add a lock to /etc/dconf/db/local.d/locks/00-security-settings-lock to prevent user modification. For example: /org/gnome/desktop/session/idle-delay After the settings have been set, run dconf update.","A session time-out lock is a temporary action taken when a user stops work and moves away fromthe immediate physical vicinity of the information system but does not logout because of thetemporary nature of the absence. Rather than relying on the user to manually lock their operatingsystem session prior to vacating the vicinity, GNOME3 can be configured to identify whena user's session has idled and take action to initiate a session lock.",medium,content_rule_dconf_gnome_screensaver_idle_delay,SLES-15-010120,"AC-11(a),AC-11.1,(ii)","3.1.10,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9",PR.AC-7,SRG-OS-000029-GPOS-00010,,SV-234812r622137_rule,CCI-000057,"1,12,15,16",,,"DSS05.04,DSS05.10,DSS06.10","A.9.2.1,A.9.2.4,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.5,SR,1.7,SR,1.8,SR,1.9",,"5.5.5,FMT_MOF_EXT.1,Req-8.1.8"
CCE-85766-4,Enable GNOME3 Screensaver Lock After Idle Period [ref],"To activate locking of the screensaver in the GNOME3 desktop when it is activated, run the following command to configure the SUSE operating system to allow the user to lock the GUI: gsettings set org.gnome.desktop.lockdown disable-lock-screen false Validate that disable-lock-screen has been set to false with the command: gsettings get org.gnome.desktop.lockdown disable-lock-screen",A session lock is a temporary action taken when a user stops work and moves away from the immediate physical vicinityof the information system but does not want to logout because of the temporary nature of the absense.,medium,content_rule_dconf_gnome_screensaver_lock_enabled,SLES-15-010100,CM-6(a),"3.1.10,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9",PR.AC-7,"SRG-OS-000028-GPOS-00009,SRG-OS-000030-GPOS-00011",,SV-234810r622137_rule,"CCI-000056,CCI-000058,CCI-000060","1,12,15,16",,,"DSS05.04,DSS05.10,DSS06.10","A.9.2.1,A.9.2.4,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.5,SR,1.7,SR,1.8,SR,1.9",,"5.5.5,FMT_MOF_EXT.1,Req-8.1.8"
CCE-85715-1,Implement Blank Screensaver [ref],"On SUSE users should set the screensaver to use publicly viewable images or blank screen by doing the following: Find the Settings menu and then navigate to the Background selection section - Click ""Activities"" on the top left. - Click ""Show Applications"" at the bottom of the Activities menu. - Click the ""Settings"" icon. - Click ""Background"" from left hand menu. - Select image and set the Lock Screen image to the user's choice. - Exit Settings Dialog. To set the screensaver mode in the GNOME3 desktop to a blank screen, add or set picture-uri to string '' in /etc/dconf/db/local.d/00-security-settings. For example: [org/gnome/desktop/screensaver] picture-uri='' Once the settings have been added, add a lock to /etc/dconf/db/local.d/locks/00-security-settings-lock to prevent user modification. For example: /org/gnome/desktop/screensaver/picture-uri After the settings have been set, run dconf update.",Setting the screensaver mode to blank-only conceals thecontents of the display from passersby.,medium,content_rule_dconf_gnome_screensaver_mode_blank,SLES-15-010140,"AC-11(1),AC-11(1).1,CM-6(a)","3.1.10,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9",PR.AC-7,SRG-OS-000031-GPOS-00012,,SV-234814r622137_rule,CCI-000060,"1,12,15,16",,,"DSS05.04,DSS05.10,DSS06.10","A.9.2.1,A.9.2.4,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.5,SR,1.7,SR,1.8,SR,1.9",,"5.5.5,FMT_MOF_EXT.1,Req-8.1.8"
CCE-83288-1,Make sure that the dconf databases are up-to-date with regards to respective keyfiles [ref],"By default, DConf uses a binary database as a data backend. The system-level database is compiled from keyfiles in the /etc/dconf/db/ directory by the dconf update command.","Unlike text-based keyfiles, the binary database is impossible to check by OVAL.Therefore, in order to evaluate dconf configuration, both have to be true at the same time -configuration files have to be compliant, and the database needs to be more recent than those keyfiles,which gives confidence that it reflects them.",high,content_rule_dconf_db_up_to_date,,,,,SRG-OS-000480-GPOS-00227,,,,,,"164.308(a)(1)(ii)(B),164.308(a)(5)(ii)(A)",,,,,
CCE-83290-7,Ensure gpgcheck Enabled In Main zypper Configuration [ref],"The gpgcheck option controls whether RPM packages' signatures are always checked prior to installation. To configure zypper to check package signatures before installing them, ensure the following line appears in /etc/zypp/zypp.conf in the [main] section: gpgcheck=1","Changes to any software components can have significant effects on theoverall security of the operating system. This requirement ensures thesoftware has not been tampered with and that it has been provided by atrusted vendor.Accordingly, patches, service packs, device drivers, or operating systemcomponents must be signed with a certificate recognized and approved by theorganization.Verifying the authenticity of the software prior to installationvalidates the integrity of the patch or upgrade received from a vendor.This ensures the software has not been tampered with and that it has beenprovided by a trusted vendor. Self-signed certificates are disallowed bythis requirement. Certificates used to verify the software must be from anapproved Certificate Authority (CA).",high,content_rule_ensure_gpgcheck_globally_activated,SLES-15-010430,"CM-5(3),CM-6(a),CM-11(a),CM-11(b),SA-12,SC-12,SC-12(3),SI-7","3.4.8,4.3.4.3.2,4.3.4.3.3,4.3.4.4.4","PR.DS-6,PR.DS-8,PR.IP-1","SRG-OS-000366-GPOS-00153,SRG-OS-000366-VMM-001430,SRG-OS-000370-VMM-001460,SRG-OS-000404-VMM-001650",,SV-234852r622137_rule,CCI-001749,"2,3,9,11",,"164.308(a)(1)(ii)(D),164.312(b),164.312(c)(1),164.312(c)(2),164.312(e)(2)(i)","APO01.06,BAI03.05,BAI06.01,BAI10.01,BAI10.02,BAI10.03,BAI10.05,DSS06.02","A.11.2.4,A.12.1.2,A.12.2.1,A.12.5.1,A.12.6.2,SA-12(10),A.14.1.2,A.14.1.3,A.14.2.2,A.14.2.3,A.14.2.4","SR,3.1,SR,3.3,SR,3.4,SR,3.8,SR,7.6",BP28(R15),"5.10.4.1,FPT_TUD_EXT.1,FPT_TUD_EXT.2,Req-6.2,1.2.3"
CCE-85797-9,Ensure gpgcheck Enabled for All zypper Package Repositories [ref],"To ensure signature checking is not disabled for any repos, remove any lines from files in /etc/yum.repos.d of the form: gpgcheck=0","Verifying the authenticity of the software prior to installation validatesthe integrity of the patch or upgrade received from a vendor. This ensuresthe software has not been tampered with and that it has been provided by atrusted vendor. Self-signed certificates are disallowed by thisrequirement. Certificates used to verify the software must be from anapproved Certificate Authority (CA).""",high,content_rule_ensure_gpgcheck_never_disabled,,"CM-5(3),CM-6(a),CM-11(a),CM-11(b),SA-12,SC-12,SC-12(3),SI-7","3.4.8,4.3.4.3.2,4.3.4.3.3,4.3.4.4.4","PR.DS-6,PR.DS-8,PR.IP-1","SRG-OS-000366-GPOS-00153,SRG-OS-000366-VMM-001430,SRG-OS-000370-VMM-001460,SRG-OS-000404-VMM-001650",,,CCI-001749,"2,3,9,11",,"164.308(a)(1)(ii)(D),164.312(b),164.312(c)(1),164.312(c)(2),164.312(e)(2)(i)","APO01.06,BAI03.05,BAI06.01,BAI10.01,BAI10.02,BAI10.03,BAI10.05,DSS06.02","A.11.2.4,A.12.1.2,A.12.2.1,A.12.5.1,A.12.6.2,SA-12(10),A.14.1.2,A.14.1.3,A.14.2.2,A.14.2.3,A.14.2.4","SR,3.1,SR,3.3,SR,3.4,SR,3.8,SR,7.6",BP28(R15),"5.10.4.1,FPT_TUD_EXT.1,FPT_TUD_EXT.2,Req-6.2,1.2.3"
CCE-85796-1,Ensure SUSE GPG Key Installed [ref],"To ensure the system can cryptographically verify base software packages come from SUSE (and to connect to the SUSE to receive them), the SUSE GPG key must properly be installed. To install the SUSE GPG key, run: $ sudo zypper install suse-build-key If the system is not connected to the Internet or an RHN Satellite, then install the SUSE GPG key from trusted media such as the SUSE installation CD-ROM or DVD. Assuming the disc is mounted in /media/cdrom, use the following command as the root user to import it into the keyring: $ sudo rpm --import /media/cdrom/content.key or $ sudo rpm --import /media/cdrom/repodata/repomd.xml.key Alternatively, the key may be pre-loaded during the SUSE installation. In such cases, one can use the repository cache files to install the key, for example by running the following command: sudo rpm --import /var/cache/zypp/raw/Basesystem_Module_15_SP2_x86_64:SLE-Module-Basesystem15-SP2-Pool/repodata/repomd.xml.key",Changes to software components can have significant effects on the overallsecurity of the operating system. This requirement ensures the software hasnot been tampered with and that it has been provided by a trusted vendor.The SUSE GPG key is necessary to cryptographically verify packages arefrom SUSE.,high,content_rule_ensure_suse_gpgkey_installed,,"CM-5(3),CM-6(a),SC-12,SC-12(3),SI-7","CIP-003-3,R4.2,CIP-003-3,R6,3.4.8,4.3.4.3.2,4.3.4.3.3,4.3.4.4.4","PR.DS-6,PR.DS-8,PR.IP-1","SRG-OS-000366-GPOS-00153,SRG-OS-000366-VMM-001430,SRG-OS-000370-VMM-001460,SRG-OS-000404-VMM-001650",,,CCI-001749,"2,3,9,11",,"164.308(a)(1)(ii)(D),164.312(b),164.312(c)(1),164.312(c)(2),164.312(e)(2)(i)","APO01.06,BAI03.05,BAI06.01,BAI10.01,BAI10.02,BAI10.03,BAI10.05,DSS06.02","A.11.2.4,A.12.1.2,A.12.2.1,A.12.5.1,A.12.6.2,A.14.1.2,A.14.1.3,A.14.2.2,A.14.2.3,A.14.2.4","SR,3.1,SR,3.3,SR,3.4,SR,3.8,SR,7.6",BP28(R15),"5.10.4.1,CIP-007-3,R4,CIP-007-3,R4.1,CIP-007-3,R4.2,CIP-007-3,R5.1,FPT_TUD_EXT.1,FPT_TUD_EXT.2,Req-6.2"
CCE-83261-8,Ensure Software Patches Installed [ref],"If the system is configured for online updates, invoking the following command will list available security updates: $ sudo zypper refresh && sudo zypper list-patches -g security NOTE: U.S. Defense systems are required to be patched within 30 days or sooner as local policy dictates.","Installing software updates is a fundamental mitigation againstthe exploitation of publicly-known vulnerabilities. If the mostrecent security patches and updates are not installed, unauthorizedusers may take advantage of weaknesses in the unpatched software. Thelack of prompt attention to patching could result in a system compromise.",high,content_rule_security_patches_up_to_date,SLES-15-010010,"CM-6(a),SI-2(5),SI-2(c)",4.2.3.12,"ID.RA-1,PR.IP-12","SRG-OS-000480-GPOS-00227,SRG-OS-000480-VMM-002000",,SV-234802r622137_rule,"CCI-000366,CCI-001227","4,18,20",,,"APO12.01,APO12.02,APO12.03,APO12.04,BAI03.10,DSS05.01,DSS05.02","A.12.6.1,A.14.2.3,A.16.1.3,A.18.2.2,A.18.2.3",,BP28(R08),"5.10.4.1,4.2.3,4.2.3.7,4.2.3.9,FMT_MOF_EXT.1,Req-6.2"
CCE-85678-1,Limit Password Reuse [ref],"Do not allow users to reuse recent passwords. This can be accomplished by using the remember option for the pam_unix or pam_pwhistory PAM modules. In the file /etc/pam.d/system-auth, append remember=5 to the line which refers to the pam_unix.so or pam_pwhistory.somodule, as shown below: for the pam_unix.so case: password sufficient pam_unix.so ...existing_options... remember=5 for the pam_pwhistory.so case: password requisite pam_pwhistory.so ...existing_options... remember=5 The DoD STIG requirement is 5 passwords.",Preventing re-use of previous passwords helps ensure that a compromised password is not re-used by a user.,medium,content_rule_accounts_password_pam_unix_remember,SLES-15-020250,,"4.3.3.2.2,4.3.3.5.1,4.3.3.5.2,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9,4.3.3.7.2,4.3.3.7.4,3.5.8","PR.AC-1,PR.AC-6,PR.AC-7","SRG-OS-000077-GPOS-00045,SRG-OS-000077-VMM-000440",,SV-234894r622137_rule,CCI-000200,"1,5,12,15,16",,,"DSS05.04,DSS05.05,DSS05.07,DSS05.10,DSS06.03,DSS06.10","IA-5(1)(e),IA-5(1).1(v),A.7.1.1,A.9.2.1,A.9.2.2,A.9.2.3,A.9.2.4,A.9.2.6,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.3,SR,1.4,SR,1.5,SR,1.7,SR,1.8,SR,1.9,SR,2.1",BP28(R18),"5.6.2.1.1,Req-8.2.5"
CCE-85842-3,Set Deny For Failed Password Attempts [ref],"To configure the system to lock out accounts after a number of incorrect login attempts using pam_faillock.so, modify the content of both /etc/pam.d/system-auth and /etc/pam.d/password-auth as follows: add the following line immediately before the pam_unix.so statement in the AUTH section: auth required pam_faillock.so preauth silent deny=6 unlock_time=1800 fail_interval=900 add the following line immediately after the pam_unix.so statement in the AUTH section: auth [default=die] pam_faillock.so authfail deny=6 unlock_time=1800 fail_interval=900 add the following line immediately before the pam_unix.so statement in the ACCOUNT section: account required pam_faillock.so",Locking out user accounts after a number of incorrect attemptsprevents direct password guessing attacks.,medium,content_rule_accounts_passwords_pam_faillock_deny,,"AC-7(a),CM-6(a)","3.1.8,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9",PR.AC-7,"SRG-OS-000329-GPOS-00128,SRG-OS-000021-GPOS-00005,SRG-OS-000021-VMM-000050",,,"CCI-000044,CCI-002236,CCI-002237,CCI-002238","1,12,15,16",,,"DSS05.04,DSS05.10,DSS06.10","A.9.2.1,A.9.2.4,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.5,SR,1.7,SR,1.8,SR,1.9",BP28(R18),"5.5.3,0421,0422,0431,0974,1173,1401,1504,1505,1546,1557,1558,1559,1560,1561,FIA_AFL.1,Req-8.1.6"
CCE-85841-5,Set Lockout Time for Failed Password Attempts [ref],"To configure the system to lock out accounts after a number of incorrect login attempts and require an administrator to unlock the account using pam_faillock.so, modify the content of both /etc/pam.d/system-auth and /etc/pam.d/password-auth as follows: add the following line immediately before the pam_unix.so statement in the AUTH section: auth required pam_faillock.so preauth silent deny=6 unlock_time=1800 fail_interval=900 add the following line immediately after the pam_unix.so statement in the AUTH section: auth [default=die] pam_faillock.so authfail deny=6 unlock_time=1800 fail_interval=900 add the following line immediately before the pam_unix.so statement in the ACCOUNT section: account required pam_faillock.so If unlock_time is set to 0, manual intervention by an administrator is required to unlock a user.",Locking out user accounts after a number of incorrect attemptsprevents direct password guessing attacks. Ensuring that an administrator isinvolved in unlocking locked accounts draws appropriate attention to suchsituations.,medium,content_rule_accounts_passwords_pam_faillock_unlock_time,,"AC-7(b),CM-6(a)","3.1.8,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9",PR.AC-7,"SRG-OS-000329-GPOS-00128,SRG-OS-000021-GPOS-00005,SRG-OS-000329-VMM-001180",,,"CCI-000044,CCI-002236,CCI-002237,CCI-002238","1,12,15,16",,,"DSS05.04,DSS05.10,DSS06.10","A.9.2.1,A.9.2.4,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.5,SR,1.7,SR,1.8,SR,1.9",BP28(R18),"5.5.3,0421,0422,0431,0974,1173,1401,1504,1505,1546,1557,1558,1559,1560,1561,FIA_AFL.1,Req-8.1.7"
CCE-85840-7,Ensure PAM Enforces Password Requirements - Minimum Lowercase Characters [ref],"The pam_pwquality module's lcredit parameter controls requirements for usage of lowercase letters in a password. When set to a negative number, any password will be required to contain that many lowercase characters. When set to a positive number, pam_pwquality will grant +1 additional length credit for each lowercase character. Modify the lcredit setting in /etc/security/pwquality.conf to require the use of a lowercase character in passwords.","Use of a complex password helps to increase the time and resources requiredto compromise the password. Password complexity, or strength, is a measure ofthe effectiveness of a password in resisting attempts at guessing and brute-forceattacks.Password complexity is one factor of several that determines how long it takesto crack a password. The more complex the password, the greater the number ofpossble combinations that need to be tested before the password is compromised.Requiring a minimum number of lowercase characters makes password guessing attacksmore difficult by ensuring a larger search space.",medium,content_rule_accounts_password_pam_lcredit,,CM-6(a),"4.3.3.2.2,4.3.3.5.1,4.3.3.5.2,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9,4.3.3.7.2,4.3.3.7.4","PR.AC-1,PR.AC-6,PR.AC-7","SRG-OS-000070-GPOS-00038,SRG-OS-000070-VMM-000370",,,CCI-000193,"1,5,12,15,16",,,"DSS05.04,DSS05.05,DSS05.07,DSS05.10,DSS06.03,DSS06.10","IA-5(c),IA-5(1)(a),IA-5(4),A.7.1.1,A.9.2.1,A.9.2.2,A.9.2.3,A.9.2.4,A.9.2.6,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.3,SR,1.4,SR,1.5,SR,1.7,SR,1.8,SR,1.9,SR,2.1",BP28(R18),"0421,0422,0431,0974,1173,1401,1504,1505,1546,1557,1558,1559,1560,1561,FMT_MOF_EXT.1,Req-8.2.3,5.3.1"
CCE-85754-0,Set PAM's Common Authentication Hashing Algorithm [ref],"The PAM system service can be configured to only store encrypted representations of passwords. In /etc/pam.d/common-auth, the auth section of the file controls which PAM modules execute during a password change. Set the pam_unix.so module in the auth section to include the argument sha512, as shown below: auth required pam_unix.so sha512 other arguments... This will help ensure when local users change their authentication method, hashes for the new authentications will be generated using the SHA-512 algorithm. This is the default.","Unapproved mechanisms used for authentication to the cryptographic moduleare not verified and therefore cannot be relied on to provideconfidentiality or integrity, and data may be compromised.This setting ensures user and group account administration utilities areconfigured to store only encrypted representations of passwords.Additionally, the crypt_style configuration option ensures the useof a strong hashing algorithm that makes password cracking attacks moredifficult.",medium,content_rule_set_password_hashing_algorithm_commonauth,SLES-15-010250,IA-7,,,"SRG-OS-000120-GPOS-00061,SRG-OS-000480-VMM-002000",,SV-234824r622137_rule,CCI-000803,,,,,IA-7.1,,,
CCE-85798-7,Set Password Hashing Algorithm in /etc/libuser.conf [ref],"In /etc/libuser.conf, add or correct the following line in its [defaults] section to ensure the system will use the SHA-512 algorithm for password hashing: crypt_style = sha512","Passwords need to be protected at all times, and encryption is the standardmethod for protecting passwords. If passwords are not encrypted, they canbe plainly read (i.e., clear text) and easily compromised. Passwords thatare encrypted with a weak algorithm are no more protected than if they arekepy in plain text.This setting ensures user and group account administration utilities areconfigured to store only encrypted representations of passwords.Additionally, the crypt_style configuration option ensures the useof a strong hashing algorithm that makes password cracking attacks moredifficult.",medium,content_rule_set_password_hashing_algorithm_libuserconf,,CM-6(a),"3.13.11,4.3.3.2.2,4.3.3.5.1,4.3.3.5.2,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9,4.3.3.7.2,4.3.3.7.4","PR.AC-1,PR.AC-6,PR.AC-7","SRG-OS-000073-GPOS-00041,SRG-OS-000480-VMM-002000",,,CCI-000196,"1,5,12,15,16",,,"DSS05.04,DSS05.05,DSS05.07,DSS05.10,DSS06.03,DSS06.10","IA-5(c),IA-5(1)(c),A.7.1.1,A.9.2.1,A.9.2.2,A.9.2.3,A.9.2.4,A.9.2.6,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.3,SR,1.4,SR,1.5,SR,1.7,SR,1.8,SR,1.9,SR,2.1",,"5.6.2.2,0418,1055,1402,Req-8.2.1"
CCE-83279-0,Set Password Hashing Algorithm in /etc/login.defs [ref],"In /etc/login.defs, add or correct the following line to ensure the system will use SHA-512 as the hashing algorithm: ENCRYPT_METHOD SHA512","Passwords need to be protected at all times, and encryption is the standard method for protecting passwords.If passwords are not encrypted, they can be plainly read (i.e., clear text) and easily compromised. Passwordsthat are encrypted with a weak algorithm are no more protected than if they are kept in plain text.Using a stronger hashing algorithm makes password cracking attacks more difficult.",medium,content_rule_set_password_hashing_algorithm_logindefs,SLES-15-010260,CM-6(a),"3.13.11,4.3.3.2.2,4.3.3.5.1,4.3.3.5.2,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9,4.3.3.7.2,4.3.3.7.4","PR.AC-1,PR.AC-6,PR.AC-7",SRG-OS-000073-GPOS-00041,,SV-234825r622137_rule,CCI-000196,"1,5,12,15,16",,,"DSS05.04,DSS05.05,DSS05.07,DSS05.10,DSS06.03,DSS06.10","IA-5(c),IA-5(1)(c),A.7.1.1,A.9.2.1,A.9.2.2,A.9.2.3,A.9.2.4,A.9.2.6,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.3,SR,1.4,SR,1.5,SR,1.7,SR,1.8,SR,1.9,SR,2.1",BP28(R32),"5.6.2.2,0418,1055,1402,Req-8.2.1,5.4.1.2"
CCE-85560-1,Ensure PAM Displays Last Logon/Access Notification [ref],"To configure the system to notify users of last logon/access using pam_lastlog, add or correct the pam_lastlog settings in /etc/pam.d/login to read as follows: session required pam_lastlog.so showfailed And make sure that the silent option is not set.",Users need to be aware of activity that occurs regardingtheir account. Providing users with information regarding the numberof unsuccessful attempts that were made to login to their accountallows the user to determine if any unauthorized activity has occurredand gives them an opportunity to notify administrators.,low,content_rule_display_login_attempts,SLES-15-020080,"AC-9(1),CM-6(a)","4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9",PR.AC-7,SRG-OS-000480-GPOS-00227,,SV-234873r622137_rule,CCI-000366,"1,12,15,16",,,"DSS05.04,DSS05.10,DSS06.10","A.9.2.1,A.9.2.4,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.5,SR,1.7,SR,1.8,SR,1.9",,"5.5.2,0582,0584,05885,0586,0846,0957,Req-10.2.4"
CCE-83292-3,Install Smart Card Packages For Multifactor Authentication [ref],Configure the operating system to implement multifactor authentication by installing the required package with the following command: The pam_pkcs11 package can be installed with the following command: $ sudo zypper install pam_pkcs11 The mozilla-nss package can be installed with the following command: $ sudo zypper install mozilla-nss The mozilla-nss-tools package can be installed with the following command: $ sudo zypper install mozilla-nss-tools The pcsc-ccid package can be installed with the following command: $ sudo zypper install pcsc-ccid The pcsc-lite package can be installed with the following command: $ sudo zypper install pcsc-lite The pcsc-tools package can be installed with the following command: $ sudo zypper install pcsc-tools The opensc package can be installed with the following command: $ sudo zypper install opensc,"Using an authentication device, such as a CAC or token that is separate fromthe information system, ensures that even if the information system iscompromised, that compromise will not affect credentials stored on theauthentication device.Multifactor solutions that require devices separate frominformation systems gaining access include, for example, hardware tokensproviding time-based or challenge-response authenticators and smart cards suchas the U.S. Government Personal Identity Verification card and the DoD CommonAccess Card.",medium,content_rule_install_smartcard_packages,SLES-15-010460,CM-6(a),,,"SRG-OS-000105-GPOS-00052,SRG-OS-000375-GPOS-00160,SRG-OS-000375-GPOS-00161,SRG-OS-000377-GPOS-00162",,SV-234854r622137_rule,"CCI-000765,CCI-001948,CCI-001953,CCI-001954",,,,,,,,
CCE-85844-9,Enable the pcscd Service [ref],The pcscd service can be enabled with the following command: $ sudo systemctl enable pcscd.service,"Using an authentication device, such as a CAC or token that is separate fromthe information system, ensures that even if the information system iscompromised, that compromise will not affect credentials stored on theauthentication device.Multifactor solutions that require devices separate frominformation systems gaining access include, for example, hardware tokensproviding time-based or challenge-response authenticators and smart cards suchas the U.S. Government Personal Identity Verification card and the DoD CommonAccess Card.",medium,content_rule_service_pcscd_enabled,,"CM-6(a),IA-2(1),IA-2(2),IA-2(3),IA-2(4),IA-2(6),IA-2(7),IA-2(11)",,,"SRG-OS-000375-GPOS-00160,SRG-OS-000377-VMM-001530",,,CCI-001954,,,,,,,,"1382,1384,1386"
CCE-85843-1,Configure opensc Smart Card Drivers [ref],"The OpenSC smart card tool can auto-detect smart card drivers; however, setting the smart card drivers in use by your organization helps to prevent users from using unauthorized smart cards. The default smart card driver for this profile is cac. To configure the OpenSC driver, edit the /etc/opensc.conf and add the following line into the file in the app default block, so it will look like: app default { ... card_drivers = cac; }",Smart card login provides two-factor authentication stronger thanthat provided by a username and password combination. Smart cards leverage PKI(public key infrastructure) in order to provide and verify credentials.Configuring the smart card driver in use by your organization helps to preventusers from using unauthorized smart cards.,medium,content_rule_configure_opensc_card_drivers,,"CM-6(a),IA-2(1),IA-2(2),IA-2(3),IA-2(4),IA-2(6),IA-2(7),IA-2(11)","4.3.3.2.2,4.3.3.5.1,4.3.3.5.2,4.3.3.6.1,4.3.3.6.2,4.3.3.6.3,4.3.3.6.4,4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8,4.3.3.6.9,4.3.3.7.2,4.3.3.7.4","PR.AC-1,PR.AC-6,PR.AC-7","SRG-OS-000104-GPOS-00051,SRG-OS-000106-GPOS-00053,SRG-OS-000107-GPOS-00054,SRG-OS-000109-GPOS-00056,SRG-OS-000108-GPOS-00055,SRG-OS-000108-GPOS-00057,SRG-OS-000108-GPOS-00058,SRG-OS-000376-VMM-001520",,,"CCI-000765,CCI-000766,CCI-000767,CCI-000768,CCI-000771,CCI-000772,CCI-000884","1,5,12,15,16",,,"DSS05.04,DSS05.05,DSS05.07,DSS05.10,DSS06.03,DSS06.10","A.7.1.1,A.9.2.1,A.9.2.2,A.9.2.3,A.9.2.4,A.9.2.6,A.9.3.1,A.9.4.2,A.9.4.3,A.18.1.4","SR,1.1,SR,1.10,SR,1.2,SR,1.3,SR,1.4,SR,1.5,SR,1.7,SR,1.8,SR,1.9,SR,2.1",,"1382,1384,1386,Req-8.3"
