Unnamed: 0,Last modified: 2009-04-30,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
CCE-5977-4,/usr/lib/sendmail file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #105
CCE-5627-5,/usr/kerberos/bin/rsh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #107
CCE-5455-1,/var/spool/mail file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #108
CCE-5077-3,smbpassword file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #109
CCE-5695-2,At directory should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #1
CCE-5646-5,At directory should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #1
CCE-5161-5,at.allow file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #2
CCE-5254-8,at.allow file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #2
CCE-5853-7,at.deny file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #2
CCE-5632-5,at.deny file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #2
CCE-5319-9,Cron directories should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #4
CCE-5412-2,Cron directories should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #4
CCE-5082-3,Crontab directories should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #4
CCE-5754-7,Crontab directories should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #4
CCE-6022-8,cron.allow file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #5
CCE-5868-5,cron.allow file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #5
CCE-5961-8,cron.deny should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #5
CCE-5837-0,cron.deny data should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #5
CCE-5929-5,crontab files should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #6
CCE-5085-6,crontab files should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #6
CCE-5919-6,/etc/resolv.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #7
CCE-5888-3,/etc/resolv.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #7
CCE-5941-0,/etc/named.boot file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #7
CCE-5910-5,/etc/named.boot file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #7
CCE-5822-2,/etc/named.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #7
CCE-5663-0,/etc/named.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #7
CCE-5086-4,Each user home directory should be owned by an appropriate user.,user,via chown,,10.8.10-1 A.1 2) #11
CCE-6007-9,Each user home directory should be owned by an appropriate group.,group,"via chgrp
via chown",,10.8.10-1 A.1 2) #11
CCE-5088-0,inetd.conf file should be owned by an appropriate user,user,via chown,,10.8.10-1 A.1 2) #12
CCE-5732-3,inetd.conf file should be owned by an appropriate group,group,"via chgrp
via chown",,10.8.10-1 A.1 2) #12
CCE-5326-4,/etc/exports should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #13
CCE-5296-9,/etc/exports should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #13
CCE-5283-7,Exported files and directories should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #14
CCE-5428-8,Exported files and directories should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #14
CCE-5626-7,/etc/services file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #16
CCE-5957-6,/etc/services file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #16
CCE-5740-6,/etc/notrouter file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #18
CCE-5090-6,/etc/notrouter file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #18
CCE-6086-3,/etc/samba/smb.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #21
CCE-6055-8,/etc/samba/smb.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #21
CCE-6024-4,smbpasswd executable should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #22
CCE-5839-6,smbpasswd executable should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #22
CCE-5091-4,aliases file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #24
CCE-5497-3,aliases file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #24
CCE-6029-3,The log file configured to capture critical sendmail messages should be owned by the appropriate user.,list of users,via chown,,10.8.10-1 A.1 2) #25
CCE-5116-9,The log file configured to capture critical sendmail messages should be owned by the appropriate group.,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #25
CCE-5154-0,Programs executed through aliases file entries should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #26
CCE-6013-7,Programs executed through aliases file entries should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #26
CCE-5999-8,Shell files should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #27
CCE-6003-8,Shell files should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #27
CCE-6096-2,snmpd.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #29
CCE-6107-7,snmpd.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #29
CCE-5171-4,/etc/syslog.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #30
CCE-5688-7,/etc/syslog.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #30
CCE-5185-4,traceroute executable should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #31
CCE-5671-3,traceroute executable should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #31
CCE-5706-7,/usr/lib/sendmail file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #32
CCE-6177-0,/usr/lib/sendmail file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #32
CCE-5860-2,/etc/passwd file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #35
CCE-6146-5,/etc/passwd file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #35
CCE-5992-3,/etc/shadow file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #36
CCE-5615-0,/etc/shadow file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #36
CCE-5580-6,smbpasswd file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #37
CCE-5191-2,smbpasswd file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #37
CCE-6088-9,Environmental variable PATH for superuser accounts should or should not contain world-writable files as appropriate,should/should not,"via chmod
via profile",,10.8.10-1 A.2 1) #1
CCE-6044-2,Environmental variable PATH for superuser accounts should not contain the current directory as the first or last entry,should/should not,via local init files,,10.8.10-1 A.2 1) #2
CCE-5195-3,The current working directory should or should not be added to the environmental variable PATH by global initialization files as appropriate,should/should not,via local  init files,,10.8.10-1 A.2 1) #3
CCE-6012-9,The current working directory should or should not be added to the environmental variable PATH by local initialization files as appropriate,should/should not,via local init files,,10.8.10-1 A.2 1) #4
CCE-5361-1,DEPRECATED.,,,,
CCE-5204-3,The current working directory should or should not be added to the environmental variable PATH by run control scripts as appropriate,should/should not,,,10.8.10-1 A.2 1) #7
CCE-6087-1,The system umask should be set appropriately,umask,via global init files,,10.8.10-1 A.2 1) #8
CCE-6056-6,The user umask should be set appropriately,umask,via local init files,,10.8.10-1 A.2 1) #8
CCE-5816-4,The cron.allow file should be configured with the set of users permitted to use the cron facility as appropriate.,list of users,Text editor,,
CCE-5785-1,The cron.deny file should be configured with the set of users not permitted to use the cron facility as appropriate.,list of users,Text editor,,
CCE-5661-4,Cron logging should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10-1 A.3 4)
CCE-5877-6,The at.allow file should be configured with the set of users permitted to use the at facility as appropriate.,list of users,Text editor,,
CCE-5600-2,The at.deny file should be configured with the set of users not permitted to use the at facility as appropriate.,list of users,Text editor,,
CCE-5489-0,/etc/security/audit/config file permissions should be set appropriately,permissions,via chmod,,10.8.10-5 E.1 1) #1
CCE-6066-5,/etc/security/audit/events file permissions should be set appropriately,permissions,via chmod,,10.8.10-5 E.1 1) #2
CCE-6084-8,/etc/security/audit/objects file permissions should be set appropriately,permissions,via chmod,,10.8.10-5 E.1 1) #3
CCE-5819-8,/usr/lib/trcload file permissions should be set appropriately,permissions,via chmod,,10.8.10-5 E.1 1) #5
CCE-5648-1,/usr/lib/semutil file permissions should be set appropriately,permissions,via chmod,,10.8.10-5 E.1 1) #6
CCE-5205-0,/etc/security/audit/config file should be owned by an appropriate user,list of users,via chown,,10.8.10-5 E.1 1) #1
CCE-5548-3,/etc/security/audit/events file should be owned by an appropriate user,list of users,"via chgrp
via chown",,10.8.10-5 E.1 1) #2
CCE-6085-5,/etc/security/audit/objects file should be owned by an appropriate user,list of users,via chown,,10.8.10-5 E.1 1) #3
CCE-5926-1,/usr/lib/trcload file should be owned by an appropriate user,list of users,via chown,,10.8.10-5 E.1 1) #5
CCE-5224-1,/usr/lib/semutil file should be owned by an appropriate user,list of users,via chown,,10.8.10-5 E.1 1) #6
CCE-6037-6,/etc/security/audit/config file should be owned by an appropriate group,list of groups,via chown,,10.8.10-5 E.1 1) #1
CCE-6011-1,/etc/security/audit/events file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-5 E.1 1) #2
CCE-5980-8,/etc/security/audit/objects file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-5 E.1 1) #3
CCE-6103-6,/usr/lib/trcload file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-5 E.1 1) #5
CCE-5945-1,/usr/lib/semutil file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-5 E.1 1) #6
CCE-6079-8,The authentication mechanism (SYSTEM attribute) should be set appropriately for each user,authentication system,via /etc/security/user,,10.8.10-5 E.1 2)
CCE-6158-0,Trusted Computing Base should be installed or not as appropriate,installed/not installed,via /etc/security/user,,10.8.10-5 E.2 1)
CCE-5484-1,Auditing should be enabled or disabled as appropriate in runcontrol scripts,enabled/disabled,"via /etc/inittab
via RC scripts",,10.8.10-5 E.3 1)
CCE-5378-5,BIN mode auditing should be enabled or disabled as appropriate,enabled/disabled,via /etc/security/audit/config,,10.8.10-5 E.3 2)
CCE-5235-7,Accounts should be present or absent from the audit config file as appropriate,present/absent,via /etc/security/audit/config,,10.8.10-5 E.3 3)
CCE-5913-9,System logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #1
CCE-5993-1,System logoffs should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #2
CCE-5693-7,Password changes should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #3
CCE-6230-7,su usage should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #4
CCE-5697-8,Creation/modification of superuser groups should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #5
CCE-6197-8,Startup/shutdown of audit functions should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #9
CCE-5889-1,Certificate revocation should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #10
CCE-6109-3,Remote access from outside the corporate network should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #11
CCE-5242-3,Use of chown command should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #13
CCE-6213-3,File permissions of the rcp binary should be set correctly,permissions,via chmod,,10.8.10-5 E.4 1)
CCE-5680-4,File permissions of the rlogin binary should be set correctly,permissions,via chmod,,10.8.10-5 E.4 1)
CCE-5591-3,File permissions of the rlogind binary should be set correctly,permissions,via chmod,,10.8.10-5 E.4 1)
CCE-5543-4,File permissions of the rsh binary should be set correctly,permissions,via chmod,,10.8.10-5 E.4 1)
CCE-5934-5,File permissions of the rshd binary should be set correctly,permissions,via chmod,,10.8.10-5 E.4 1)
CCE-6009-5,File permissions of the tftp binary should be set correctly,permissions,via chmod,,10.8.10-5 E.4 1)
CCE-5996-4,File permissions of the tftpd binary should be set correctly,permissions,via chmod,,10.8.10-5 E.4 1)
CCE-6135-8,Global initialization files should allow or deny write access to the terminal as appropriate,allow/deny,via global init files,,10.8.10-5 E.5 1) #1
CCE-5963-4,Netrc should be configured with an appropriate set of services,list of services,via /etc/security/sysck.cfg,,10.8.10-5 E.4 1)
CCE-6104-4,Change of file ownership should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #13
CCE-5324-9,Use of chmod command should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #13
CCE-6170-5,Certificate creation should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #10
CCE-5243-1,Certificate deletion should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #10
CCE-6016-0,Certificate retrieval should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #10
CCE-6174-7,Startup or shutdown of the audit process should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #9
CCE-5245-6,Use of chgrp should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #5
CCE-5253-0,Use of mkgroup should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #5
CCE-6189-5,Use of rmgroup should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #5
CCE-6035-0,Use of change user functions should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #4
CCE-6100-2,Terminal logoffs should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #2
CCE-6157-2,Exit function usage should be audited or not as appropriate,audited/not audited,via /etc/security/audit/config,,10.8.10-5 E.3 4) #2
CCE-6156-4,Hard core dump size limits should be set appropriately,Size (0 to disable core dumps),via /etc/security/limits ulimit,,10.8.10.4.4 (3)
CCE-5751-3,Remote root logins via SSH should be allowed or not as appropriate.,allowed/not allowed,via /etc/ssh/sshd_config,,10.8.10.5.2.6 (4)
