Unnamed: 0,Last modfied: 2011-10-07,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
CCE-17425-0,Set the premissions to the Domain Home directory appropriately.,(1) value,(1) via chmod,,,,"Oracle® Fusion Middleware Administrator's Guide 11g Release 1 (11.1.1), See ""2 Understanding Oracle Fusion Middleware Concepts,"" ""2.2 What Is an Oracle WebLogic Server Domain"""
CCE-17216-3,"Enable or disable the ""Client Cert Proxy Enabled"" attribute appropriately.",(1) enabled/disabled,"(1) via the Administration Console, Domain > Configuration > Web Applications > Client Cert Proxy Enabled Field",,,,"Oracle® Fusion Middleware Developing Web Applications, Servlets, and JSPs for Oracle WebLogic Server 11g Release 1 (10.3.1), See ""B weblogic.xml Deployment Descriptor Elements,"" then ""client-cert-proxy-enabled"""
CCE-18171-9,"Enable or disable the ""Auth Cookie Enabled"" option appropriately.",(1) enabled/disabled,"(1) via the Administration Console, Domain > Configuration > Web Applications > Auth Cookie Enabled Field",,,,"BEA WebLogic Server 10.0 Domain Configuration Schema Reference, element auth-cookie-enabled"
CCE-18193-3,"Set the ""Post Timeout"" field appropriately.",(1) seconds,"(1) via the Administration Console, Domain > Configuration > Web Applications > Post Timeout Field",,,,"BEA WebLogic Server 10.0 Domain Configuration Schema Reference, element post-timeout-secs"
CCE-18198-2,"Set the ""Maximum Open Sockets"" setting appropriately on the Administration server.",(1) open file descriptors,(1) via WLST,,"Oracle® Fusion Middleware
Securing a Production Environment for Oracle WebLogic Server
11g Release 1 (10.3.1)
E13705-01",,
CCE-18185-9,Set the permissions to the Middleware Home directory appropriately.,(1) value,(1) via chmod,,,,"Oracle® Fusion Middleware Installation Guide for Oracle Identity Management
11g Release 1 (11.1.1) --
Installing Oracle WebLogic Server and Creating the Oracle Middleware Home
http://download.oracle.com/docs/cd/E12839_01/install.1111/e12002/before.htm#INOIM957"
CCE-17895-4,"Set the ""Complete Message Timeout"" appropriately for each custom channel on each server.",(1) number of seconds,"(1) via the Administration console, Environment > Servers > Server Domain > Server name > Protocols > Channels > General > Complete Message Timeout field",,,,"Oracle® Fusion Middleware Performance and Tuning for Oracle WebLogic Server 11g Release 1 (10.3.4), See “7 Tuning WebLogic Server, Reducing the Potential for Denial of Service Attacks, Tuning Complete Message Timeout"""
CCE-17410-2,"Set the ""Idle Connection Timeout"" appropriately for each custom channel on each server.",(1) number of seconds,"(1) via the Administration console, Environment > Servers > Server Domain > Server name > Protocols > Channels > General > Idle Connection Timeout field",,,,BEA WebLogic Server 10.0 Domain Configuration Schema Reference. See: element idle-connection-timeout
CCE-17239-5,"Set the ""Maximum Message Size"" appropriately for each custom channel on each server.",(1) number of bytes,"(1) via the Administration console, Environment > Servers > Server Domain > Server name > Protocols > Channels > General > Maximum Message Size field",,,,"Oracle® Fusion Middleware Performance and Tuning for Oracle WebLogic Server 11g Release 1 (10.3.4), See ""14 Tuning WebLogic JMS,"" then ""Setting Maximum Message Size for Network Protocols"
CCE-17401-1,Set the Node Manager Listen Address appropriately.,(1) IP address/hostname of server,"(1) via the Administration Console, Environment > Machines > the machine hosting the WebLogic Admin Server > Configuration > Node Manager > Listen Address setting",,,,"Oracle® Fusion Middleware Node Manager Administrator's Guide for Oracle WebLogic Server 11g Release 1 (10.3.1), See “4 Configuring Java Node Manager, then Reviewing nodemanager.properties, Table 4-1 Node Manager Properties”"
CCE-17237-9,"Set the Node Manager ""Type"" appropriately.",(1) SSH/SSL/RSH/Plain,"(1) via the Administration Console, Environment > Machines > the machine hosting the WebLogic Admin Server > Configuration > Node Manager > Type setting",,,,"Oracle® Fusion Middleware Node Manager Administrator's Guide for Oracle WebLogic Server 11g Release 1 (10.3.1), See “4 Configuring Java Node Manager, then Configuring Java-based Node Manager Security”"
CCE-18211-3,"Set the ""Policy Selection Preference"" appropriately.",(1) Security then Compatibility then Performance/Security then Performance then Compatibility/Compatibility then Security then Performance/Compatibility then Performance then Security/Performance then Compatibility then Security/Performance then Security then Compatibility,"(1) via the Administration Console, domain name > Web Service Security > Web Service Security Configuration name > General > Policy Selection Preference setting",,,,"Oracle® Fusion Middleware Securing WebLogic Web Services for Oracle WebLogic Server 11g Release 1 (10.3.1), See “2 Configuring Message-Level Security, Smart Policy Selection, Configuring Smart Policy Selection”"
CCE-17780-8,"Set the ""Maximum Open Sockets"" setting appropriately on all Managed Servers.",(1) open file descriptors,"(1) via the Administration Console, Domain > Environment > Servers > Server Name > Configuration > Tuning > Maximum Open Sockets Field",,"Oracle® Fusion Middleware
Securing a Production Environment for Oracle WebLogic Server
11g Release 1 (10.3.1)
E13705-01",,
CCE-18146-1,"Set the ""Enforce Constraints"" setting on digital certificates as appropriate.",(1) strict/strong/true/off,"(1) via the Administration Console, Environment > Servers > Server Name > Configuration > Server Start > Arguments
(2) via Startup Script",,"Oracle® Fusion Middleware
Securing a Production Environment for Oracle WebLogic Server
11g Release 1 (10.3.1)
E13705-01",,
CCE-17246-0,"Set the ""Keystores"" field accordingly for each server in the domain.",(1) Custom Identity and Command Line Trust/Custom Identity and Custom Trust/Custom Identity and Java Standard Trust/Demo Identity and Demo Trust,"(1) via the Administration Console, Environment > Servers > Server Name > Configuration > Keystores > Demo Identity and Demo Trust attribute",,,,"Overview of Security Management, (p7, refers to Chapter 11 Configure Identity and Trust)"
CCE-18013-3,"Enable or disable the ""HTTP Access Log File"" setting as appropriate on each server.",(1) enabled/disabled,"(1) via the Administration Console, Domain Structure > Environment > Servers > Server Name >Logging > HTTP > HTTP Access Log File Enabled checkbox",,,,"Oracle® Fusion Middleware Configuring Server Environments for Oracle WebLogic Server 11g Release 1 (10.3.1), See ""5 Configuring Web Server Functionality ,"" then ""Setting Up HTTP Access Logs"""
CCE-17907-7,"Set the ""Custom Hostname Verifier"" field as appropriate.",(1) custom verifier name,"(1) via the Administration Console, Domain Structure > Environment > Servers > Server Name > Configuration > SSL > Advanced > Custom Hostname Verification field",,,,"Oracle® Fusion Middleware Programming Security for Oracle WebLogic Server 11g Release 1 (10.3.1), See ""4 Using SSL Authentication in Java Clients,"" then ""Using a Custom Hostname Verifier"""
CCE-18953-0,"Set the ""SSL port enabled"" setting appropriately for each server.",(1) enabled/disabled,"(1) via the Administration Console, Environment > Servers > Administration Server > SSL Listen Port Enabled attribute and SSL Listen Port field",,,,"BEA WebLogic Platform Security Guide
Network Applications Team of the Systems and Network Attack Center (SNAC), p. 24 ""Domains and Realms"""
CCE-18365-7,"Set the ""Listen Port Enabled"" as appropriate on each server.",(1) enabled/disabled,"(1) via the Administration Console, Domain Structure > Environment > Servers > Server Name > Listen Port enabled checkbox",,,,"BEA WebLogic Platform Security Guide
Network Applications Team of the Systems and Network Attack Center (SNAC), p. 24 ""Domains and Realms"""
