CCE ID v5,CCE Title,USGCB Setting,Technical Mechanism,Configuration Details,Rationale,Impact,800-53 Mapping,National Information Assurance Partnership Operating System Protection Profile,Center for Internet Security,Defense Information Systems Agency Security Security Requirements Guide,Configuration Group
CCE-80582-0,Enable The Peer Client Certificate Authentication,ETCD_PEER_CLIENT_CERT_AUTH=true,via ETCD_AUTO_TLS,"To ensure the etcd service is serving TLS to clients,
edit the etcd configuration file
/etc/etcd/etcd.conf on the master node and set
ETCD_PEER_CLIENT_CERT_AUTH to true.
ETCD_PEER_CLIENT_CERT_AUTH=true","Without cryptographic integrity protections, information can be
altered by unauthorized users without detection.",medium,,,,,OpenShift etcd Settings
CCE-80584-6,Disable etcd Auto Log Rotation,ETCD_MAX_WALS=0,via ETCD_MAX_WALS,"To ensure the etcd service is not auto-rotating logs,
edit the etcd configuration file
/etc/etcd/etcd.conf on the master node and set
ETCD_MAX_WALS to 0:
ETCD_MAX_WALS=0","Ensure data integrity by preventing logs from being overwritten which
allows reconstructing events should the data be compromised.",medium,,,,,OpenShift etcd Settings
CCE-80578-8,Ensure That The etcd Key File Is Correctly Set,ETCD_CERT_FILE=/etc/etcd/server.key,via ETCD_CERT_FILE,"To ensure the etcd service is serving TLS to clients,
edit the etcd configuration file
/etc/etcd/etcd.conf on the master and
adding a key file to ETCD_KEY_FILE:
ETCD_CERT_FILE=/etc/etcd/server.key","Without cryptographic integrity protections, information can be
altered by unauthorized users without detection.",medium,,,,,OpenShift etcd Settings
CCE-80586-1,Configure etcd Log Storage,ETCD_WAL_DIR=/var/lib/etcd/member/wal,via ETCD_WAL_DIR,"To ensure the etcd service is storing logs separate
from data, set
ETCD_WAL_DIR to /var/lib/etcd/member/wal
in /etc/etcd/etcd.conf on the master node:
ETCD_WAL_DIR=/var/lib/etcd/member/wal","etcd log files should be stored in a separate location from the etcd data.
This not only ensures data integrity but also helps to prevent IO degradation.",medium,,,,,OpenShift etcd Settings
CCE-80585-3,Configure A Unique CA Certificate for etcd,ETCD_TRUSTED_CA_FILE=/etc/etcd/ca.crt,via ETCD_TRUSTED_CA_FILE,"A unique and different CA certificate should be created for etcd.
To ensure the etcd service is using a unique certificate,
, set ETCD_TRUSTED_CA_FILE to /etc/etcd/ca.crt
in /etc/etcd/etcd.conf on the master node that does NOT match
the OpenShift CA certificate:
ETCD_TRUSTED_CA_FILE=/etc/etcd/ca.crt","A unique CA certificate that is utilized by etcd and is different from
OpenShift ensures that the etcd data is still protected in the event that
the OpenShift certificate is compromised.",medium,,,,,OpenShift etcd Settings
CCE-80579-6,Enable The Client Certificate Authentication,ETCD_CLIENT_CERT_AUTH=true,via ETCD_CLIENT_CERT_AUTH,"To ensure the etcd service is serving TLS to clients,
edit the etcd configuration file
/etc/etcd/etcd.conf on the master node and set
ETCD_CLIENT_CERT_AUTH to true.
ETCD_CLIENT_CERT_AUTH=true","Without cryptographic integrity protections, information can be
altered by unauthorized users without detection.",medium,,,,,OpenShift etcd Settings
CCE-80581-2,Ensure That The etcd Peer Key File Is Correctly Set,ETCD_PEER_KEY_FILE=/etc/etcd/peer.key,via ETCD_PEER_KEY_FILE,"To ensure the etcd service is serving TLS to clients,
edit the etcd configuration file
/etc/etcd/etcd.conf on the master on the master and
adding a key file to ETCD_PEER_KEY_FILE:
ETCD_PEER_KEY_FILE=/etc/etcd/peer.key","Without cryptographic integrity protections, information can be
altered by unauthorized users without detection.",medium,,,,,OpenShift etcd Settings
CCE-80583-8,Disable etcd Peer Self-Signed Certificates,ETCD_PEER_AUTO_TLS=false,via ETCD_PEER_AUTO_TLS,"To ensure the etcd service is not using self-signed
certificates, edit the etcd configuration file
/etc/etcd/etcd.conf from the master node and set
ETCD_PEER_AUTO_TLS to false:
ETCD_PEER_AUTO_TLS=false","Without cryptographic integrity protections, information can be
altered by unauthorized users without detection. Using self-signed
certificates ensures that the certificates are never validated
against a certificate authority and could lead to compromised
and invalidated data.",medium,,,,,OpenShift etcd Settings
CCE-80577-0,Ensure That The etcd Client Certificate Is Correctly Set,ETCD_CERT_FILE=/etc/etcd/server.crt,via ETCD_CERT_FILE,"To ensure the etcd service is serving TLS to clients,
edit the etcd configuration file
/etc/etcd/etcd.conf on the master and adding a certificate
to ETCD_CERT_FILE:
ETCD_CERT_FILE=/etc/etcd/server.crt","Without cryptographic integrity protections, information can be
altered by unauthorized users without detection.",medium,,,,,OpenShift etcd Settings
CCE-80580-4,Ensure That The etcd Peer Client Certificate Is Correctly Set,ETCD_PEER_CERT_FILE=/etc/etcd/peer.crt,via ETCD_PEER_CERT_FILE,"To ensure the etcd service is serving TLS to clients,
edit the etcd configuration file
/etc/etcd/etcd.conf on the master and adding a certificate
to ETCD_PEER_CERT_FILE:
ETCD_PEER_CERT_FILE=/etc/etcd/peer.crt","Without cryptographic integrity protections, information can be
altered by unauthorized users without detection.",medium,,,,,OpenShift etcd Settings
