Unnamed: 0,Last modfied: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
CCE-27622-0,Access to the Tomcat Admin app should be allowed as appropriate.,(1)  list of IPs,"(1) Tomcat admin.xml: <allow> element inside the <Valve className=""org.apache.catalina.valves.RemoteAddrValve""/> element",,"Rule Title: Access to web administration tools is restricted to the web manager and the web manager’s designees.
STIG ID: WG220  Rule ID: SV-2248r5_rule  Vuln ID:V-2248
Severity: CAT II  Class: Unclass",,"SDID: AST0820 Category: II  VULID:  V0006225
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: Admin and Manager Web Applications are not adequately restrictive.
Reference: Application Services STIG, Section 3.4.1
"
CCE-27650-1,Access to the Tomcat manager app should be denied as appropriate.,(1)  list of IPs,"(1) Tomcat manager.xml:  <deny> element inside the <Valve className=""org.apache.catalina.valves.RemoteAddrValve""/>",,"Rule Title: Access to web administration tools is restricted to the web manager and the web manager’s designees.
STIG ID: WG220  Rule ID: SV-2248r5_rule  Vuln ID:V-2248
Severity: CAT II  Class: Unclass",,"SDID: AST0820 Category: II  VULID:  V0006225
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: Admin and Manager Web Applications are not adequately restrictive.
Reference: Application Services STIG, Section 3.4.1
"
CCE-27604-8,Access to the Tomcat manager app should be allowed as appropriate.,(1)  list of IPs,"(1) Tomcat manager.xml: <allow> element inside the <Valve className=""org.apache.catalina.valves.RemoteAddrValve""/> element",,"Rule Title: Access to web administration tools is restricted to the web manager and the web manager’s designees.
STIG ID: WG220  Rule ID: SV-2248r5_rule  Vuln ID:V-2248
Severity: CAT II  Class: Unclass",,"SDID: AST0820 Category: II  VULID:  V0006225
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: Admin and Manager Web Applications are not adequately restrictive.
Reference: Application Services STIG, Section 3.4.1
"
CCE-27631-1,The owner of the Tomcat installation directory should be set correctly.,(1) owner,(1) via chown,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27501-6,The group of the Tomcat installation installation should be set correctly.,(1) group,(1) via chgrp,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27546-1,The Unix permissions for the Tomcat installation directory should be set correctly.,(1) permissions,(1) via chown,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27578-4,The owner of the Tomcat conf/ directory should be set correctly.,(1) owner,(1) via chown,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27695-6,The group of the Tomcat conf/ directory should be set correctly.,(1) group,(1) via chgrp,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27725-1,The permissions for the Tomcat conf/ directory should be set correctly.,(1) permissions,(1) via chown,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27312-8,The owner of the tomcat-users.xml file should be set correctly.,(1) owner,(1) via chown,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-26893-8,The group of the tomcat-users.xml file should be set correctly.,(1) group,(1) via chgrp,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27591-7,The permissions for the tomcat-users.xml file should be set correctly.,(1) permissions,(1) via chown,,,,"SDID: AST0340 Category: II VULID:  V0006207
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: OS level file permissions are not adequately restrictive.
Reference: Application Services STIG, Appendix B.2
"
CCE-27730-1,The password digest algorithm for JDBCRealm (database) connections should be enabled or disabled as appropriate.,(1) exist/not exist,(1) 'digest' attribute inside '<Realm classname=org.apache.catalina.realm.JDBCRealm>' element in server.xml,,,,"SDID: AST0310 Category: II VULID:  V0006204
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: Sensitive application data is not adequately protected at rest.
Reference: Application Services STIG, Appendix B.3
"
CCE-27865-5,The JDBCRealm (database) password digest algorithm should be set correctly,(1) SHA/MD2/MD5,(1) 'digest' attribute inside '<Realm classname=org.apache.catalina.realm.JDBCRealm>' element in server.xml,,,,"SDID: AST0310 Category: II VULID:  V0006204
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: Sensitive application data is not adequately protected at rest.
Reference: Application Services STIG, Appendix B.3
"
CCE-27420-9,The password digest algorithm for JNDIRealm (LDAP) connections should be enabled or disabled as appropriate.,(1) exist/not exist,(1) 'digest' attribute inside '<Realm classname=org.apache.catalina.realm.JNDIRealm>' element in server.xml,,,,"SDID: AST0310 Category: II VULID:  V0006204
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: Sensitive application data is not adequately protected at rest.
Reference: Application Services STIG, Appendix B.3
"
CCE-27796-2,The JNDIRealm (LDAP) password digest should be configured appropriately.,(1) SHA/MD2/MD5,(1) 'digest' attribute inside '<Realm classname=org.apache.catalina.realm.JNDIRealm>' element in server.xml,,,,"SDID: AST0310 Category: II VULID:  V0006204
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: Sensitive application data is not adequately protected at rest.
Reference: Application Services STIG, Appendix B.3
"
CCE-27836-6,The Tomcat HTTP/1.1 connector should be enabled or disabled as appropriate.,"(1) 
exist/not exist
","(1) 
'<Connector className=""org.apache.coyote.tomcat4.CoyoteConnector"">' element in server.xml",,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,
CCE-27719-4,The port number for the specified  Tomcat HTTP/1.1 connector should be set correctly.,"(1) TARGET: Connector (org.apache.coyote.tomcat4.CoyoteConnector)
(2) port number

",(1) server.xml: port attribute,,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,
CCE-27405-0,The secure attribute for the specified Tomcat HTTP/1.1 connector should be set as appropriate.,"(1) TARGET: Connector (org.apache.coyote.tomcat4.CoyoteConnector)
(2) true/false","(1) server.xml:
secure attribute in a '<Connector className=""org.apache.coyote.tomcat4.CoyoteConnector"" >' element",,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,
CCE-27560-2,The Tomcat JK/JK2 AJP 1.3 protocol handler should be enabled or disabled as appropriate.,(1) exist/not exist,"(1) 
server.xml: '<Connector protocolHandlerClassName=""org.apache.jk.server.JkCoyoteHandler"">' element",,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,
CCE-27368-0,The port number for the specified  JK/JK2 AJP 1.3 connector should be set correctly.,"(1) TARGET: Connector (org.apache.jk.server.JkCoyoteHandler) 
(2) port number",(1) server.xml: port attribute,,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,
CCE-27202-1,The Tomcat WARP protocol handler should be enabled or disabled as appropriate.,(1) exist/not exist,"(1) server.xml: 
'<Connector protocolHandlerClassName=""org.apache.catalina.connector.warp.WarpConnector"">' element",,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,
CCE-27693-1,The port number for the specified WARP connector should be set correctly.,"(1) TARGET: Connector (org.apache.catalina.connector.warp.WarpConnector)
(2) port number",(1) server.xml: port attribute,,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,
CCE-27658-4,The location of the log files directory for the specified Logger element should be set correctly. ,"(1) Logger element
(2) path",(1) server.xml: directory attribute,,,http://tomcat.apache.org/tomcat-4.0-doc/config/logger.html,
CCE-27383-9,The example server.xml file should be installed as appropriate.,(1) exist/not exist,(1) located at conf/server.xml,,,,"SDID: AST0610 Category: II VULID:  V0006217
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: DCSQ-1
SDID Description: Application server default content has not been removed.
Reference: Application Services STIG, Appendix B.6
"
CCE-27431-6,Tomcat should be run by the appropriate account,(1) exist/not exist,(1) via chown,,,,"SDID: ASG0520 Category: II  VULID: V0006211
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: The application server process runs with privileges not necessary for proper operation.
Reference: Application Services STIG, Appendix B.3.5
"
CCE-27253-4,Tomcat should be run with the appropriate group membership.,(1) exist/not exist,(1) via chgrp,,,,"SDID: ASG0520 Category: II  VULID: V0006211
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: The application server process runs with privileges not necessary for proper operation.
Reference: Application Services STIG, Appendix B.3.5
"
CCE-27523-0,The file prefix for the specified Logger element should be configured appropriately.,"(1) TARGET: Logger element
(2) string",(1) server.xml: prefix,,,,"SDID: APS0410 Category: II VULID: V0006209
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECAR-1, ECAR-2, ECAR-3
SDID Description: Application server does not adequately log security related events.
Reference: Application Services STIG, Section 3.4.3
"
CCE-27721-0,The verbosity for the specified Logger element should be configured appropriately.,"(1) TARGET: Logger element
(2) 0 (fatal messages only), 1 (errors), 2 (warnings), 3 (information), or 4 (debug)",(1) server.xml: verbosity,,,,"SDID: APS0410 Category: II VULID: V0006209
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECAR-1, ECAR-2, ECAR-3
SDID Description: Application server does not adequately log security related events.
Reference: Application Services STIG, Section 3.4.3
"
CCE-27559-4,All permissions for the specified codebase should exist or not exist.,"(1) TARGET: codebase
(2) exist/not exist",(1) catalina.policy: java.security.AllPermissions in a grant element.,,,http://tomcat.apache.org/tomcat-4.1-doc/security-manager-howto.html,
