Unnamed: 0,Last modified: 2009-04-30,Unnamed: 2,f,Unnamed: 4,Unnamed: 5
CCE-6718-1,smbpassword file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #109
CCE-6815-5,At directory should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #1
CCE-6967-4,At directory should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #1
CCE-6403-0,at.allow file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #2
CCE-6747-0,at.allow file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #2
CCE-6909-6,at.deny file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #2
CCE-6125-9,at.deny file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #2
CCE-6878-3,Cron directories should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #4
CCE-5998-0,Cron directories should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #4
CCE-6971-6,Crontab directories should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #4
CCE-6613-4,Crontab directories should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #4
CCE-6006-1,cron.allow file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #5
CCE-6589-6,cron.allow file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #5
CCE-6201-8,cron.deny should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #5
CCE-6866-8,cron.deny data should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #5
CCE-6791-8,crontab files should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #6
CCE-6008-7,crontab files should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #6
CCE-6907-0,/etc/resolv.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #7
CCE-6374-3,/etc/resolv.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #7
CCE-6938-5,/etc/named.boot file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #7
CCE-6019-4,/etc/named.boot file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #7
CCE-6825-4,/etc/named.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #7
CCE-6922-9,/etc/named.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #7
CCE-6770-2,DEPRECATED.,,,,
CCE-6863-5,DEPRECATED.,,,,
CCE-6036-8,DEPRECATED.,,,,
CCE-6994-8,DEPRECATED.,,,,
CCE-6946-8,DEPRECATED.,,,,
CCE-6963-3,DEPRECATED.,,,,
CCE-6822-1,DEPRECATED.,,,,
CCE-6962-5,DEPRECATED.,,,,
CCE-6416-2,Each user home directory should be owned by an appropriate user.,list of users,via chown,,10.8.10-1 A.1 2) #11
CCE-6244-8,Each user home directory should be owned by an appropriate group.,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #11
CCE-6958-3,inetd.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #12
CCE-6038-4,inetd.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #12
CCE-6804-9,/etc/exports should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #13
CCE-6518-5,/etc/exports should be owned by an appropriate user ,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #13
CCE-6989-8,Exported files and directories should be owned by an appropriate user ,list of users,via chown,,10.8.10-1 A.1 2) #14
CCE-6896-5,Exported files and directories should be owned by an appropriate user,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #14
CCE-6209-1,DEPRECATED.,,,,
CCE-6997-1,DEPRECATED.,,,,
CCE-6838-7,DEPRECATED.,,,,
CCE-6790-0,DEPRECATED.,,,,
CCE-6982-3,DEPRECATED.,,,,
CCE-6968-2,DEPRECATED.,,,,
CCE-6986-4,/etc/services file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #16
CCE-6942-7,/etc/services file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #16
CCE-6726-4,DEPRECATED.,,,,
CCE-6924-5,DEPRECATED.,,,,
CCE-6769-4,/etc/notrouter file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #18
CCE-6796-7,/etc/notrouter file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #18
CCE-6637-3,DEPRECATED.,,,,
CCE-7018-5,DEPRECATED.,,,,
CCE-6987-2,/etc/samba/smb.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #21
CCE-6798-3,/etc/samba/smb.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #21
CCE-6705-8,smbpasswd executable should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #22
CCE-6930-2,smbpasswd executable should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #22
CCE-6819-7,DEPRECATED.,,,,
CCE-6647-2,DEPRECATED.,,,,
CCE-6974-0,DEPRECATED.,,,,
CCE-6898-1,DEPRECATED.,,,,
CCE-6854-4,Programs executed through aliases file entries should be owned by an appropriate user,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #26
CCE-6678-7,Programs executed through aliases file entries should be owned by an appropriate group,list of users,via chown,,10.8.10-1 A.1 2) #27
CCE-6914-6,DEPRECATED.,,,,
CCE-6446-9,DEPRECATED.,,,,
CCE-7006-0,DEPRECATED.,,,,
CCE-6350-3,snmpd.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #29
CCE-6261-2,snmpd.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #29
CCE-6040-0,/etc/syslog.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #30
CCE-6859-3,/etc/syslog.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #30
CCE-6701-7,traceroute executable should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #31
CCE-6802-3,traceroute executable should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #31
CCE-6098-8,/usr/lib/sendmail file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #32
CCE-6053-3,/usr/lib/sendmail file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #32
CCE-6700-9,/etc/passwd file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #35
CCE-6943-5,/etc/passwd file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #35
CCE-6890-8,/etc/shadow file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #36
CCE-6660-5,/etc/shadow file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #36
CCE-6059-0,smbpasswd file should be owned by an appropriate user,list of users,via chown,,10.8.10-1 A.1 2) #37
CCE-6648-0,smbpasswd file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-1 A.1 2) #37
CCE-6060-8,Environmental variable PATH for superuser accounts should or should not contain world-writable files as appropriate,should/should not,"via chmod
via profile",,10.8.10-1 A.2 1) #1
CCE-6681-1,Environmental variable PATH for superuser accounts should not contain the current directory as the first or last entry,should/should not,via local init files,,10.8.10-1 A.2 1) #2
CCE-6709-0,The current wokring directory should or should not be added to the environmental variable PATH by global initialization files as appropriate,should/should not,via local init files,,10.8.10-1 A.2 1) #3
CCE-6934-4,The current working directory should or should not be added to the environmental variable PATH by local initialization files as appropriate,should/should not,via local init files,,10.8.10-1 A.2 1) #4
CCE-6762-9,DEPRECATED.,,,,
CCE-6064-0,The current directory should or should not be added to the environmental variable PATH by run control scripts as appropriate,should/should not,,,10.8.10-1 A.2 1) #7
CCE-6748-8,The system umask should be set appropriately,umask,via global init files,,10.8.10-1 A.2 1) #8
CCE-6906-2,The user umask should be set appropriately,umask,via local init files,,10.8.10-1 A.2 1) #8
CCE-6611-8,DEPRECATED.,,,,
CCE-7061-5,DEPRECATED.,,,,
CCE-6831-2,DEPRECATED.,,,,
CCE-6818-9,DEPRECATED.,,,,
CCE-8393-1,The cron.allow file should be configured with the set of users permitted to use the cron facility as appropriate.,list of users,Text editor,,
CCE-7925-1,The cron.deny file should be configured with the set of users not permitted to use the cron facility as appropriate.,list of users,Text editor,,
CCE-7771-9,Cron logging should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10-1 A.3 4)
CCE-7961-6,The at.allow file should be configured with the set of users permitted to use the at facility as appropriate.,list of users,Text editor,,
CCE-7674-5,The at.deny file should be configured with the set of users not permitted to use the at facility as appropriate.,list of users,Text editor,,
CCE-6071-5,/etc/init.d file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #74
CCE-6246-3,/usr/aset/userlist file permissions should be set appropriately,permissions,via chmod,,10.8.10-2 B.1 1) #1
CCE-6072-3,/etc/rmmount.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-2 B.1 1) #3
CCE-6964-1,/var/log/pamlog file permissions should be set appropriately,permissions,via chmod,,10.8.10-2 B.1 1) #4
CCE-6073-1,/etc/security/audit_control file permissions should be set appropriately,permissions,via chmod,,10.8.10-2 B.1 1) #5
CCE-6846-0,/etc/security/audit_class file permissions should be set appropriately,permissions,via chmod,,10.8.10-2 B.1 1) #6
CCE-6155-6,/etc/security/audit_event file permissions should be set appropriately,permissions,via chmod,,10.8.10-2 B.1 1) #7
CCE-6873-4,/usr/aset/userlist file permissions should be set appropriately,permissions,via chmod,,10.8.10-2 B.1 1) #8
CCE-6404-8,/etc/auto_* file should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.1 1) #1
CCE-8457-4,/etc/auto.master file should be owned by an appropriate user,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-7984-8,/etc/auto.misc file should be owned by an appropriate user,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-7800-6,/etc/auto.net file should be owned by an appropriate user,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-6858-5,/etc/rmmount.conf file should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.1 1) #3
CCE-7002-9,/var/log/pamlog file should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.1 1) #4
CCE-6329-7,/etc/security/audit_control file should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.1 1) #5
CCE-6941-9,/etc/security/audit_class file should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.1 1) #6
CCE-6954-2,/etc/security/audit_event file should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.1 1) #7
CCE-6782-7,"DEPRECATED in favor of CCE-8338-6, CCE-8428-5, and CCE-8539-9.",,,,
CCE-8338-6,/etc/auto.master file should be owned by an appropriate group,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-8428-5,/etc/auto.misc file should be owned by an appropriate group,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-8539-9,/etc/auto.net file should be owned by an appropriate group,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-7050-8,/usr/aset/userlist file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-2 B.1 1) #1
CCE-7019-3,/etc/rmmount.conf file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-2 B.1 1) #3
CCE-6112-7,/var/log/pamlog file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-2 B.1 1) #4
CCE-6786-8,/etc/security/audit_control file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-2 B.1 1) #5
CCE-6381-8,/etc/security/audit_class file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-2 B.1 1) #6
CCE-6411-3,/etc/security/audit_event file should be owned by an appropriate group,list of groups,"via chgrp
via chown",,10.8.10-2 B.1 1) #7
CCE-6882-5,"DEPRECATED in favor of CCE-8399-8, CCE-8304-8, and CCE-8642-1.",,,,
CCE-8399-8,/etc/auto.master file should be owned by an appropriate group,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-8304-8,/etc/auto.misc file should be owned by an appropriate group,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-8642-1,/etc/auto.net file should be owned by an appropriate group,list of users,via chown,,10.8.10-3 C.1 1) #9
CCE-7068-0,DEPRECATED.,,,,
CCE-6851-0,DEPRECATED.,,,,
CCE-7072-2,Generic PAM authentication should be enabled or disabled as appropriate,enabled/disabled,via PAM,,10.8.10-2 B.2.1 1)
CCE-6077-2,rsh auth should be allowed or disallowed by PAM as appropriate,allowed/not allowed,via /etc/pam.conf,,10.8.10-2 B.2.1 2) a)
CCE-6917-9,rlogin auth should be allowed by pam.d or not as appropriate,allowed/not allowed,via /etc/pam.d,,10.8.10-2 B.2.1 2) b)
CCE-6090-5,PAM access to /dev/console should be logged at an appropriate level or not logged as appropriate,logging level,via /etc/syslog.conf,,10.8.10-2 B.2.1 3)
CCE-7055-7,PAM should be logged at an appropriate level,logging level,via /etc/syslog.conf,,10.8.10-2 B.2.1 3)
CCE-6871-8,/usr/aset/masters/uid_aliases should contain an appropriate listing of aliases,list of aliases,via /usr/aset/masters/uid_aliases,,10.8.10-2 B.2.2 1)
CCE-6412-1,The Solaris Automated Security Enhancement Tool (ASET) tune.low file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-2 B.2.2 2)
CCE-6092-1,The Solaris Automated Security Enhancement Tool (ASET) tune.med file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-2 B.2.2 2)
CCE-6828-8,The Solaris Automated Security Enhancement Tool (ASET) tune.high file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-2 B.2.2 2)
CCE-6361-0,The uid_aliases file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-2 B.2.2 2)
CCE-7044-1,The low security directory list should be set appropriately,directory list,via  /usr/aset/asetenv,,10.8.10-2 B.2.2 3)
CCE-6409-7,The medium security directory list should be set appropriately,directory list,via  /usr/aset/asetenv,,10.8.10-2 B.2.2 3)
CCE-6797-5,The high security directory list should be set appropriately,directory list,via  /usr/aset/asetenv,,10.8.10-2 B.2.2 3)
CCE-6391-7,The ASET periodic schedule setting should be set appropriately,schedule stanza,via  /usr/aset/asetenv,,10.8.10-2 B.2.2 3)
CCE-7015-1,The UID aliases pointer should be set appropriately,file,via  /usr/aset/asetenv,,10.8.10-2 B.2.2 3)
CCE-6359-4,Users should be listed in the ASET userlist file or not as appropriate,list of users,via /usr/aset/userlist,,10.8.10-2 B.2.2 4)
CCE-6456-8,ASET should check NIS+ tables or not as appropriate,enabled/disabled,via  /usr/aset/asetenv,,10.8.10-2 B.2.2 5)
CCE-6101-0,EEPROM security mode should be set appropriately,security mode,via EEPROM,,10.8.10-2 B.3 2)
CCE-6931-0,EEPROM warning banner should be set appropriately,banner text,via EEPROM,,10.8.10-2 B.3 3)
CCE-6199-4,The noexec_user_stack parameter should be set or not as appropriate,set/not set,via /etc/system,,10.8.10-2 B.4 1)
CCE-6433-7,The no_exec_user_stack_log parameter should be set or not as appropriate,enabled/disabled,via /etc/system,,10.8.10-2 B.4 1)
CCE-6887-4,The default login console should be set appropriately,path to console,via /etc/default/login,,10.8.10-2 B.4 2)
CCE-6111-9,Default sleeptime should be set appropriately,number of minutes,via /etc/default/login,,10.8.10-2 B.4 2)
CCE-6368-5,Default number of allowed retries should be set appropriately,number of retries,via /etc/default/login,,10.8.10-2 B.4 2)
CCE-6273-7,The default number of syslog failed logins retried should be set appropriately,number of retries,via /etc/default/login,,10.8.10-2 B.4 2)
CCE-6126-7,Default su console should be set appropriately,path to console,via /etc/default/su,,10.8.10-2 B.4 3)
CCE-6127-5,auditing should be logged to an appropriate directory,path to log,"via ""dir"" flag in /etc/security/audit_control",,10.8.10-2 B.5 1) a)
CCE-6351-1,login and logout events (lo class) should be audited or not as appropriate,audited/not audited,"via ""lo"" flag in /etc/security/audit_control",,10.8.10-2 B.5 1) b)
CCE-6699-3,DEPRECATED.,,,,
CCE-6915-3,Non attributable events (na class) should be audited or not as appropriate,audited/not audited,"via ""na"" flag in /etc/security/audit_control",,10.8.10-2 B.5 1) c)
CCE-6132-5,The free space threshold to warn at should be set appropriately,percentage of filesystem,"via ""minfree"" flag in /etc/security/audit_control",,10.8.10-2 B.5 1) d)
CCE-6888-2,DEPRECATED.,,,,
CCE-6923-7,DEPRECATED.,,,,
CCE-6500-3,DEPRECATED.,,,,
CCE-6703-3,Password changes should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #3
CCE-6752-0,su usage should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #4
CCE-6862-7,Creation/modification of superuser groups should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #5
CCE-6139-0,Clearing of the audit log file should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #8
CCE-7088-8,Use of identification/authorization mechanisms should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #10
CCE-7040-9,chmod command should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6577-1,The user audit file should contain an appropriate set of never-audit flags,set of allowed flags,via /etc/security/audit_user,,10.8.10-2 B.5 5)
CCE-6419-6,The /var/log/authlog log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-6167-1,The /var/log/syslog log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-6638-1,The /var/adm/messages log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-6145-7,The /var/adm/sulog log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-6894-0,The /var/adm/utmp[x] log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-7079-7,The /var/adm/wtmp[x] log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-6674-6,The /var/adm/sshlog log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-6457-6,The /var/log/pamlog log should be enabled or disabled as appropriate,enabled/disabled,via /etc/syslog.conf,,10.8.10-2 B.5 6)
CCE-7039-1,Unsuccessful login attemps should be logged or not as appropriate,logged/not logged,via /var/adm/loginlog,,10.8.10-2 B.5 7)
CCE-7051-6,su usage should be audited or not as appropriate,audited/not audited,via /etc/syslog.conf,,10.8.10-2 B.5 8)
CCE-6629-0,auth usage should be audited or not as appropriate,audited/not audited,via /etc/syslog.conf,,10.8.10-2 B.5 9)
CCE-6497-2,/var directory should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.5 11)
CCE-7135-7,/var/log directory should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.5 11)
CCE-6840-3,/var/adm directory should be owned by an appropriate user,list of users,via chown,,10.8.10-2 B.5 11)
CCE-6996-3,DEPRECATED.,,,,
CCE-6948-4,BSM auditing should be enabled or disabled as appropriate,enabled/disabled,via /etc/security/bsmconv,,10.8.10-2 B.5.2 2)
CCE-6900-5,DEPRECATED.,,,,
CCE-6542-5,DEPRECATED.,,,,
CCE-6278-6,DEPRECATED.,,,,
CCE-6546-6,The serial port listener should be enabled or disabled as appropriate,enabled/disabled,via /etc/inittab,,10.8.10-2 B.6 1)
CCE-6626-6,The TCP max connection limit should be set appropriately,max number of connections,via the tcp_conn_req_max value set with the ndd utility ,,10.8.10-2 B.6 3)
CCE-7075-5,The TCP abort interval should be set appropriately,limit,via the tcp_ip_abort_interval value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6612-6,Forwarding of directed broadcasts should be enabled or disabled as appropriate,enabled/disabled,via the ip_forward_directed_broadcasts value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6330-5,Response to echo (ping) request broadcasts should be enabled or disabled as appropriate,enabled/disabled,via the ip_respond_to_echo_broadcast value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6826-2,Response to ICMP timestamp requests should be enabled or disabled as appropriate,enabled/disabled,via the ip_respond_to_timestamp value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-7042-5,Response to ICMP timestamp broadcast requests should be enabled or disabled as appropriate,enabled/disabled,via the ip_respond_to_timestamp_broadcast value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6993-0,Response to mask addresses should be enabled or disabled as appropriate,enabled/disabled,via the ip_respond_to_address_mask_broadcast value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6918-7,ARP cleanup interval should be set appropriately,interval,via the arp_cleanup_interval value value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-7121-7,ARP IRE interval should be set appropriately,interval,via the ip_ire_arp_interval value set with the ndd utility  /etc/rc2.d/S70ndd-security,,10.8.10-2 B.6 3)
CCE-7077-1,IP redirects should be followed or ignored as appropriate,follow/ignore,via the ip_ignore_redirect and ip6_ignore_redirect values set with the ndd utility,,10.8.10-2 B.6 3)
CCE-7090-4,Sending of IP redirects should be enabled or disabled as appropriate,enabled/disabled,via the ip_send_redirects value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6561-5,Forwarding of source routed packets should be enabled or disabled as appropriate,enabled/disabled,via the ip_forward_src_routed set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6970-8,IP forwarding should be enabled or disabled as appropriate,enabled/disabled,via the ip_forwarding value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6279-4,Strict destination multihoming should be enabled or disabled as appropriate,enabled/disabled,via the ip_strict_dst_multihoming value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-7001-1,Forwarding of source routed IPv6 packets should be enabled or disabled as appropriate,enabled/disabled,via the ip6_forward_src_routed value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6940-1,IPv6 forwarding should be enabled or disabled as appropriate,enabled/disabled,via the ip6_forwarding value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-7032-6,TCP reverse source routes should be enabled or disabled as appropriate,enabled/disabled,via the tcp_rev_src_routes value set with the ndd utility,,10.8.10-2 B.6 3)
CCE-6534-2,Routing should be enabled or disabled as appropriate,enabled/disabled,via /etc/notrouter,,10.8.10-2 B.6 4)
CCE-6148-1,Caching of the RBAC prof_attr should be enabled or disabled as appropriate,enabled/disabled,via /etc/nscd.conf,,10.8.10-2 B.6 6)
CCE-6978-1,Multicast route assignment should be enabled or disabled as appropriate,enabled/disabled,via /etc/init.d/inetsvc,,10.8.10-2 B.6 7)
CCE-6744-7,Print services through inetd should be enabled or disabled as appropriate,enabled/disabled,via /etc/inetd.conf,,10.8.10-2 B.6.1 1)
CCE-7070-6,NFS server logging should be enabled or disabled as appropriate,enabled/disabled,via /etc/dfs/dfstab,,10.8.10-2 B.6.3 1)
CCE-6836-1,Global initialization files should allow or deny write access to the terminal as appropriate,allow/deny,via global init files,,10.8.10-2 B.8 1) #1
CCE-7074-8,DEPRECATED.,,,,
CCE-7012-8,DEPRECATED.,,,,
CCE-7041-7,Caching of the RBAC exec_attr should be enabled or disabled as appropriate,enabled/disabled,via /etc/nscd.conf,,10.8.10-2 B.6 6)
CCE-7116-7,Caching of the RBAC user_attr should be enabled or disabled as appropriate,enabled/disabled,via /etc/nscd.conf,,10.8.10-2 B.6 6)
CCE-8477-2,The chmod command system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-7027-6,The chown system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6618-3,The fchmod system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6680-3,The fchown system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6152-3,The lchown system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6153-1,The setgroups system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6658-9,The setpgrp system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6908-8,The setreuid system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-7124-1,The setregid system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6761-1,The setegid system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6176-2,The seteuid system call should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #13
CCE-6181-2,System ftp logoffs should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #2
CCE-6183-8,System telnet logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #1
CCE-6447-7,System ssh logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #1
CCE-7099-5,System rlogin logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #1
CCE-6187-9,System rshd logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #1
CCE-6622-5,System rexecd logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #1
CCE-7182-9,System rexd logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #1
CCE-7151-4,System ftp logons should be audited or not as appropriate,audited/not audited,via /etc/security/audit_event,,10.8.10-2 B.5 4) #1
CCE-7122-5,rlogin auth should be allowed or disallowed by PAM as appropriate,allowed/not allowed,via /etc/pam.conf,,10.8.10-2 B.2.1 2) a)
CCE-7091-2,rlogin auth should be allowed by pam.d or not as appropriate,allowed/not allowed,via /etc/pam.d,,10.8.10-2 B.2.1 2) b)
CCE-6937-7,Hard core dump size limits should be set appropriately,Size (0 to disable core dumps),"/etc/security/limits
ulimit",,10.8.10.4.4 (3)
CCE-6844-5,Root logins should be allowed or not as appropriate from SSH consoles,allowed/not allowed,,,10.8.10.5.2.6 (4)
