CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-84777-2,os_policy_banner_loginwindow_enforce,Display Policy Banner at Login Window,"Displaying a standardized and approved use notification before granting access to the operating system ensures that users are provided with privacy and security notification verbiage that is consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.

System use notifications are required only for access via login interfaces with human users and are not required when such human interfaces do not exist.

The policy banner will show if a ""PolicyBanner.rtf"" or ""PolicyBanner.rtfd"" exists in the ""/Library/Security"" folder.
NOTE: 
  The banner text of the document _MUST_ read:

  ""You are accessing a U.S. Government information system, which includes: 1) this computer, 2) this computer network, 3) all Government-furnished computers connected to this network, and 4) all Government-furnished devices and storage media attached to this network or to a computer on this network. You understand and consent to the following: you may access this information system for authorized use only; unauthorized use of the system is prohibited and subject to criminal and civil penalties; you have no reasonable expectation of privacy regarding any communication or data transiting or stored on this information system at any time and for any lawful Government purpose, the Government may monitor, intercept, audit, and search and seize any communication or data transiting or stored on this information system; and any communications or data transiting or stored on this information system may be disclosed or used for any lawful Government purpose. This information system may contain Controlled Unclassified Information (CUI) that is subject to safeguarding or dissemination controls in accordance with law, regulation, or Government-wide policy. Accessing and using this system indicates your understanding of this warning.""
",Script,"/bin/ls -ld /Library/Security/PolicyBanner.rtf* | /usr/bin/wc -l | /usr/bin/tr -d ' '
",{'integer': 1},"[source,bash]
----
bannerText=""You are accessing a U.S. Government information system, which includes: 1) this computer, 2) this computer network, 3) all Government-furnished computers connected to this network, and 4) all Government-furnished devices and storage media attached to this network or to a computer on this network. You understand and consent to the following: you may access this information system for authorized use only; unauthorized use of the system is prohibited and subject to criminal and civil penalties; you have no reasonable expectation of privacy regarding any communication or data transiting or stored on this information system at any time and for any lawful Government purpose, the Government may monitor, intercept, audit, and search and seize any communication or data transiting or stored on this information system; and any communications or data transiting or stored on this information system may be disclosed or used for any lawful Government purpose. This information system may contain Controlled Unclassified Information (CUI) that is subject to safeguarding or dissemination controls in accordance with law, regulation, or Government-wide policy. Accessing and using this system indicates your understanding of this warning.""
/bin/mkdir /Library/Security/PolicyBanner.rtf
/usr/bin/textutil -convert rtf -output /Library/Security/PolicyBanner.rtf/TXT.rtf -stdin <<EOF              
$bannerText
EOF
----
",AC-8,3.1.9,"SRG-OS-000023-GPOS-00006
SRG-OS-000024-GPOS-00007
SRG-OS-000228-GPOS-00088",AOSX-15-000025,"CCI-000048
CCI-000050
CCI-001384
CCI-001385
CCI-001386
CCI-001387
CCI-001388"
CCE-84778-0,os_policy_banner_ssh_configure,Display Policy Banner at Remote Login,"Remote login service _MUST_ be configured to display a policy banner at login. 

Displaying a standardized and approved use notification before granting access to the operating system ensures that users are provided with privacy and security notification verbiage that is consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.

System use notifications are required only for access via login interfaces with human users and are not required when such human interfaces do not exist.
",Script,"bannerText=""You are accessing a U.S. Government information system, which includes: 1) this computer, 2) this computer network, 3) all Government-furnished computers connected to this network, and 4) all Government-furnished devices and storage media attached to this network or to a computer on this network. You understand and consent to the following: you may access this information system for authorized use only; unauthorized use of the system is prohibited and subject to criminal and civil penalties; you have no reasonable expectation of privacy regarding any communication or data transiting or stored on this information system at any time and for any lawful Government purpose, the Government may monitor, intercept, audit, and search and seize any communication or data transiting or stored on this information system; and any communications or data transiting or stored on this information system may be disclosed or used for any lawful Government purpose. This information system may contain Controlled Unclassified Information (CUI) that is subject to safeguarding or dissemination controls in accordance with law, regulation, or Government-wide policy. Accessing and using this system indicates your understanding of this warning.""
/usr/bin/grep -c ""$bannerText"" /etc/banner
",{'integer': 1},"[source,bash]
----
bannerText=""You are accessing a U.S. Government information system, which includes: 1) this computer, 2) this computer network, 3) all Government-furnished computers connected to this network, and 4) all Government-furnished devices and storage media attached to this network or to a computer on this network. You understand and consent to the following: you may access this information system for authorized use only; unauthorized use of the system is prohibited and subject to criminal and civil penalties; you have no reasonable expectation of privacy regarding any communication or data transiting or stored on this information system at any time and for any lawful Government purpose, the Government may monitor, intercept, audit, and search and seize any communication or data transiting or stored on this information system; and any communications or data transiting or stored on this information system may be disclosed or used for any lawful Government purpose. This information system may contain Controlled Unclassified Information (CUI) that is subject to safeguarding or dissemination controls in accordance with law, regulation, or Government-wide policy. Accessing and using this system indicates your understanding of this warning.""
/bin/echo ""${bannerText}"" > /etc/banner
----   
",AC-8,3.1.9,SRG-OS-000023-GPOS-00006,AOSX-15-000023,CCI-000048
CCE-84779-8,os_policy_banner_ssh_enforce,Enforce SSH to Display Policy Banner,"SSH _MUST_ be configured to display a policy banner. 

Displaying a standardized and approved use notification before granting access to the operating system ensures that users are provided with privacy and security notification verbiage that is consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.

System use notifications are required only for access via login interfaces with human users and are not required when such human interfaces do not exist

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^Banner /etc/banner"" /etc/ssh/sshd_config 
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/^[\#]*Banner.*/Banner \/etc\/banner/' /etc/ssh/sshd_config
----
",AC-8,3.1.9,"SRG-OS-000023-GPOS-00006
SRG-OS-000024-GPOS-00007",AOSX-15-000024,"CCI-000048
CCI-000050"
CCE-84781-4,os_privacy_setup_prompt_disable,Disable Privacy Setup Services During Setup Assistant,"The prompt for Privacy Setup services during Setup Assistant _MUST_ be disabled.

Organizations _MUST_ apply organization-wide configuration settings. The macOS Privacy Setup services prompt guides new users through enabling their own specific privacy settings; this is not essential and, therefore, _MUST_ be disabled to prevent against the risk of individuals electing privacy settings with the potential to override organization-wide settings.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipPrivacySetup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipPrivacySetup</key>
<true/>
----

","CM-7
CM-7(1)",,SRG-OS-000095-GPOS-00049,AOSX-15-002036,CCI-000381
CCE-84782-2,os_removable_media_disable,Disable Removable Storage Devices,"Removable media, such as USB connected external hard drives, thumb drives, and optical media, _MUST_ be disabled for users.

Disabling removable storage devices reduces the risks and known vulnerabilities of such devices (e.g., malicious code insertion)

[IMPORTANT]
====
Some organizations rely on the use of removable media for storing and sharing data. Information System Security Officers (ISSOs) may make the risk-based decision not to disable external hard drives to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====

[IMPORTANT]
====
Apple has deprecated the use of media mount controls, using these controls may not work as expected. Third party software may be required to fullfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.systemuiserver')\
.objectForKey('mount-controls'))[""harddisk-external""]
EOS
","{'string': 'deny,eject'}","Create a configuration profile containing the following keys in the (com.apple.systemuiserver) payload type:

[source,xml]
----
<key>mount-controls</key>
----

",MP-7,3.8.8,SRG-OS-000480-GPOS-00227,AOSX-15-005051,
CCE-84783-0,os_root_disable,Disable Root Login,"To assure individual accountability and prevent unauthorized access, logging in as root at the login window _MUST_ be disabled.

The macOS system _MUST_ require individuals to be authenticated with an individual authenticator prior to using a group authenticator, and administrator users _MUST_ never log in directly as root. 
",Script,"/usr/bin/dscl . -read /Users/root UserShell 2>&1 | /usr/bin/grep -c ""/usr/bin/false""
",{'integer': 1},"[source,bash]
----
/usr/bin/dscl . -create /Users/root UserShell /usr/bin/false
----
","IA-2
IA-2(5)","3.5.1
3.5.2",,,
CCE-84786-3,os_screensaver_loginwindow_enforce,Enforce Screen Saver at Login Window,"A default screen saver _MUST_ be configured to display at the login window and _MUST_ not display any sensitive information.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('loginWindowModulePath').js
EOS
",{'string': '/System/Library/Screen Savers/Flurry.saver'},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>loginWindowModulePath</key>
<string>/System/Library/Screen Savers/Flurry.saver</string>
----

",AC-11(1),3.1.10,,,
CCE-84789-7,os_secure_boot_verify,Ensure Secure Boot Level Set to Full,"The Secure Boot security setting _MUST_ be set to full.

Full security is the default Secure Boot setting in macOS. During startup, when Secure Boot is set to full security, the Mac will verify the integrity of the operating system before allowing the operating system to boot. 

NOTE: This will only return a proper result on a T2 Mac.
",Manual,"/usr/libexec/mdmclient QuerySecurityInfo | /usr/bin/grep -c ""SecureBootLevel = full""
",{'integer': 1},"NOTE: Boot into Recovery Mode and enable Full Secure Boot
","SI-7
SI-7(1)
SI-7(5)
SI-6",,SRG-OS-000446-GPOS-00200,,
CCE-84790-5,os_sip_enable,Ensure System Integrity Protection is Enabled,"System Integrity Protection (SIP) _MUST_ be enabled. 

SIP is vital to protecting the integrity of the system as it prevents malicious users and software from making unauthorized and/or unintended modifications to protected files and folders; ensures the presence of an audit record generation capability for defined auditable events for all operating system components; protects audit tools from unauthorized access, modification, and deletion; restricts the root user account and limits the actions that the root user can perform on protected parts of the macOS; and prevents non-privileged users from granting other users direct access to the contents of their home directories and folders.

NOTE: SIP is enabled by default in macOS.
",Script,"/usr/bin/csrutil status | /usr/bin/grep -c 'System Integrity Protection status: enabled.'
",{'integer': 1},"[source,bash]
----
/usr/bin/csrutil enable
----
NOTE: To reenable ""System Integrity Protection"", boot the affected system into ""Recovery"" mode, launch ""Terminal"" from the ""Utilities"" menu, and run the command.
","AC-3
AU-9
AU-9(3)
CM-5
CM-5(6)
SC-4
SI-2
SI-7","3.1.1
3.1.2
3.3.6
3.3.8
3.4.5
3.13.4","SRG-OS-000051-GPOS-00024
SRG-OS-000054-GPOS-00025
SRG-OS-000062-GPOS-00031
SRG-OS-000122-GPOS-00063
SRG-OS-000138-GPOS-00069
SRG-OS-000256-GPOS-00097
SRG-OS-000257-GPOS-00098
SRG-OS-000258-GPOS-00099
SRG-OS-000259-GPOS-00100
SRG-OS-000348-GPOS-00136
SRG-OS-000349-GPOS-00137
SRG-OS-000350-GPOS-00138
SRG-OS-000351-GPOS-00139
SRG-OS-000352-GPOS-00140
SRG-OS-000353-GPOS-00141
SRG-OS-000354-GPOS-00142
SRG-OS-000480-GPOS-00228
SRG-OS-000480-GPOS-00230",AOSX-15-005001,"CCI-000154
CCI-000158
CCI-000169
CCI-001493
CCI-001494
CCI-001495
CCI-001499
CCI-001875
CCI-001876
CCI-001877
CCI-001878
CCI-001879
CCI-001880
CCI-001881
CCI-001882"
CCE-84791-3,os_siri_prompt_disable,Disable Siri Setup during Setup Assistant,"The prompt for Siri during Setup Assistant _MUST_ be disabled.

Organizations _MUST_ apply organization-wide configuration settings. The macOS Siri Assistant Setup prompt guides new users through enabling their own specific Siri settings; this is not essential and, therefore, _MUST_ be disabled to prevent against the risk of individuals electing Siri settings with the potential to override organization-wide settings.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipSiriSetup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipSiriSetup</key>
<true/>
----

","AC-20
CM-7
CM-7(1)","3.1.20
3.4.6",SRG-OS-000095-GPOS-00049,"AOSX-15-002034
AOSX-15-002039",CCI-000381
CCE-84916-6,os_ssh_fips_140_ciphers,Limit SSH to FIPS 140 Validated Ciphers,"SSH _MUST_ be configured to limit the ciphers to algorithms that are FIPS 140 validated.

FIPS 140-2 is the current standard for validating that mechanisms used to access cryptographic modules utilize authentication that meet federal requirements.

Operating systems utilizing encryption _MUST_ use FIPS validated mechanisms for authenticating to cryptographic modules. 

NOTE: /etc/ssh/ssh_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^Ciphers aes256-ctr,aes192-ctr,aes128-ctr"" /etc/ssh/ssh_config
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -q '^Ciphers' /etc/ssh/ssh_config && /usr/bin/sed -i.bak  's/.^Ciphers.*/Ciphers aes256-ctr,aes192-ctr,aes128-ctr/' /etc/ssh/ssh_config \|\| /bin/echo 'Ciphers aes256-ctr,aes192-ctr,aes128-ctr' >> /etc/ssh/ssh_config
----
","AC-17(2)
IA-7
SC-13
SC-8(1)","3.1.13
3.13.8
3.13.11",,,
CCE-84917-4,os_ssh_fips_140_macs,Limit SSH to FIPS 140 Validated Message Authentication Code Algorithms,"SSH _MUST_ be configured to limit the Message Authentication Codes (MACs) to algorithms that are FIPS 140 validated.

FIPS 140-2 is the current standard for validating that mechanisms used to access cryptographic modules utilize authentication that meets federal requirements.

Operating systems utilizing encryption _MUST_ use FIPS validated mechanisms for authenticating to cryptographic modules. 

NOTE: /etc/ssh/ssh_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^MACs hmac-sha2-256,hmac-sha2-512"" /etc/ssh/ssh_config
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -q '^MACs' /etc/ssh/ssh_config && /usr/bin/sed -i.bak  's/.*MACs.*/MACs hmac-sha2-256,hmac-sha2-512/' /etc/ssh/ssh_config \|\| /bin/echo 'MACs hmac-sha2-256,hmac-sha2-512' >> /etc/ssh/ssh_config
----
","AC-17(2)
IA-7
SC-13
SC-8(1)","3.1.13
3.13.8
3.13.11",,,
CCE-84918-2,os_ssh_server_alive_count_max_configure,Set SSH Active Server Alive Maximum to Zero,"SSH _MUST_ be configured with an Active Server Alive Maximum Count set to zero. Terminating an idle session within a short time period reduces the window of opportunity for unauthorized personnel to take control of a management session enabled on the console or console port that has been left unattended. In addition, quickly terminating an idle session or an incomplete login attempt will also free up resources committed by the managed network element.

NOTE: /etc/ssh/ssh_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^ServerAliveCountMax 0"" /etc/ssh/ssh_config
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -q '^ServerAliveCountMax' /etc/ssh/ssh_config && /usr/bin/sed -i.bak  's/.*ServerAliveCountMax.*/ServerAliveCountMax 0/' /etc/ssh/ssh_config \|\| /bin/echo 'ServerAliveCountMax 0' >> /etc/ssh/ssh_config
----
",SC-10,3.13.9,,,
CCE-84919-0,os_ssh_server_alive_interval_configure,Configure SSH ServerAliveInterval option set to 900 or less,"SSH _MUST_ be configured with an Active Server Alive Maximum Count set to 900 or less. 

Setting the Active Server Alive Maximum Count to 900 (second) will log users out after a 15-minute interval of inactivity.

NOTE: /etc/ssh/ssh_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^ServerAliveInterval 900"" /etc/ssh/ssh_config
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -q '^ServerAliveInterval' /etc/ssh/ssh_config && /usr/bin/sed -i.bak  's/.*ServerAliveInterval.*/ServerAliveInterval 900/' /etc/ssh/ssh_config \|\| /bin/echo 'ServerAliveInterval 900' >> /etc/ssh/ssh_config
----
","SC-10
AC-12",3.13.9,,,
CCE-84792-1,os_sshd_client_alive_count_max_configure,Set SSHD Active Client Alive Maximum to Zero,"If SSHD is enabled it _MUST_ be configured with an Active Client Alive Maximum Count set to zero. Terminating an idle session within a short time period reduces the window of opportunity for unauthorized personnel to take control of a management session enabled on the console or console port that has been left unattended. In addition, quickly terminating an idle session or an incomplete login attempt will also free up resources committed by the managed network element.

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^ClientAliveCountMax 0"" /etc/ssh/sshd_config
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/.*ClientAliveCountMax.*/ClientAliveCountMax 0/' /etc/ssh/sshd_config; /bin/launchctl kickstart -k system/com.openssh.sshd
----
",SC-10,3.13.9,SRG-OS-000163-GPOS-00072,AOSX-15-000052,CCI-001133
CCE-84793-9,os_sshd_client_alive_interval_configure,Configure SSHD ClientAliveInterval option set to 900 or less,"If SSHD is enabled then it _MUST_ be configured with an Active Client Alive Maximum Count set to 900 or less. 

Setting the Active Client Alive Maximum Count to 900 (second) will log users out after a 15-minute interval of inactivity.

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^ClientAliveInterval 900"" /etc/ssh/sshd_config
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/.*ClientAliveInterval.*/ClientAliveInterval 900/' /etc/ssh/sshd_config; /bin/launchctl kickstart -k system/com.openssh.sshd
----
","SC-10
AC-12",3.13.9,SRG-OS-000163-GPOS-00072,AOSX-15-000051,CCI-001133
CCE-84794-7,os_sshd_fips_140_ciphers,Limit SSHD to FIPS 140 Validated Ciphers,"If SSHD is enabled then it _MUST_ be configured to limit the ciphers to algorithms that are FIPS 140 validated.

FIPS 140-2 is the current standard for validating that mechanisms used to access cryptographic modules utilize authentication that meet federal requirements.

Operating systems utilizing encryption _MUST_ use FIPS validated mechanisms for authenticating to cryptographic modules. 

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^Ciphers aes256-ctr,aes192-ctr,aes128-ctr"" /etc/ssh/sshd_config
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -q '^Ciphers' /etc/ssh/sshd_config && /usr/bin/sed -i.bak  's/.^Ciphers.*/Ciphers aes256-ctr,aes192-ctr,aes128-ctr/' /etc/ssh/sshd_config \|\| /bin/echo 'Ciphers aes256-ctr,aes192-ctr,aes128-ctr' >> /etc/ssh/sshd_config; /bin/launchctl kickstart -k system/com.openssh.sshd
----
","AC-17(2)
IA-7
SC-13
SC-8(1)","3.1.13
3.13.8
3.13.11",SRG-OS-000163-GPOS-00072,AOSX-15-000054,CCI-001133
CCE-84795-4,os_sshd_fips_140_macs,Limit SSHD to FIPS 140 Validated Message Authentication Code Algorithms,"If SSHD is enabled then it _MUST_ be configured to limit the Message Authentication Codes (MACs) to algorithms that are FIPS 140 validated.

FIPS 140-2 is the current standard for validating that mechanisms used to access cryptographic modules utilize authentication that meets federal requirements.

Operating systems utilizing encryption _MUST_ use FIPS validated mechanisms for authenticating to cryptographic modules. 

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^MACs hmac-sha2-256,hmac-sha2-512"" /etc/ssh/sshd_config
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -q '^MACs' /etc/ssh/sshd_config && /usr/bin/sed -i.bak  's/.*MACs.*/MACs hmac-sha2-256,hmac-sha2-512/' /etc/ssh/sshd_config \|\| /bin/echo 'MACs hmac-sha2-256,hmac-sha2-512' >> /etc/ssh/sshd_config; /bin/launchctl kickstart -k system/com.openssh.sshd
----
","AC-17(2)
IA-7
SC-13
SC-8(1)","3.1.13
3.13.8
3.13.11",SRG-OS-000163-GPOS-00072,AOSX-15-000055,CCI-001133
CCE-84935-6,os_sshd_key_exchange_algorithm_configure,Configure SSHD to Use Secure Key Exchange Algorithms,"Unapproved mechanisms for authentication to the cryptographic module are not verified, and therefore cannot be relied upon to provide confidentiality or integrity, resulting in the compromise of DoD data.

Operating systems using encryption are required to use FIPS-compliant mechanisms for authenticating to cryptographic modules.

The implementation of OpenSSH that is included with macOS does not utilize a FIPS 140-2 validated cryptographic module. While the listed Key Exchange Algorithms are FIPS 140-2 approved, the module implementing them has not been validated.

By specifying a Key Exchange Algorithm list with the order of hashes being in a “strongest to weakest” orientation, the system will automatically attempt to use the strongest Key Exchange Algorithm for securing SSH connections.

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^KexAlgorithms diffie-hellman-group-exchange-sha256"" /etc/ssh/sshd_config
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -q '^KexAlgorithms' /etc/ssh/sshd_config && /usr/bin/sed -i.bak 's/.*KexAlgorithms.*/KexAlgorithms diffie-hellman-group-exchange-sha256/' /etc/ssh/sshd_config \|\| /bin/echo 'KexAlgorithms diffie-hellman-group-exchange-sha256' >> /etc/ssh/sshd_config; /bin/launchctl kickstart -k system/com.openssh.sshd
----
","AC-17(2)
IA-7
MA-4(6)",,"SRG-OS-000033-GPOS-00014
SRG-OS-000120-GPOS-00061
SRG-OS-000125-GPOS-00065
SRG-OS-000250-GPOS-00093
SRG-OS-000393-GPOS-00173
SRG-OS-000394-GPOS-00174",AOSX-15-000056,
CCE-84796-2,os_sshd_login_grace_time_configure,Set Login Grace Time to 30 or Less,"If SSHD is enabled then it _MUST_ be configured to wait only 30 seconds before timing out logon attempts.

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^LoginGraceTime 30"" /etc/ssh/sshd_config
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/.*LoginGraceTime.*/LoginGraceTime 30/' /etc/ssh/sshd_config; /bin/launchctl kickstart -k system/com.openssh.sshd
----
",SC-10,3.13.9,SRG-OS-000163-GPOS-00072,AOSX-15-000053,CCI-001133
CCE-84798-8,os_sshd_permit_root_login_configure,Disable Root Login for SSH,"If SSH is enabled to assure individual accountability and prevent unauthorized access, logging in as root via SSH _MUST_ be disabled. 

The macOS system MUST  require individuals to be authenticated with an individual authenticator prior to using a group authenticator, and administrator users _MUST_ never log in directly as root. 

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^PermitRootLogin no"" /etc/ssh/sshd_config
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/^[\#]*PermitRootLogin.*/PermitRootLogin no/' /etc/ssh/sshd_config; /bin/launchctl kickstart -k system/com.openssh.sshd
----
",IA-2(5),,SRG-OS-000109-GPOS-00056,AOSX-15-001100,CCI-000770
CCE-84799-6,os_sudoers_tty_configure,Configure Sudoers to Authenticate Users on a Per -tty Basis,"The file /etc/sudoers _MUST_ be configured to include tty_tickets.

This rule ensures that the ""sudo"" command will prompt for the administrator's password at least once in each newly opened terminal window. This prevents a malicious user from taking advantage of an unlocked computer or an abandoned logon session by bypassing the normal password prompt requirement. Without the ""tty_tickets"" option, all open local and remote logon sessions would be authenticated to use sudo without a password for the duration of the configured password timeout window.
",Script,"/usr/bin/grep -Ec ""^Defaults tty_tickets"" /etc/sudoers
",{'integer': 1},"[source,bash]
----
/bin/cp /etc/sudoers /etc/sudoers.bk; /bin/echo ""Defaults tty_tickets"" >> /etc/sudoers
----
","CM-5(1)
IA-11",,SRG-OS-000480-GPOS-00227,AOSX-15-004021,CCI-000366
CCE-84851-5,os_system_read_only,Ensure System Volume is Read Only,"The System volume _MUST_ be mounted as read-only in order to ensure that configurations critical to the integrity of the macOS have not been compromised. System Integrity Protection (SIP) will prevent the system volume from being mounted as writable.

NOTE: The system volume is read only by default in macOS.
",Manual,"/usr/sbin/system_profiler SPStorageDataType | /usr/bin/awk '/Mount Point: \/$/{x=NR+2}(NR==x){print $2}'
",{'string': 'No'},"NOTE: To remount the System volume as Read Only, rebooting the computer will mount it as Read Only. 
","SC-34
MA-4(1)
SI-7",,,,
CCE-84853-1,os_tftpd_disable,Disable Trivial File Tansfer Protocol Service,"If the system does not require Trivial File Tansfer Protocol (TFTP), support it is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling TFTP helps prevent the unauthorized connection of devices and the unauthorized transfer of information.

NOTE: TFTP service is disabled at startup by default macOS.
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.tftpd"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.apple.tftpd
----
The system may need to be restarted for the update to take effect.
","AC-3
IA-5(1)
AC-17","3.1.1
3.1.2",SRG-OS-000074-GPOS-00042,AOSX-15-002038,CCI-000197
CCE-84801-0,os_time_server_enabled,Enable Time Synchronization Daemon,"The macOS time synchronization daemon (timed) _MUST_ be enabled for proper time synchronization to an authorized time server.
",Script,"/bin/launchctl list | /usr/bin/grep -c com.apple.timed
",{'integer': 1},"[source,bash]
----
/bin/launchctl load -w /System/Library/LaunchDaemons/com.apple.timed.plist
----
","AU-12(1)
SC-45(1)",3.3.7,"SRG-OS-000355-GPOS-00143
SRG-OS-000356-GPOS-00144",AOSX-15-000014,"CCI-001891
CCI-002046"
CCE-84802-8,os_touchid_prompt_disable,Disable TouchID Prompt during Setup Assistant,"The prompt for TouchID during Setup Assistant _MUST_ be disabled.

macOS prompts new users through enabling TouchID during Setup Assistant; this is not essential and, therefore, _MUST_ be disabled to prevent against the risk of individuals electing to enable TouchID to override organization-wide settings.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipTouchIDSetup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipTouchIDSetup</key>
<true/>
----

",CM-6,"3.4.1
3.4.2",SRG-OS-000480-GPOS-00227,,
CCE-84804-4,os_unlock_active_user_session_disable,Disable Login to Other User's Active and Locked Sessions,"The ability to log in to another user's active or locked session _MUST_ be disabled. 

macOS has a privilege that can be granted to any user that will allow that user to unlock active user's sessions. Disabling the admins and/or user's ability to log into another user's active andlocked session prevents unauthorized persons from viewing potentially sensitive and/or personal information.
",Script,"/usr/bin/security authorizationdb read system.login.screensaver 2>&1 | /usr/bin/grep -c 'use-login-window-ui'
",{'integer': 1},"[source,bash]
----
/usr/bin/security authorizationdb write system.login.screensaver ""use-login-window-ui""
----
","IA-2
IA-2(5)","3.5.1
3.5.2",,,
CCE-84805-1,os_user_app_installation_prohibit,Prohibit User Installation of Software into /Users/,"Users _MUST_ not be allowed to install software into /Users/. 

Allowing regular users to install software, without explicit privileges, presents the risk of untested and potentially malicious software being installed on the system. Explicit privileges (escalated or administrative privileges) provide the regular user with explicit capabilities and control that exceeds the rights of a regular user.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('familyControlsEnabled'))
  let pathlist = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('pathBlackList').js
  for ( let app in pathlist ) {
      if ( ObjC.unwrap(pathlist[app]) == ""/Users/"" && pref1 == true ){
          return(""true"")
      }
  }
  return(""false"")
  }
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess.new) payload type:

[source,xml]
----
<key>familyControlsEnabled</key>
<true/>
<key>pathBlackList</key>
<array>
    <string>/Users/</string>
</array>
----

",CM-11(2),,SRG-OS-000362-GPOS-00149,AOSX-15-002067,CCI-001812
