CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-94518-8,os_external_intelligence_integration_sign_in_disable,Sign In to External Intelligence Integrations Must Be Disabled,"The ability to sign into external intelligence integrations _MUST_ be disabled.

The external intelligence integration feature of Apple Intelligence allows information to be downloaded from the device and processed by an external application in the cloud. The external intelligence integration feature of Apple Intelligence increases the risk of compromise of sensitive information. 
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowExternalIntelligenceIntegrationsSignIn</key>
<false/>
----

","CM-6
CM-7
AC-20",,,FMT_MOF_EXT.1.2 #47,AIOS-18-015400,,,,,CCI-000366,medium,
CCE-94438-9,os_files_network_drive_access_disable,Ensure Allow network drive access in Files app is set to Disabled,"Network drive acces in Files app _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFilesNetworkDriveAccess</key>
<false/>
----

",AC-20(2),,,FMT_SMF_EXT.1.1 #47,AIOS-18-014300,3.2.1.9 (level 2 - Institutionally-Owned Devices),1.2,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94439-7,os_files_usb_drive_access_disable,Ensure Allow USB drive access in Files app is set to Disabled,"USB drive acces in Files app _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFilesUSBDriveAccess</key>
<false/>
----

",AC-20(2),,,FMT_SMF_EXT.1.1 #47,AIOS-18-013300,3.2.1.8 (level 2 - Institutionally-Owned Devices),1.2,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94440-5,os_find_my_friends_disable,Disable Find My Friends Service,"The Find My Friends service _MUST_ be disabled.

Sharing the location of a device may be an violation to an organization and potentially put users at risk.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyFriends</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-013100,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",low,
CCE-94441-3,os_force_date_and_time_enable,Ensure Force automatic date and time is set to Enabled,"Automatic date and time _MUST_ be enabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceAutomaticDateAndTime</key>
<true/>
----

","AU-12(1)
SC-45(1)",,,,,2.2.1.7 (level 1 - End-User Owned Devices)3.2.1.17 (level 1 - Institutionally-Owned Devices),8.4,,ANNEX K,,,
CCE-94442-1,os_force_encrypted_backups_enable,Ensure Force Encrypted Backups is Enabled,"iOS and iPadOS backups _MUST_ be encrypted.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceEncryptedBackup</key>
<true/>
----

","CM-7
CM-7(1)
CP-09(8)
SC-28",,,FMT_SMF_EXT.1.1 #47,AIOS-18-010700,2.2.1.4 (level 1 - End-User Owned Devices)3.2.1.10 (level 1 - Institutionally-Owned Devices),11.3,,"ANNEX D (Section 5.3 - Description of security/key management)
ANNEX K","CCI-000366
CCI-000370
CCI-000381",medium,
CCE-94535-2,os_genmoji_disable,Ensure the ability to create Genmojis is set to Disabled,"Use of Genmojis _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowGenmoji</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,,,,
CCE-94443-9,os_handoff_disable,Disable Handoff,"Handoff _MUST_ be disabled. 

Handoff allows you to continue working on a document or project when the user switches from one Apple device to another. Disabling Handoff prevents data transfers to unauthorized devices.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowActivityContinuation</key>
<false/>
----

","AC-3
AC-20
CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-010800,2.2.1.11 (level 2 - End-User Owned Devices)3.2.1.24 (level 2 - Institutionally-Owned Devices),3.3,,ANNEX K,"CCI-000366
CCI-000370
CCI-000381",low,
CCE-94536-0,os_image_playground_disable,Ensure the ability to use AI image generation is set to Disabled,"AI image generation _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowImagePlayground</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,,,,
CCE-94519-6,os_image_wand_disable,Disable Apple Intelligence ImageWand,Apple Intelligence features such as Apple ImageWand that use off device AI _MUST_ be disabled.,Configuration Profile, ,{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowImageWand</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94444-7,os_install_configuration_profile_disable,Ensure Allow Installing Configuration Profiles is Set to Disabled,"Configuration profiles _MUST_ be installed via an organization's MDM.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUIConfigurationProfileInstallation</key>
<false/>
----

","CM-6
CM-7
CM-7(1)",,,,AIOS-18-015500,3.2.1.15 (level 1 - Institutionally-Owned Devices),4.1,,ANNEX D (Section 5.6.1 - Mail),,medium,
CCE-94445-4,os_install_vpn_configuration_disable,Ensure Allow adding VPN configurations is set to Disabled,"VPN configurations _MUST_ be installed via an organization's MDM.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowVPNCreation</key>
<false/>
----

","AC-17
AC-17(1)
AC-17(3)",,,FMT_SMF_EXT.1.1 #3,AIOS-18-001000,3.2.1.16 (level 1 - Institutionally-Owned Devices),12.7,,ANNEX D (Section 5.10.3 - Manual VPN),"CCI-000366
CCI-000370
CCI-000066",low,
CCE-94537-8,os_iphone_mirroring_disable,Ensure the ability to mirror a device is set to Disabled,"Device mirroring _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowiPhoneMirroring</key>
<false/>
----

","AC-3
AC-20
CM-7
CM-7(1)",,,FMT_MOF_EXT.1.2 #47,AIOS-18-015800,,,,ANNEX K,CCI-000366,,
CCE-94446-2,os_iphone_widgets_on_mac_disable,Disable use of iPhone widgets on Mac,"iPhone widgets on Mac _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowiPhoneWidgetsOnMac</key>
<false/>
----

","CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #8b,AIOS-18-010850,,,,,CCI-000366,low,
CCE-94447-0,os_limit_ad_tracking_enable,Enable Limit Ad Tracking,"Ad tracking and targeted ads _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling ad tracking ensures that applications and advertisers are unable to track users' interests and deliver targeted advertisements.
",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceLimitAdTracking</key>
<true/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-010500,,4.8,,ANNEX K,"CCI-000366
CCI-000370
CCI-001199",low,
CCE-94538-6,os_live_text_disable,Disable Live Text,"The user _MUST_ manually disable Settings/General/Language and Region/Live-Text.  
",Manual, ,,"This is implemented manually by the user.
",,,,,,,,,ANNEX K,,,
CCE-94539-4,os_mail_block_remote_content,Block remote content,"The user _MUST_ manually block remote content in Settings/Mail/Privacy/Block Remote Content.
",Manual, ,,"This is implemented manually by the user.
",,,,,,,,,ANNEX K,,,
CCE-94448-8,os_mail_maildrop_disable,Ensure Allow Mail Drop is set to Disabled,"Mail Drop _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>allowMailDrop</key>
<false/>
----

","AC-3
AC-20
CM-7
CM-7(1)
SC-07(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-011000,2.7.2 (level 2 - End-User Owned Devices)3.7.2 (level 2 - Institutionally-Owned Devices),3.3,,ANNEX D (Section 5.6.1 - Mail),"CCI-000366
CCI-000370
CCI-002314",medium,
CCE-94449-6,os_mail_move_messages_disable,Ensure Allow user to move messages from this account is set to Disabled,"Mail from institutionally configured mail accounts _MUST_ not be allowed to move to personaly mail accounts.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>PreventMove</key>
<false/>
----

","AC-21
CM-7
CM-7(1)
SC-4
SC-07(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-011400,2.7.1 (level 1 - End-User Owned Devices)3.7.1 (level 1 - Institutionally-Owned Devices),3.3,,ANNEX D (Section 5.6.1 - Mail),"CCI-000366
CCI-000370
CCI-000764",medium,
CCE-94574-1,os_mail_smart_reply_disable,Disable Apple Intelligence Mail Smart Replies,"Apple Intelligence features such as Mail Smart Replies that use off device AI _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowMailSmartReplies</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,,,,
CCE-94520-4,os_mail_summary_disable,Disable Apple Intelligence Mail Summary,Apple Intelligence features such as Apple Mail Summary that use off device AI _MUST_ be disabled.,Configuration Profile, ,{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowMailSummary</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94540-2,os_marketplace_prevent,Prevent 3rd party marketplaces,"The iOS device _MUST_ be configured to prevent 3rd party market places to be installed.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowMarketplaceAppInstallation</key>
<false/>
----

",CM-11,,,FMT_MOF_EXT.1.2 #47,AIOS-18-014900,,,,ANNEX K,CCI-000366,medium,
CCE-94450-4,os_modify_cellular_data_app_settings_disable,Ensure Allow modifying cellular data app settings is set to Disabled,"The ability to modify cellular data app settings _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAppCellularDataModification</key>
<false/>
----

","CM-7
CM-7(1)",,,,,3.2.1.18 (level 2 - Institutionally-Owned Devices),4.1,,,,,
CCE-94541-0,os_network_known_only,Only allow known networks,"The iOS device _MUST_ be configured to only allow known networks in case only trustworthy networks can be used. This can have a limitation on connectivity especially when devices are used in area with low or no network connectivity. 
",Configuration Profile, ,{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceWiFiToAllowedNetworksOnly</key>
<true/>
----

",,,,,,,,,ANNEX D (Section 5.7 - Interfaces),,,
CCE-94451-2,os_new_device_proximity_disable,Ensure Allow setting up new nearby devices is set to Disabled,"The setting up of new nearby devices _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowProximitySetupToNewDevice</key>
<false/>
----

","CM-6
CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-012800,3.2.1.28 (level 1 - Institutionally-Owned Devices),3.13,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94575-8,os_notes_transcription_disable,Disable Apple Intelligence Notes Transcription,"Apple Intelligence features such as Notes Transcription that use off device AI _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowNotesTranscription</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,,,,
CCE-94576-6,os_notes_transcription_summary_disable,Disable Apple Intelligence Notes Transcription Summary,"Apple Intelligence features such as Notes Transcription Summary that use off device AI _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowNotesTranscriptionSummary</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,,,,
CCE-94452-0,os_on_device_dictation_enforce,Ensure On Device Dictation is Enforced,"The device _MUST_ be configured for on device dictation.

By enforcing on device dictation this will mitigate the risk of unwanted data being sent to Apple.",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceOnDeviceOnlyDictation</key>
<true/>
----

","SI-11
AC-20
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-014400,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94453-8,os_on_device_translation_enforce,Ensure On Device Translation is Enforced,"The device _MUST_ be configured for on device translation.

By enforcing on device translation this will mitigate the risk of unwanted data being sent to Apple.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceOnDeviceOnlyTranslation</key>
<true/>
----

","SI-11
AC-20
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-014500,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94454-6,os_pairing_non_configurator_hosts_disable,Ensure Allow pairing with non-Configurator hosts is set to Disabled,"Host pairing with a non-Configurator host _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowHostPairing</key>
<false/>
----

","CM-6
CM-7
CM-7(1)",,,,,3.2.1.20 (level 2 - Institutionally-Owned Devices),4.8,,ANNEX K,,,
CCE-94455-3,os_password_autofill_disable,Disable Password Autofill,"Password Autofill _MUST_ be disabled. 

iOS allows users to save passwords and use the Password Autofill feature in Safari and compatible apps. To protect against malicious users gaining access to the device, this feature _MUST_ be disabled to prevent users from being prompted to save passwords in applications.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordAutoFill</key>
<false/>
----

","IA-5(13)
CM-7
CM-7(1)
IA-11
IA-5",,,FMT_SMF_EXT.1.1 #47,AIOS-18-012700,,,,,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94456-1,os_password_proximity_disable,Disable Proximity Based Password Sharing Requests,"Proximity based password sharing requests _MUST_ be disabled. 

The default behavior of iOS is to allow users to request passwords from other known devices (macOS and iOS). This feature _MUST_ be disabled to prevent passwords from being shared.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordProximityRequests</key>
<false/>
----

",IA-5,,,FMT_SMF_EXT.1.1 #47,AIOS-18-012900,3.2.1.29 (level 1 - Institutionally-Owned Devices),13.5,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94457-9,os_password_sharing_disable,Disable Password Sharing,"Password Sharing _MUST_ be disabled. 

The default behavior of iOS/iPadOS is to allow users to share a password over Airdrop between other macOS and iOS devices. This feature _MUST_ be disabled to prevent passwords from being shared.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordSharing</key>
<false/>
----

",IA-5,,,FMT_SMF_EXT.1.1 #47,AIOS-18-013000,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94458-7,os_personalized_advertising_disable,Disable Personalized Advertising,"Ad tracking and targeted ads _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling ad tracking ensures that applications and advertisers are unable to track users' interests and deliver targeted advertisements.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowApplePersonalizedAdvertising</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,,,2.2.1.5 (level 1 - End-User Owned Devices)3.2.1.11 (level 1 - Institutionally-Owned Devices),4.8,,ANNEX K,,,
CCE-94542-8,os_personalized_handwriting_disable,Ensure the ability to analyse handwriting is set to Disabled,"AI handwriting analysis _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPersonalizedHandwritingResults</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-94543-6,os_predictive_keyboard_disable,Disable the use of predictable keyboards,"The device _MUST_ be configured that the usage of the predictable keyboard feature is not possible.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPredictiveKeyboard</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94544-4,os_rapid_security_responses_install_enable,Allow to install Rapid Security Responses,"The iOS device _MUST_ be configured to allow the user to install Rapid Security Responses to enable the user to be up to date with security fixes.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowRapidSecurityResponseInstallation</key>
<true/>
----

","SI-2
SI-2(5)
SI-3",,,,,,,,ANNEX D (Section 6.3.1.3 - Rapid security response),,,
CCE-94545-1,os_rapid_security_responses_remove_disable,Disallow to remove Rapid Security Responses,"The iOS device _MUST_ be configured not to allow the user to remove rapid security responses.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowRapidSecurityResponseRemoval</key>
<false/>
----

","SI-2
SI-2(5)
SI-3",,,,,,,,ANNEX D (Section 6.3.1.3 - Rapid security response),,,
CCE-94459-5,os_require_managed_pasteboard_enforce,Ensure copy/paste of data from Managed to Unmanaged Applications is Disabled,"The device _MUST_ be configured to disable copy/paste of data from managed to unmanaged applications.

If 'true', copy and paste functionality respects the 'allowOpenFromManagedToUnmanaged' and 'allowOpenFromUnmanagedToManaged' restrictions. ",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>requireManagedPasteboard</key>
<true/>
----

","AC-23
SC-7(10)",,,FMT_SMF_EXT.1.1 #47,AIOS-18-014600,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94546-9,os_safari_JavaScript_disable,Prevent Java Script,"The iOS device _MUST_ be configured to prevent Java Script support in Safari to prevent malicious code execution on the device.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAllowJavaScript</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94460-3,os_safari_cookies_set,Ensure Accept cookies is set to From websites I visit or From current website only,"Acceptance of cookies _MUST_ be only from sites visited.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAcceptCookies</key>
----

",,,,,,2.2.2.2 (level 1 - End-User Owned Devices)3.2.2.2 (level 1 - Institutionally-Owned Devices),9.4,,ANNEX K,,,
CCE-94461-1,os_safari_force_fraud_warning_enable,Ensure Force Fraud Warning is set to Enabled,"Force fraud warning _MUST_ be enabled in Safari.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariForceFraudWarning</key>
<true/>
----

",,,,,,2.2.2.1 (level 1 - End-User Owned Devices)3.2.2.1 (level 1 - Institutionally-Owned Devices),9.4,,ANNEX K,,,
CCE-94462-9,os_safari_password_autofill_disable,Disable Automatic Completion of Safari Browser Passcodes,"The AutoFill functionality in the Safari web browser allows the user to complete a form that contains sensitive information, such as PII, without previous knowledge of the information. By allowing the use of the AutoFill functionality, an adversary who learns a user's iPhone or iPad passcode, or who otherwise is able to unlock the device, may be able to further breach other systems by relying on the AutoFill feature to provide information unknown to the adversary. By disabling the AutoFill functionality, the risk of an adversary gaining additional information about the device's user or compromising other systems is significantly mitigated.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAllowAutoFill</key>
<false/>
----

","IA-5(13)
CM-7
CM-7(1)
IA-11
IA-5",,,FMT_SMF_EXT.1.1 #47,AIOS-18-010600,,"4.1
4.8",,,"CCI-000366
CCI-000370
CCI-000381",low,
CCE-94547-7,os_safari_popups_disable,Disable Safari Popups,"The iOS device _MUST_ be configured to automatically prevent popups on the device to protect users from malicious content.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>safariAllowPopups</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94577-4,os_safari_reader_summary_disable,Disable Apple Intelligence Safari Reader Summary,"Apple Intelligence features such as Safari Reader Summary that use off device AI _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowSafariSummary</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,,,,
CCE-94548-5,os_screen_observation_remote_disable,Prevent remote screen observation,"The iOS device _MUST_ be configured to prevent remote screen observation via the classroom app to prevent data leakage via the classroom app.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowRemoteScreenObservation</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94549-3,os_screen_observation_unprompted_disable,Prevent unprompted screen observation.,"The iOS device _MUST_ be configured to prevent automatic acceptance for unprompted screen observations to prevent data leakage via the classroom app.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceClassroomUnpromptedScreenObservation</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94463-7,os_screenshots_disable,Ensure Allow screenshots and screen recording is set to Disabled,"Screenshots and screen recordings on iOS _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowScreenShot</key>
<false/>
----

","CM-7
CM-7(1)
SC-07(10)",,,,,3.2.1.1 (level 2 - Institutionally-Owned Devices),3.3,,ANNEX K,,,
CCE-94464-5,os_show_calendar_lock_screen_disable,Ensure Calendar Notifications when the Device is Locked is set to Disabled,"Many mobile devices display notifications on the lock screen so users can obtain relevant information in a timely manner without having to frequently unlock the phone to determine if there are new notifications. However, in many cases, these notifications can contain sensitive information. When they are available on the lock screen, an adversary can see them merely by being in close physical proximity to the device. Configuring the MOS to not send notifications to the lock screen mitigates this risk.",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowLockScreenTodayView</key>
<false/>
----

",AC-11(1),,,FMT_SMF_EXT.1.1 #18,AIOS-18-007600,,,,,CCI-000060,medium,
CCE-94465-2,os_show_control_center_lock_screen_disable,Ensure Show Control Center in Lock screen is set to Disabled,"Control Center _MUST_ be disabled in the lock screen.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowLockScreenControlCenter</key>
<false/>
----

",AC-11(1),,,,,2.2.1.14 (level 1 - End-User Owned Devices)3.2.1.31 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,,,
CCE-94466-0,os_show_notification_center_lock_screen_disable,Ensure Show Notification Center in Lock screen is set to Disabled,"Notification Center _MUST_ be disabled in the lock screen.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowLockScreenNotificationsView</key>
<false/>
----

",AC-11(1),,,FMT_SMF_EXT.1.1 #18,AIOS-18-007500,2.2.1.15 (level 1 - End-User Owned Devices)3.2.1.32 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,CCI-000060,medium,
CCE-94550-1,os_siri_allow_dictation_disable,Disallow dictation feature,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDictation</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-94551-9,os_siri_assistant_diable,Disable Siri service,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAssistant</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,high,
CCE-94552-7,os_siri_server_logging_disable,Disallow Siri server side logging,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowSiriServerLogging</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-94553-5,os_siri_user_generated_content_disable,Disallow user generated content with Siri,"The iOS built-in Siri service _MUST_ be disabled to prevent organizational data from being synchronized to Apple servers.

Apple's Siri service does not provide an organization with enough control over the storage and access of data, and, therefore, automated synchronization _MUST_ be controlled by an organization approved service.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAssistantUserGeneratedContent</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-94467-8,os_siri_when_locked_disabled,Ensure Allow Siri while device is locked is set to Disabled,"Accessing Siri while the device is locked _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAssistantWhileLocked</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)",,,FMT_SMF_EXT.1.1 #8b,AIOS-18-007200,2.2.1.2 (level 1 - End-User Owned Devices)3.2.1.3 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,CCI-000366,medium,
CCE-94554-3,os_spell_check_disable,Disable Spell Check,"The iOS device _MUST_ be configured to not use the spell check feature.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowSpellCheck</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
